complex_id,name,lawd_cd,emd,band,zone,tier,price_now,n_leaders,consensus,consensus_gap,mispricing,mispricing_status,label,reason,leaders
7913,당동용호마을e편한세상,41410,당동,59,Z41410-당동,5,482500000.0,3,OK,0.2224248037894827,0.20018232341053444,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 Median↑/P25↑,GRADE:4792:59|UPPER_GRADE:7966:59|BUYER_CHOICE:7940:59
6544,건건이편한세상,41271,건건동,74,Z41271-건건동,5,450625000.0,3,OK,0.19025270800869593,0.17122743720782635,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 거래량↑,GRADE:4664:74|UPPER_GRADE:5736:74|BUYER_CHOICE:7940:59
4720,수원아이파크시티7단지,41113,권선동,59,Z41113-권선동,5,591000000.0,3,OK,0.18800174417637258,0.16920156975873532,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 Median↑/P25↑/거래량↑ · 빠른추종 계급,LOCAL:4864:59|GRADE:4792:59|UPPER_GRADE:4952:59
4661,서둔센트라우스,41113,서둔동,84,Z41113-서둔동,4,635000000.0,3,STRONG,0.2247880900811141,0.1636660338916116,PROXY,LAG_CANDIDATE,합의 STRONG · Leader 이동 확인 · 후행 움직임 Median↑/P25↑/거래량↑,GRADE:4895:84|UPPER_GRADE:3698:84|BUYER_CHOICE:4792:59
6544,건건이편한세상,41271,건건동,59,Z41271-건건동,5,409750000.0,3,OK,0.1777856285977169,0.1600070657379452,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 거래량↑,GRADE:4792:59|UPPER_GRADE:7966:59|BUYER_CHOICE:7940:59
4719,"수원아이파크시티 5,6단지 아파트",41113,권선동,59,Z41113-권선동,5,529500000.0,4,OK,0.16180359693831178,0.13525100520332917,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 Median↑/P25↑/거래량↑ · 빠른추종 계급,LOCAL:4864:59|GRADE:4792:59|UPPER_GRADE:4952:59|BUYER_CHOICE:4720:59
8223,역북 푸르지오,41461,역북동,74,Z41461-김량장동,4,551250000.0,3,OK,0.18998017703212564,0.11968751153023915,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 Median↑/P25↑/거래량↑,LOCAL:8222:74|GRADE:9641:74|UPPER_GRADE:8151:74
9546,이편한세상 반월나노시티역,41595,반월동,59,Z41117-망포동,4,590000000.0,3,STRONG,0.21628702253553694,0.11412487456618176,PROXY,LAG_CANDIDATE,합의 STRONG · Leader 이동 확인 · 후행 움직임 Median↑/P25↑/거래량↑ · 빠른추종 계급,LOCAL:4952:59|GRADE:9661:59|UPPER_GRADE:3698:59
4878,원천레이크파크,41117,원천동,59,Z41113-권선동,5,484125000.0,3,OK,0.12590327417060887,0.11331294675354799,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 Gap 축소/Median↑/P25↑/거래량↑ · 빠른추종 계급,LOCAL:4864:59|GRADE:4792:59|UPPER_GRADE:4952:59
5682,동편마을3단지,41173,관양동,74,Z41173-호계동,4,1020000000.0,3,OK,0.12426606741871304,0.11183946067684174,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 Median↑/P25↑ · 빠른추종 계급,LOCAL:5736:74|GRADE:6084:74|BUYER_CHOICE:5676:59
4864,매탄위브하늘채,41117,매탄동,59,Z41113-권선동,5,640000000.0,4,OK,0.1473648997874661,0.11073618803520884,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 Median↑/P25↑ · 빠른추종 계급,LOCAL:4874:59|GRADE:4792:59|UPPER_GRADE:4952:59|BUYER_CHOICE:4953:59
2251,상계벽산,11350,상계동,59,Z11350-상계동,4,517500000.0,3,OK,0.1280923648178231,0.10979345555813408,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 P25↑/거래량↑,LOCAL:2304:59|UPPER_GRADE:1587:59|BUYER_CHOICE:2221:59
9548,SK뷰파크 아파트,41595,반월동,59,Z41117-망포동,4,571250000.0,3,STRONG,0.179427573760201,0.10902623406950547,PROXY,LAG_CANDIDATE,합의 STRONG · Leader 이동 확인 · 후행 움직임 Median↑/P25↑/거래량↑ · 빠른추종 계급,LOCAL:4952:59|GRADE:9661:59|UPPER_GRADE:3698:59
6905,일산와이시티,41285,백석동,84,Z41285-백석동,3,892500000.0,3,STRONG,0.18982737580782516,0.10373253421947934,PROXY,LAG_CANDIDATE,합의 STRONG · Leader 이동 확인 · 후행 움직임 거래량↑,GRADE:3006:84|UPPER_GRADE:3042:84|BUYER_CHOICE:2970:59
2432,백련산힐스테이트1차,11380,응암동,84,Z11410-홍제동,3,869500000.0,3,OK,0.2300696743049598,0.09662926320808311,PROXY,LAG_CANDIDATE,합의 OK · Leader 이동 확인 · 후행 움직임 Median↑/P25↑/거래량↑ · 빠른추종 계급,GRADE:3006:84|UPPER_GRADE:2623:84|BUYER_CHOICE:2970:59
