life_zone,band,rank,complex_id,name,composite,top3_share,volume,crash_rel,lead,explain
Z41210-일직동,84,3,6129,광명역센트럴자이아파트,0.4,0.9815,13.5417,-0.0098,-0.2062,0.5872
Z41220-이충동,84,1,6158,우미이노스빌2차,0.6545,0.1333,6.5417,-0.0472,0.1771,0.9291
Z41220-이충동,84,2,6180,정암마을뜨란채,0.6364,0.2833,11.2083,0.0073,-0.1487,0.8857
Z41220-이충동,84,3,6188,휴먼시아추담마을,0.6364,0.15,6.375,-0.0376,-0.0766,0.9453
Z41220-비전동,84,1,6298,부영2차,0.7158,0.0,9.6667,-0.0081,0.0838,0.9414
Z41220-비전동,84,2,6297,현대향촌,0.6526,0.0,3.7917,0.0081,-0.0048,0.947
Z41220-비전동,84,3,6243,우미 린 센트럴파크아파트,0.6,1.0,15.9167,-0.0809,0.4519,0.7244
Z41220-동삭동,84,1,6279,더샵 지제역 센트럴파크 2BL,0.8552,0.3333,10.75,0.069,0.2432,0.9558
Z41220-동삭동,84,2,6277,힐스테이트지제역아파트,0.7643,0.7667,12.375,,0.252,0.9101
Z41220-동삭동,84,3,6278,더샵지제역센트럴파크1BL아파트,0.7562,0.2833,9.375,0.0521,0.0726,0.9504
Z41220-고덕동,84,1,6347,호반써밋 고덕국제신도시 에듀파크,0.6667,0.8269,23.5833,0.1949,0.0654,0.1599
Z41220-고덕동,84,2,6359,고덕국제신도시 제일풍경채아파트,0.5333,1.0,35.7917,-0.0913,-0.041,0.9861
Z41220-고덕동,84,3,6361,고덕국제신도시 포레스트자이 아파트,0.5333,0.6731,14.3333,-0.0634,0.0397,0.9921
Z41220-안중읍,84,1,6386,화현마을우림필유,0.8,0.8167,9.2083,0.0624,-0.045,0.971
Z41220-안중읍,84,2,6380,안중현대3차,0.6333,0.0833,8.9167,0.0,0.0265,0.9668
Z41220-안중읍,84,3,6390,동신아름마을,0.6,0.6333,9.0,-0.0027,0.1853,0.9484
Z41220-포승읍,84,1,6401,삼부르네상스2단지,0.72,1.0,6.6667,0.0258,-0.034,0.9454
Z41220-포승읍,84,2,6393,명지미래힐1차,0.6,0.0,2.7083,-0.0207,0.0472,0.9487
Z41220-포승읍,84,3,6403,모아미래도2단지,0.48,0.9167,2.1667,0.049,-0.0092,0.8971
Z41220-청북읍,84,1,6420,유승한내들퍼스트뷰아파트,0.65,0.9833,8.2083,0.0304,0.12,0.9451
Z41220-청북읍,84,2,6419,청북한양수자인아파트,0.6,1.0,13.9167,-0.0132,-0.0788,0.9636
Z41220-청북읍,84,3,6422,청북이안,0.5,0.0,14.0833,-0.0137,0.0355,0.9661
Z41220-고덕면,84,1,6434,영화블렌하임,0.6,1.0,5.625,0.0,-0.0547,0.9531
Z41220-고덕면,84,2,6433,고덕태평아파트,0.5,1.0,3.75,-0.1239,0.0357,0.9659
Z41220-고덕면,84,3,6432,고덕하늘채시그니처아파트,0.4,1.0,11.375,0.1548,-0.2318,0.5015
Z41250-지행동,84,1,6451,동두천 에코 휴먼빌2차 아파트,0.64,0.85,7.9167,0.0135,-0.0591,0.9587
Z41250-지행동,84,2,6459,동두천동양엔파트,0.56,0.3667,5.1667,0.0606,0.2186,0.8685
Z41250-지행동,84,3,6457,지행동원베네스트,0.48,1.0,6.4583,-0.0131,0.0047,0.8602
Z41250-생연동,84,1,6483,브라운스톤동두천,0.675,0.9333,3.5,-0.0022,0.2,0.8843
Z41250-생연동,84,2,6480,동두천월드메르디앙,0.6278,0.9833,4.5833,-0.0308,-0.0241,0.9352
Z41250-생연동,84,3,6478,부영1단지,0.5806,1.0,5.6667,-0.0594,0.0491,0.8806
Z41271-사동,84,1,6494,그랑시티자이2차아파트,0.75,0.8,28.625,0.1567,0.9883,-0.0984
Z41271-사동,84,2,6495,그랑시티자이아파트,0.7167,1.0,37.25,-0.0219,0.2282,0.9142
Z41271-사동,84,3,6519,태영,0.5833,0.0,2.4583,0.1801,0.0525,0.93
Z41271-성포동,84,1,6529,성포선경,0.8,0.9833,14.0417,0.0,-0.0135,0.973
Z41271-성포동,84,2,6524,안산파크푸르지오 아파트,0.6333,0.8667,8.125,0.0257,0.2561,0.8134
Z41271-성포동,84,3,6534,안산현대2차아파트,0.5333,0.1167,5.9583,0.0596,-0.0415,0.9089
Z41273-고잔동,84,1,6556,안산센트럴푸르지오,0.7055,0.5,9.625,0.0065,0.2231,0.874
Z41273-고잔동,84,2,6557,안산레이크타운 푸르지오 아파트,0.6891,0.9167,19.25,0.0358,0.0172,0.8563
Z41273-고잔동,84,3,6573,고잔3차푸르지오,0.5764,0.0167,7.0833,0.0062,-0.0633,0.9323
Z41273-선부동,84,1,6617,안산 라프리모,0.8169,0.85,19.125,-0.0068,0.1355,0.9664
Z41273-선부동,84,2,6584,신길두산위브,0.6434,0.5167,7.0,0.0113,0.1699,0.5607
Z41273-선부동,84,3,6608,원곡벽산블루밍,0.6184,0.0,12.7917,0.0024,0.0212,0.9819
Z41281-원흥동,84,1,6704,삼송2차 아이파크,0.7455,0.9333,23.3333,0.0058,0.0495,0.9458
Z41281-원흥동,84,2,6657,삼송리슈빌센트럴파크아파트,0.7091,0.0167,22.4583,0.0277,-0.0377,0.9677
Z41281-원흥동,84,3,6662,원흥동일스위트아파트,0.7091,1.0,34.9167,-0.0529,-0.043,0.9691
Z41281-고양동,84,1,6720,고양삼성,0.6,1.0,1.4583,0.0,0.0861,0.8992
Z41281-고양동,84,2,6723,고양우방유쉘아파트,0.5,1.0,4.1667,-0.0323,-0.2012,0.8709
Z41281-고양동,84,3,6721,고양청구,0.4,1.0,0.8333,0.0208,-0.0591,0.87
Z41281-행신동,84,1,6809,행신1차 SK-VIEW,0.8,1.0,5.75,-0.0246,0.1291,0.936
Z41281-행신동,84,2,6774,행신2차SK뷰,0.5333,0.9245,3.8333,0.0164,0.1139,0.8432
Z41281-행신동,84,3,6770,행신3차에스케이뷰,0.4667,0.9434,2.9583,-0.0164,0.1123,0.932
Z41281-덕은동,84,1,6817,DMC한강자이 더 헤리티지아파트,0.75,0.8,15.0417,,0.0924,0.9543
Z41281-덕은동,84,2,6816,DMC자이더리버,0.6667,1.0,16.7917,,-0.085,0.9164
Z41281-덕은동,84,3,6820,DMC디에트르한강아파트,0.5667,0.8222,8.9583,0.0,0.0113,0.9464
Z41285-식사동,84,1,6833,일산자이 센트리지아파트,0.625,1.0,1.5417,,1.0961,0.8763
Z41285-식사동,84,2,6832,일산자이 더 헤리티지,0.5,1.0,24.625,,-0.034,0.7607
Z41285-식사동,84,3,6838,위시티일산자이1단지,0.4,1.0,4.5417,0.0,-0.9124,0.6165
Z41287-일산동,84,1,6845,일산센트럴아이파크,0.738,0.7833,33.5,-0.0362,0.2362,0.9046
Z41287-일산동,84,2,7018,문촌마을11단지LIG(건영),0.7197,0.0667,1.75,0.0888,0.0686,0.9236
Z41287-일산동,84,3,6992,일신삼익,0.678,0.0,4.125,0.0529,0.0468,0.9346
Z41285-장항동,84,1,6880,킨텍스원시티 2블럭,0.7333,1.0,12.25,0.0243,0.0419,0.9152
Z41285-장항동,84,2,6882,킨텍스원시티 3블럭,0.7333,0.9828,14.5833,0.0226,0.0217,0.9797
Z41285-장항동,84,3,6883,힐스테이트 킨텍스 레이크뷰,0.3333,0.2069,7.2083,-0.0226,0.0319,0.9532
Z41285-풍동,84,1,6905,일산와이시티,0.6,1.0,18.0417,0.0048,0.231,0.8651
Z41285-풍동,84,2,6930,숲속마을2단지 아파트,0.5,1.0,16.375,0.0,-0.0607,0.9581
Z41285-풍동,84,3,6940,백마역중앙하이츠빌1,0.4,1.0,2.8333,-0.0312,-0.0933,0.9718
Z41290-중앙동,84,1,7112,과천위버필드아파트,0.8,0.9,17.0417,0.0,0.1248,0.9538
Z41290-중앙동,84,2,7109,과천푸르지오써밋,0.6,0.9333,9.7917,0.0417,-0.0456,0.9237
Z41290-중앙동,84,3,7113,과천래미안슈르,0.5667,0.0333,33.7917,-0.0009,0.0189,0.9598
Z41310-갈매동,84,1,7119,갈매역 아이파크,0.6333,1.0,26.6667,-0.0185,0.0143,0.9575
Z41310-갈매동,84,2,7126,한라비발디아파트,0.6333,0.55,16.625,-0.0132,0.0076,0.9852
Z41310-갈매동,84,3,7125,갈매더샵나인힐스,0.5667,0.2333,10.4583,0.0382,-0.0071,0.9656
Z41360-다산동,84,1,7328,다산한양수자인리버팰리스,0.7958,0.0667,23.5833,0.0185,0.1909,0.8839
Z41360-다산동,84,2,7130,이편한세상 인창어반포레아파트,0.7212,0.6833,10.9583,,0.5141,0.8075
Z41360-다산동,84,3,7326,다산유승한내들센트럴아파트,0.7067,0.0,24.9167,-0.0073,0.2031,0.8951
Z41360-호평동,84,1,7207,두산알프하임,0.7263,0.8667,19.0417,0.0119,0.8005,0.7267
Z41360-호평동,84,2,7223,호평동원로얄듀크,0.7263,0.0333,11.5833,0.0189,0.1206,0.9412
Z41360-호평동,84,3,7245,평내금호어울림,0.6632,0.05,10.6667,-0.0115,-0.027,0.9686
Z41360-금곡동,84,1,7254,금곡명지해드는터,0.7,1.0,1.7917,0.06,-0.0562,0.927
Z41360-금곡동,84,2,7255,금곡미라보,0.5,1.0,1.75,,-0.0093,0.8681
Z41360-금곡동,84,3,7251,금곡금강,0.3,1.0,1.125,-0.06,0.1143,0.9187
Z41360-별내동,84,1,7283,별내신안인스빌,0.75,0.6441,17.25,0.0334,-0.0763,0.9713
Z41360-별내동,84,2,7270,별내아이파크2차아파트,0.725,0.9492,19.25,0.003,0.1798,0.9073
Z41360-별내동,84,3,7282,포레나 별내,0.6,0.5593,9.625,0.0081,0.0278,0.9612
Z41360-와부읍,84,1,7369,덕소아이파크,0.7556,1.0,14.625,0.0229,0.0193,0.9363
Z41360-와부읍,84,2,7378,덕소두산위브,0.7333,0.25,8.0,-0.0152,0.0539,0.9548
Z41360-와부읍,84,3,7368,덕소동부센트레빌,0.7111,0.85,12.7917,0.0152,0.0137,0.954
Z41360-진접읍,84,1,7408,진접 금강펜테리움 아파트,0.7462,1.0,18.4167,0.0,0.2305,0.9072
Z41360-진접읍,84,2,7411,해밀마을신안인스빌,0.7436,0.9333,20.3333,-0.0247,0.1763,0.9263
Z41360-진접읍,84,3,7410,남양휴튼아파트,0.6679,0.3667,9.0,-0.0175,0.1425,0.9502
Z41360-화도읍,84,1,7444,남양주창현도뮤토아파트,0.7353,0.7,2.0,0.0906,0.2071,0.921
Z41360-화도읍,84,2,7461,화도 센트럴 우방아이유쉘,0.65,0.25,10.0833,-0.04,0.3473,0.8719
Z41360-화도읍,84,3,7466,신창현풍림아이원2차,0.6447,0.0,8.8333,0.0136,-0.0031,0.9525
Z41360-진건읍,84,1,7476,진건주공2단지아파트,0.61,0.9286,6.7083,-0.0543,0.2722,0.8488
Z41360-진건읍,84,2,7474,한신그린1,0.58,0.3929,8.5417,0.0,-0.0893,0.9609
Z41360-진건읍,84,3,7473,한신그린3차,0.56,0.25,1.25,0.1095,-0.0076,0.9436
Z41360-오남읍,84,1,7491,오남아이파크,0.6727,1.0,8.8333,-0.1178,0.229,0.8961
Z41360-오남읍,84,2,7494,오남두산위브,0.6364,0.95,7.2083,-0.1036,0.2997,0.873
Z41360-오남읍,84,3,7502,오남파라다이스빌,0.5818,0.0833,6.125,-0.0087,-0.0784,0.9116
Z41360-퇴계원읍,84,1,7515,퇴계원힐스테이트,0.9333,1.0,17.0417,0.0246,0.1539,0.9528
Z41360-퇴계원읍,84,2,7517,퇴계원성원,0.6667,0.2667,6.875,0.0,0.0039,0.9614
Z41360-퇴계원읍,84,3,7511,퇴계원쌍용예가,0.6333,0.6,6.5,0.006,-0.0047,0.9534
Z41360-별내면,84,1,7529,별내청학주공3단지,0.95,0.9815,10.2917,0.0166,0.0856,0.9602
Z41360-별내면,84,2,7526,별내청학주공1단지,0.55,0.7222,4.625,-0.0358,0.0299,0.9709
Z41360-별내면,84,3,7524,별내반도유보라,0.4,0.5185,1.625,0.0071,-0.0272,0.9283
Z41370-수청동,84,1,7590,더샵 오산 센트럴,0.7,0.75,6.875,0.0401,0.7431,0.3009
Z41370-수청동,84,2,7540,오산시티자이2차아파트,0.6667,0.9,6.0,-0.0206,-0.0057,0.9765
Z41370-수청동,84,3,7534,오산 센트럴푸르지오,0.6333,0.4,14.4583,0.0136,-0.0425,0.9666
Z41370-원동,84,1,7561,원동힐스테이트,0.7857,0.2667,3.8333,0.0813,0.1422,0.9447
Z41370-원동,84,2,7563,오산역이편한세상2단지,0.7571,1.0,17.75,-0.0264,0.1739,0.9174
Z41370-원동,84,3,7559,오산역e편한세상1단지,0.6714,1.0,12.2917,-0.0087,0.1306,0.9135
Z41595-병점동,84,1,9507,병점역아이파크캐슬,0.75,0.7833,47.9167,,0.7782,0.6075
Z41595-병점동,84,2,7610,세마역 트루엘 더퍼스트,0.7353,0.6667,18.8333,0.0,0.0244,0.9853
Z41595-병점동,84,3,9527,병점효성해링턴플레이스,0.6441,0.95,6.4167,0.0799,0.1301,0.9242
Z41390-은행동,84,1,7679,은계파크자이아파트,0.8125,0.65,13.9583,,0.7861,0.8832
Z41390-은행동,84,2,7646,시흥센트럴푸르지오아파트,0.7575,0.9167,20.5,0.0234,0.391,0.8302
Z41390-은행동,84,3,7645,시흥 대야역 두산위브더파크 아파트,0.725,0.05,10.125,,0.5574,0.8873
Z41390-능곡동,84,1,7708,장현제일풍경채센텀아파트,0.7333,0.8983,18.625,0.1075,0.004,0.9091
Z41390-능곡동,84,2,7782,시흥능곡역 모아미래도에듀포레,0.7111,0.5593,25.9583,-0.0172,0.171,0.9119
Z41390-능곡동,84,3,7713,우남퍼스트빌,0.6667,0.0678,4.4583,0.0364,0.0123,0.9521
Z41390-하중동,84,1,7732,하상연꽃마을대우삼호,0.8,1.0,3.4167,0.0,0.0974,0.9591
Z41390-하중동,84,2,7731,연꽃마을금호타운,0.5,1.0,5.5,-0.0017,0.0744,0.9501
Z41390-하중동,84,3,7706,매화마을홍익,0.2,1.0,1.5417,0.2015,-0.2186,0.8893
Z41390-조남동,84,1,7743,목감 호반써밋 더레이크,0.65,0.9831,7.625,-0.0269,-0.0107,0.9513
Z41390-조남동,84,2,7748,목감한신더휴 센트럴파크,0.65,0.8814,6.5833,0.0301,0.0791,0.9118
Z41390-조남동,84,3,7737,목감 중흥S-클래스 레이크힐스,0.5667,0.1695,9.0,-0.0214,0.0866,0.9115
Z41390-거모동,84,1,7767,거모동보,0.9333,0.9825,6.5833,0.0545,0.1516,0.9435
Z41390-거모동,84,2,7771,거모유호,0.4667,0.8596,1.0833,0.1336,-0.0964,0.9374
Z41390-거모동,84,3,7772,동원아파트,0.4,0.8596,2.7917,-0.1155,0.1217,0.9171
Z41390-정왕동,84,1,7834,금강,0.6833,0.614,5.7083,0.0019,0.0394,0.9645
Z41390-정왕동,84,2,7821,시흥금강펜테리움오션베이,0.6667,0.7193,5.75,,0.125,0.4849
Z41390-정왕동,84,3,7832,서해1아파트,0.6333,0.7544,4.9167,-0.0793,0.0102,0.9778
Z41390-배곧동,84,1,7891,시흥배곧한신더휴,0.7143,0.9,11.625,0.0219,0.129,0.9565
Z41390-배곧동,84,2,7896,배곧호반베르디움더프라임아파트,0.6286,0.6167,8.5,0.0331,-0.0017,0.9617
Z41390-배곧동,84,3,7889,한라비발디캠퍼스3차,0.5714,0.0667,19.5833,0.03,0.0423,0.9472
Z41410-당동,84,1,7992,금강펜테리움 센트럴파크3차아파트,0.8,0.5167,7.375,0.0483,0.0478,0.9679
Z41410-당동,84,2,7913,당동용호마을e편한세상,0.7231,0.0833,18.375,0.0618,-0.0273,0.9176
Z41410-당동,84,3,8005,의왕역 푸르지오 라포레,0.7231,0.95,15.5833,-0.0472,0.2434,0.9001
Z41410-산본동,84,1,7936,산본이편한세상센트럴파크,0.8,1.0,11.9583,0.0594,-0.0086,0.9429
Z41410-산본동,84,2,7966,산본래미안하이어스,0.76,1.0,27.8333,-0.0344,0.1364,0.9295
Z41410-산본동,84,3,7971,e편한세상금정역에코센트럴,0.52,0.8103,9.625,-0.0036,0.089,0.8691
Z41430-오전동,84,1,8026,의왕동백,0.6571,0.1333,15.9583,0.1485,0.2422,0.8079
Z41430-오전동,84,2,8032,대명구름채,0.6571,0.8,10.5417,-0.0269,0.0054,0.9469
Z41430-오전동,84,3,8023,대명솔채,0.6286,0.7833,7.125,0.0456,0.0448,0.8332
Z41430-학의동,84,1,8050,백운호수해링턴플레이스4단지,0.6333,0.5667,4.0833,0.075,0.0614,0.9298
Z41430-학의동,84,2,8066,휴먼시아청계마을2단지,0.5333,0.6333,6.0417,0.0,-0.0917,0.9277
Z41430-학의동,84,3,8045,백운호수 해링턴 플레이스 2단지,0.5,0.0667,8.5,-0.1317,0.4232,0.9369
Z41450-덕풍동,84,1,8115,하남풍산아이파크1단지,0.7386,0.25,13.75,0.0016,0.043,0.9376
Z41450-덕풍동,84,2,8113,하남풍산아이파크5단지,0.7048,0.7167,10.5833,0.1269,0.1937,0.8313
Z41450-덕풍동,84,3,8110,하남 더샵 센트럴뷰,0.6905,0.8833,14.0,0.0,0.0441,0.892
Z41461-김량장동,84,1,8223,역북 푸르지오,0.8,1.0,11.4167,0.01,0.2779,0.883
Z41461-김량장동,84,2,8222,우미 린 센트럴파크,0.75,1.0,20.25,0.0,0.1412,0.8893
Z41461-김량장동,84,3,8213,용인삼환나우빌아파트,0.4,0.1333,6.375,-0.0159,-0.1376,0.8939
Z41461-삼가동,84,1,8237,용인행정타운두산위브3단지,0.7333,1.0,8.5833,-0.0236,0.0504,0.9819
Z41461-삼가동,84,2,8233,우남퍼스트빌,0.6,1.0,9.0,0.0855,0.0115,0.9312
Z41461-삼가동,84,3,8235,용인행정타운두산위브2단지,0.4,0.9649,17.1667,-0.0289,0.0447,0.9172
Z41461-포곡읍,84,1,8240,용인인정프린스2차,0.5333,0.2545,2.0417,-0.0303,0.1052,0.9464
Z41461-포곡읍,84,2,8267,용인신원1차아파트,0.5333,0.9273,5.2917,0.0671,-0.1403,0.8977
Z41461-포곡읍,84,3,8268,금전마을리슈빌아파트,0.4667,1.0,7.0,-0.1141,-0.0112,0.8421
Z41461-고림동,84,1,8248,양우내안애에듀퍼스트,0.65,0.9,6.4583,0.0,0.2747,0.7058
Z41461-고림동,84,2,8255,금평마을영화,0.65,0.8333,4.875,0.1282,-0.0088,0.9514
Z41461-고림동,84,3,8250,보평마을 삼정그린뷰 아파트,0.55,0.3833,6.2917,0.1096,0.0065,0.9462
Z41461-마평동,84,1,8261,마평우성,0.6,1.0,4.2083,0.0,-0.0432,0.9475
Z41461-마평동,84,2,8258,푸른마을 용인 자이 아파트,0.5,1.0,8.75,-0.0977,0.1336,0.9273
Z41461-마평동,84,3,8262,마평라이프,0.4,1.0,2.8333,0.093,-0.1112,0.8592
Z41461-이동읍,84,1,8276,송전마을세광리치타워,0.8,0.9,9.2083,0.258,0.2473,0.827
Z41461-이동읍,84,2,8282,샘골마을신미주1단지,0.65,0.8333,12.8333,0.0,-0.0543,0.9174
Z41461-이동읍,84,3,8278,에이스카운티아파트,0.45,0.9,2.875,-0.0982,0.0642,0.6981
Z41461-남사읍,84,1,8286,e편한세상 용인한숲시티 5단지,0.95,1.0,28.25,0.0035,0.038,0.99
Z41461-남사읍,84,2,8284,e편한세상 용인한숲시티6단지,0.55,1.0,15.6667,0.0,-0.0123,0.9847
Z41461-남사읍,84,3,8288,이편한세상 용인한숲시티 3단지,0.55,0.5833,15.2083,-0.0109,0.0257,0.9869
Z41463-신갈동,84,1,8325,기흥역센트럴푸르지오,0.7752,0.95,52.7917,0.0297,0.253,0.7742
Z41463-신갈동,84,2,8304,기흥더샵프라임뷰,0.7567,0.05,15.3333,0.0454,0.0566,0.9121
Z41463-신갈동,84,3,8414,장미마을 삼성래미안2차,0.6966,0.0,16.2083,0.0109,0.0583,0.9198
Z41463-보라동,84,1,8356,한보라 더힐,0.8,1.0,12.25,0.0,0.021,0.9748
Z41463-보라동,84,2,8354,한보라 에듀포레,0.65,0.1897,7.625,0.0532,0.0542,0.947
Z41463-보라동,84,3,8349,용인보라해링턴플레이스아파트,0.6,0.9828,6.0,-0.0591,0.1477,0.9519
Z41463-공세동,84,1,8372,기흥써니밸리,0.7,0.8269,3.7083,-0.0483,0.0391,0.897
Z41463-공세동,84,2,8370,우림홀인원,0.6,0.5962,3.25,-0.0152,0.025,0.9458
Z41463-공세동,84,3,8365,불곡마을벽산블루밍,0.55,0.5577,3.625,0.1864,-0.0223,0.877
Z41463-영덕동,84,1,8389,용인기흥 효성해링턴플레이스아파트,0.7643,0.0667,30.875,0.0009,0.2038,0.9125
Z41463-영덕동,84,2,8406,광교호수아델리움,0.7464,0.0833,11.3333,0.0414,0.1219,0.9194
Z41463-영덕동,84,3,8405,흥덕마을7단지힐스테이트,0.7107,0.9667,15.2083,-0.0009,-0.0151,0.936
Z41465-죽전동,84,1,8532,e편한세상 수지아파트,0.8048,0.8333,38.625,0.0561,0.3226,0.836
Z41465-죽전동,84,2,8707,광교경남아너스빌,0.7799,0.25,21.7917,0.0494,0.1991,0.8577
Z41465-죽전동,84,3,8632,동천디이스트,0.7599,0.0,40.4167,-0.001,0.1235,0.9494
Z41463-동백동,84,1,8489,신동백서해그랑블2차,0.7952,0.1167,21.9583,-0.0007,0.0917,0.9735
Z41463-동백동,84,2,8487,신동백롯데캐슬에코1단지,0.7662,0.9333,29.375,-0.0169,0.0894,0.9627
Z41463-동백동,84,3,8455,용인동백두산위브더제니스,0.7045,0.7,15.2083,,0.283,0.7329
Z41463-상하동,84,1,8498,강남마을9단지한라비발디,0.6,1.0,16.0417,0.0,0.0106,0.9528
Z41463-상하동,84,2,8501,용인대우,0.6,1.0,5.0,0.006,-0.0925,0.9161
Z41463-상하동,84,3,8500,지석마을그대가크레던스,0.3,1.0,1.7917,-0.0223,0.08,0.8929
Z41465-성복동,84,1,8671,성복역 롯데캐슬 골드타운,0.7692,1.0,59.875,0.032,0.2643,0.8773
Z41465-성복동,84,2,8669,성복역 롯데캐슬 클라시엘 아파트,0.756,0.8,28.5833,0.0332,0.556,0.8453
Z41465-성복동,84,3,8670,성복역 롯데캐슬파크나인아파트,0.6143,0.8833,13.3333,-0.0609,0.4222,0.9001
Z41480-동패동,84,1,8879,해솔마을 7단지 롯데캐슬,0.8144,0.2833,16.7083,0.0097,0.0884,0.9702
Z41480-동패동,84,2,7034,일산에듀포레푸르지오,0.6922,0.0667,18.1667,-0.0378,0.1314,0.9692
Z41480-동패동,84,3,8856,산내마을9단지 힐스테이트운정 아파트,0.6867,1.0,11.2083,0.0119,0.3032,0.879
Z41480-문산읍,84,1,8900,파주한양수자인리버팰리스,0.7556,0.9167,19.2083,-0.0875,0.2501,0.8987
Z41480-문산읍,84,2,8904,자연앤꿈에그린6단지,0.7333,0.2,13.4167,0.0083,-0.0059,0.9278
Z41480-문산읍,84,3,8901,파주힐스테이트1차,0.6222,1.0,4.875,-0.0083,0.138,0.8217
Z41500-증포동,84,1,8979,이천증포 대원칸타빌아파트,0.6973,0.0333,6.375,-0.1342,0.2551,0.9237
Z41500-증포동,84,2,9002,수림1차,0.636,0.0,4.4167,0.0234,0.0974,0.8519
Z41500-증포동,84,3,8983,설봉 kcc스위첸 아파트,0.6261,0.45,5.1667,-0.206,0.237,0.8399
Z41500-부발읍,84,1,9051,이천신원아침도시,0.56,0.7167,2.5417,-0.0638,0.0235,0.9368
Z41500-부발읍,84,2,9020,청구,0.52,0.8833,1.5833,-0.0256,0.1241,0.8789
Z41500-부발읍,84,3,9053,사동6차현대,0.52,0.3833,2.6667,0.0014,-0.0153,0.9164
Z41550-당왕동,84,1,9088,안성신소현코아루,0.8182,0.9333,10.4167,0.0362,0.0668,0.9318
Z41550-당왕동,84,2,9081,안성 삼정그린코아더베스트 아파트,0.7273,1.0,23.2917,-0.0129,-0.1164,0.9322
Z41550-당왕동,84,3,9082,당왕대우1차,0.6182,0.0,3.5,0.0498,0.1335,0.8707
Z41550-공도읍,84,1,9103,공도우방아이유쉘,0.6857,0.6833,2.4167,0.0389,-0.018,0.9396
Z41550-공도읍,84,2,9096,안성공도우미린더퍼스트,0.5714,0.9833,4.25,-0.1291,0.232,0.8937
Z41550-공도읍,84,3,9113,금호어울림1단지,0.5714,0.3167,7.9583,-0.0747,-0.0016,0.934
Z28290-불로동,84,1,9250,김포한화유로메트로1단지,0.7835,0.7,17.375,-0.0153,0.2552,0.9418
Z28290-불로동,84,2,9251,김포한화유로메트로2단지,0.7319,0.05,14.7917,-0.03,0.2174,0.9433
Z28290-불로동,84,3,9235,풍무센트럴푸르지오,0.7148,1.0,42.3333,0.0035,0.482,0.7201
Z41570-걸포동,84,1,9152,한강메트로자이2단지 아파트,0.84,1.0,26.2083,0.0504,-0.1412,0.9598
Z41570-걸포동,84,2,9150,한강메트로자이 1단지,0.6,0.8333,7.8333,-0.0817,0.6241,0.956
Z41570-걸포동,84,3,9156,오스타파라곤1단지,0.52,0.0333,7.2083,0.0751,0.0796,0.9426
Z41570-장기동,84,1,9178,한강신도시롯데캐슬,0.775,0.85,18.125,0.0027,0.0937,0.9733
Z41570-장기동,84,2,9177,풍경마을 래미안 한강2차,0.725,0.5167,21.125,0.002,0.0722,0.9822
Z41570-장기동,84,3,9186,한강센트럴자이1단지,0.65,0.6667,47.375,-0.0206,0.0592,0.9754
Z41570-구래동,84,1,9268,호반베르디움 더 레이크 2차,0.7314,1.0,8.9583,0.045,0.1902,0.8947
Z41570-구래동,84,2,9266,호반베르디움 더 레이크 3차 아파트,0.6857,0.9167,7.75,-0.0008,0.094,0.97
Z41570-구래동,84,3,9255,e편한세상한강신도시2차,0.5771,0.6,6.9583,-0.0064,0.1478,0.9566
Z41570-통진읍,84,1,9290,e편한세상김포로얄하임아파트,0.8,1.0,6.7083,0.2695,-0.1195,0.9318
Z41570-통진읍,84,2,9285,김포마송1차 대방엘리움 센트럴파크아파트,0.5,1.0,6.25,,0.2764,0.7944
Z41570-통진읍,84,3,9283,백석마을신일해피트리,0.2,1.0,7.0833,-0.2695,-0.9064,0.6711
Z41570-고촌읍,84,1,9318,수기마을 힐스테이트 2단지,0.7694,0.9167,8.3333,0.0173,-0.0624,0.9382
Z41570-고촌읍,84,2,9306,고촌행정타운 한양수자인 아파트,0.7278,0.9167,2.5833,0.0598,0.1815,0.9178
Z41570-고촌읍,84,3,9303,캐슬앤파밀리에시티1단지,0.6889,0.2,30.75,-0.0607,0.1751,0.9522
Z41591-남양읍,84,1,9404,동광뷰엘아파트,0.725,0.5167,11.0,-0.0215,0.0137,0.9741
Z41591-남양읍,84,2,9406,남양1차 시티프라디움,0.7,0.5667,14.625,-0.042,0.0797,0.8876
Z41591-남양읍,84,3,9396,화성남양시티프라디움4차,0.625,0.0167,10.875,,0.2915,0.8819
Z41593-봉담읍,84,1,9475,봉담한신더휴에듀파크아파트,0.8528,0.95,11.3333,0.0528,0.1107,0.9639
Z41593-봉담읍,84,2,9476,봉담센트럴푸르지오,0.7216,0.9833,22.7917,-0.0117,0.14,0.8808
Z41593-봉담읍,84,3,9485,봉담그대가3단지,0.6766,0.0,18.1667,-0.0076,0.1233,0.9268
Z41597-반송동,84,1,9604,솔빛마을쌍용예가,0.7158,0.2,13.9167,0.0255,0.0889,0.9203
Z41597-반송동,84,2,9598,시범한빛마을한화꿈에그린,0.6526,0.95,16.5,-0.0251,0.137,0.8624
Z41597-반송동,84,3,9599,시범다은마을우남퍼스트빌,0.6526,0.0833,12.0,-0.0037,0.0151,0.9403
Z41595-안녕동,84,1,9570,병점역 동문굿모닝힐,0.7333,1.0,7.3333,0.0257,0.0335,0.9793
Z41595-안녕동,84,2,9573,병점역 성호 플레르빌,0.7333,1.0,9.7083,-0.023,0.1076,0.964
