life_zone,band,rank,complex_id,name,composite,top3_share,volume,crash_rel,lead,explain
Z41595-안녕동,84,3,9565,화성우미린센트포레1단지,0.25,0.6786,9.0833,,-0.2729,-0.5852
Z41597-영천동,84,1,9634,동탄역 시범반도유보라아이비파크1.0,0.7425,0.0333,23.0833,0.0288,0.0536,0.9479
Z41597-영천동,84,2,9641,동탄역 시범우남퍼스트빌,0.719,1.0,29.0417,0.0276,0.0904,0.9015
Z41597-영천동,84,3,9643,동탄역모아미래도아파트,0.7105,0.0,17.3333,0.0408,0.0688,0.9579
Z41597-여울동,84,1,9706,동탄 더샵 레이크에듀타운아파트,0.729,0.1167,54.1667,-0.0022,0.1491,0.9567
Z41597-여울동,84,2,9704,호수공원역 센트럴시티,0.6964,0.1667,31.1667,0.0029,0.0019,0.9501
Z41597-여울동,84,3,9723,동탄레이크자연앤푸르지오아파트,0.6736,0.1167,18.9583,0.0728,0.0179,0.9235
Z41610-탄벌동,84,1,9799,경남아너스빌1단지,0.76,1.0,7.2083,0.0239,-0.063,0.9511
Z41610-탄벌동,84,2,9788,회덕대주파크빌,0.6,0.0893,12.0417,0.0019,0.0385,0.9357
Z41610-탄벌동,84,3,9798,경남아너스빌2단지,0.52,0.75,2.5,-0.0019,0.0228,0.9439
Z41610-초월읍,84,1,9772,광주센트럴푸르지오,0.7,1.0,18.8333,-0.0735,0.2646,0.737
Z41610-초월읍,84,2,9869,쌍용더플래티넘광주,0.6,0.1667,7.2917,0.0631,0.1356,0.4869
Z41610-초월읍,84,3,9874,초월역 모아 미래도 파크힐스 아파트,0.6,0.1333,14.0833,-0.1619,0.1474,0.9245
Z41610-태전동,84,1,9829,광주역 자연앤자이 아파트,0.7083,0.6833,22.5417,,0.3158,0.3199
Z41610-태전동,84,2,9832,e편한세상 광주역 6단지아파트,0.6367,0.7,6.25,0.0049,0.188,0.7531
Z41610-태전동,84,3,9809,태전 효성해링턴플레이스 아파트,0.6267,0.0,11.7917,0.0409,0.0522,0.9649
Z41610-신현동,84,1,9840,e편한세상태재1단지아파트,0.92,1.0,14.125,0.0154,0.1241,0.9506
Z41610-신현동,84,2,9842,e편한세상 테라스오포 4단지,0.54,0.15,4.625,0.0,-0.0326,0.9563
Z41610-신현동,84,3,9847,오포2차 e-편한세상,0.51,0.85,3.5417,0.0007,-0.1003,0.9544
Z41610-문형동,84,1,9855,오포문형 양우내안애 아파트,0.5,1.0,7.9167,0.0,0.128,0.853
Z41610-문형동,84,2,9856,오포우림퓨전빌,0.5,1.0,12.7917,-0.0359,-0.0303,0.9521
Z41610-문형동,84,3,9857,신영프로방스,0.5,1.0,4.5417,0.2472,0.0665,0.8398
Z41610-양벌동,84,1,9861,이편한세상 광주 양벌 아파트,0.7,0.9333,7.0833,0.0,0.2035,0.9045
Z41610-양벌동,84,2,9863,양촌현대,0.6,0.85,4.75,0.0145,-0.0379,0.9263
Z41610-양벌동,84,3,9860,광주역우방아이유쉘아파트,0.55,0.9833,9.5417,-0.0195,0.1995,0.5313
Z41630-삼숭동,84,1,9910,옥정역 로제비앙 메트로파크 1단지,0.7188,0.75,12.6667,,0.6371,0.56
Z41630-삼숭동,84,2,9915,양주자이3단지,0.6158,0.0,16.1667,-0.0268,0.0269,0.9765
Z41630-삼숭동,84,3,9926,산내들마을한양수자인1블럭아파트,0.6108,0.8667,2.3333,0.0743,0.0928,0.8712
Z41630-덕정동,84,1,9933,양주서희스타힐스2단지,0.7333,1.0,5.375,-0.0267,-0.0896,0.9658
Z41630-덕정동,84,2,9931,덕정일성트루엘,0.6,1.0,3.375,0.0267,0.2101,0.901
Z41630-덕정동,84,3,9932,양주서희스타힐스1단지,0.6,0.9464,3.5,0.2346,0.2153,0.6332
Z41630-옥정동,84,1,9960,양주옥정신도시1차대방노블랜드더시그니처,0.6889,0.8333,15.5,0.1867,0.6438,0.8259
Z41630-옥정동,84,2,9971,e편한세상 옥정어반센트럴,0.6667,0.95,8.9583,0.0035,-0.0493,0.9827
Z41630-옥정동,84,3,9970,e편한세상 옥정 에듀써밋,0.6444,0.8833,14.75,-0.0036,0.2156,0.9549
Z41630-덕계동,84,1,10006,양주푸르지오,0.72,0.95,9.1667,-0.0626,0.1438,0.9224
Z41630-덕계동,84,2,9997,현진에버빌2단지,0.56,0.7333,7.5417,-0.0339,-0.0419,0.9762
Z41630-덕계동,84,3,9998,양주현진에버빌1단지,0.52,0.9333,5.3333,-0.0169,-0.1358,0.9231
Z41630-백석읍,84,1,10026,서광아침의빛아파트,0.8,1.0,4.25,0.0,0.1098,0.887
Z41630-백석읍,84,2,10019,동화3차옥시죤아파트,0.5,1.0,2.9583,-0.0602,-0.0185,0.9099
Z41630-백석읍,84,3,10013,대교산과내,0.2,1.0,2.7083,0.0414,-0.1371,0.8169
Z41650-신읍동,84,1,10044,유한,0.6,0.9138,3.9167,0.0526,-0.0592,0.8701
Z41650-신읍동,84,2,10047,포천한신아파트,0.6,0.9138,2.5,0.0062,-0.0209,0.9031
Z41650-신읍동,84,3,10052,포천극동2차스타클래스,0.5333,1.0,3.6667,-0.0307,0.0795,0.6293
Z41650-소흘읍,84,1,10065,전원우정,0.6,1.0,5.6667,-0.1465,0.065,0.968
Z41650-소흘읍,84,2,10070,대방노블랜드1차,0.5,1.0,1.375,0.0,-0.0544,0.9752
Z41650-소흘읍,84,3,10057,포천송우서희스타힐스,0.4,1.0,2.375,0.0716,0.0473,0.8728
Z41650-군내면,84,1,10074,포천아이파크아파트,0.6,1.0,2.5417,0.0,0.4489,0.6161
Z41650-군내면,84,2,10072,포천금호어울림센트럴,0.5,1.0,11.0,,0.8675,0.248
Z41650-군내면,84,3,10073,포천 아이파크2차,0.375,1.0,2.25,,-0.2275,0.864
Z41670-홍문동,84,1,10099,두풍리치빌,0.8,1.0,6.4167,0.0131,-0.1741,0.8902
Z41670-홍문동,84,2,10085,홍문현대,0.6,1.0,4.4167,-0.0131,0.1619,0.857
Z41670-홍문동,84,3,10087,상우1차,0.3333,0.0333,3.0,-0.1277,0.2633,0.8138
Z41670-교동,84,1,10093,여주역 금호어울림 베르티스,0.8125,0.7333,17.0,,0.2415,0.9245
Z41670-교동,84,2,10094,여주역 푸르지오클라테르 아파트,0.75,0.85,8.375,0.165,0.4199,0.6676
Z41670-교동,84,3,10097,예일세띠앙,0.5,0.95,6.0833,-0.0417,0.1585,0.9085
Z41670-오학동,84,1,10115,이안여주강변,0.6667,0.5833,9.4583,0.0091,0.0767,0.9629
Z41670-오학동,84,2,10114,여주 아이파크,0.6,1.0,13.4583,0.0724,-0.0684,0.8104
Z41670-오학동,84,3,10116,e편한세상여주,0.5333,0.95,8.5,-0.0091,0.1247,0.9182
Z28177-주안동,59,1,490,더샵부평센트럴시티,0.7155,0.7667,16.0417,,0.689,-0.0326
Z28177-주안동,59,2,318,구월힐스테이트3단지아파트,0.6816,0.25,14.8333,-0.0335,0.2184,0.8733
Z28177-주안동,59,3,92,주안역센트레빌아파트,0.6635,0.25,24.6667,-0.0899,-0.0048,0.922
Z28185-동춘동,59,1,170,연수2차우성아파트,0.7717,0.2,22.9167,0.0353,0.2908,0.8784
Z28185-동춘동,59,2,205,동춘마을아파트,0.6933,0.0333,11.8333,-0.0066,0.2044,0.9208
Z28185-동춘동,59,3,192,서해그랑블 포레스트 아파트,0.6783,0.85,8.0,-0.0354,0.22,0.92
Z28185-송도동,59,1,246,송도더샵센트럴시티아파트,0.6833,0.65,62.5,0.0129,0.125,0.9695
Z28185-송도동,59,2,244,송도더샵파크애비뉴아파트,0.5625,0.7667,8.5833,,0.2281,0.8635
Z28185-송도동,59,3,252,송도에듀포레 푸르지오아파트,0.5167,0.05,12.0,-0.0129,0.1093,0.9797
Z28200-만수동,59,1,358,하우스토리 만수,0.76,0.8833,22.5417,0.0,0.3632,0.8387
Z28200-만수동,59,2,384,만수주공2단지아파트,0.7,0.2333,8.875,-0.0011,0.234,0.8829
Z28200-만수동,59,3,361,포레시안 아파트,0.68,1.0,16.375,-0.0498,-0.0229,0.9049
Z28200-논현동,59,1,458,논현센트럴뷰,0.7036,1.0,28.7917,-0.0374,0.3365,0.8568
Z28200-논현동,59,2,7813,월곶2차풍림아이원,0.625,0.7833,12.875,-0.1197,0.1726,0.9151
Z28200-논현동,59,3,443,논현주공1단지,0.6071,0.0,21.5417,-0.0341,0.0742,0.9466
Z28237-부평동,59,1,598,부평코오롱하늘채아파트,0.6824,0.6333,7.9167,0.0579,0.6349,0.5003
Z28237-부평동,59,2,611,부개 주공1단지 아파트,0.6802,0.0,18.9167,-0.0805,0.1655,0.9513
Z28237-부평동,59,3,607,부개주공3단지아파트,0.6582,0.0,36.9167,-0.1026,0.1832,0.9399
Z28237-산곡동,59,1,945,"가좌두산위브트레지움1,2단지아파트",0.8362,0.05,23.4583,0.0287,0.1759,0.8845
Z28237-산곡동,59,2,543,청천푸르지오아파트,0.7419,0.0167,15.125,-0.0694,0.1981,0.8973
Z28237-산곡동,59,3,503,쌍용더플래티넘부평아파트,0.721,0.4167,7.1667,0.0691,0.1571,0.723
Z28245-작전동,59,1,731,학마을영남아파트,0.7374,0.0833,17.9167,-0.062,0.2005,0.9052
Z28245-작전동,59,2,628,e편한세상 계양 더프리미어아파트,0.7246,0.8333,24.625,-0.0136,0.1347,0.7986
Z28245-작전동,59,3,669,태산 아파트,0.7026,0.0,11.625,0.011,0.0672,0.9298
Z28125-송림동,59,1,786,송림 풍림아이원아파트,0.7889,0.7667,11.5,0.0,0.1511,0.9505
Z28125-송림동,59,2,788,동산휴먼시아2단지,0.7139,1.0,7.9583,-0.0471,0.1935,0.9429
Z28125-송림동,59,3,790,송림휴먼시아1단지,0.6528,0.2833,12.0417,-0.0167,0.0861,0.8899
Z28177-학익동,59,1,137,옥련현대2차,0.7162,0.0,11.1667,-0.076,0.1927,0.9153
Z28177-학익동,59,2,138,옥련1차현대,0.7021,0.0,4.1667,0.0408,0.0977,0.939
Z28177-학익동,59,3,14,인천에스케이스카이뷰,0.6756,1.0,25.0,-0.0686,0.5834,0.5877
Z28155-중산동,59,1,831,영종신명스카이뷰주얼리,0.6,1.0,31.5833,0.0027,0.0729,0.9368
Z28155-중산동,59,2,827,하늘도시우미린1단지,0.5,1.0,43.0,-0.0436,-0.0048,0.9831
Z28155-중산동,59,3,828,영종한양수자인아파트,0.4,1.0,39.75,0.0,-0.1154,0.9566
Z28155-운서동,59,1,865,영종주공스카이빌10단지,0.8,1.0,14.2083,0.0036,0.1154,0.6053
Z28155-운서동,59,2,858,영종주공 스카이빌7단지,0.4,1.0,6.875,0.0,-0.2424,0.8401
Z28155-운서동,59,3,859,영종주공스카이빌12단지,0.3,1.0,2.875,-0.1053,0.1424,0.4475
Z28275-검암동,59,1,881,북청라하우스토리,0.7778,0.8833,11.3333,-0.0272,0.2685,0.8839
Z28275-검암동,59,2,884,태평샹베르1차아파트,0.6889,0.45,3.375,0.0228,0.0962,0.8808
Z28275-검암동,59,3,885,가이아샹베르2차아파트,0.6889,0.5667,2.9583,0.061,0.1211,0.8271
Z28275-가정동,59,1,929,루원e편한세상하늘채,0.8333,1.0,14.8333,-0.0537,0.1506,0.8799
Z28275-가정동,59,2,927,루원시티센트럴타운아파트,0.5667,0.9833,5.75,-0.0891,0.3576,0.827
Z28275-가정동,59,3,913,루원더퍼스트아파트,0.5,1.0,6.75,-0.069,0.1472,0.698
Z28290-마전동,59,1,1014,검단2차 우방아이유쉘아파트,0.7176,1.0,9.4167,-0.0716,0.2912,0.874
Z28290-마전동,59,2,1024,당하3차풍림아이원,0.7176,0.2833,5.0,-0.0582,0.189,0.9291
Z28290-마전동,59,3,1026,마전동아,0.7059,0.0167,12.9167,-0.0452,0.0595,0.9272
Z28290-당하동,59,1,1079,우미린 더 헤리티지,0.7,0.75,16.5417,,0.4953,0.7263
Z28290-당하동,59,2,1077,검단신도시 모아엘가 그랑데 아파트,0.55,0.6667,18.4583,,-0.1036,0.7943
Z28290-당하동,59,3,1062,당하1차 풍림아이원 아파트,0.48,0.3333,1.4167,0.0013,-0.05,0.8805
Z11440-창전동,59,1,2526,돈의문센트레빌,0.75,0.4211,5.2083,0.0134,0.1359,0.9135
Z11440-창전동,59,2,2684,마포 아이파크 포레 아파트,0.725,0.9649,12.7083,0.0004,0.3448,0.8071
Z11440-창전동,59,3,2565,신촌럭키,0.525,0.0175,10.5417,-0.0177,-0.0173,0.8692
Z11140-황학동,59,1,1828,삼선힐스테이트,0.6733,0.1724,6.25,-0.0269,0.0597,0.9275
Z11140-황학동,59,2,1827,삼선푸르지오아파트,0.5833,0.1724,8.3333,,0.1681,0.7958
Z11140-황학동,59,3,1154,종로센트레빌,0.4933,0.8276,5.2917,0.021,-0.1405,0.824
Z11440-공덕동,59,1,2623,마포래미안푸르지오,0.8496,0.3833,35.2083,0.0132,0.1495,0.92
Z11440-공덕동,59,2,2674,마포프레스티지자이아파트,0.7407,0.7167,18.4583,0.1413,-0.0552,0.8848
Z11440-공덕동,59,3,2667,마포그랑자이아파트,0.733,0.6,12.5417,0.1128,0.2252,0.7711
Z11590-상도동,59,1,3543,신동아리버파크,0.755,0.0333,13.0417,0.0402,0.0437,0.9322
Z11590-상도동,59,2,3588,아크로 리버하임,0.7345,0.8333,5.5833,0.0534,0.2769,0.7707
Z11590-상도동,59,3,3589,흑석롯데캐슬에듀포레,0.7064,0.9167,5.75,-0.0444,0.2019,0.8864
Z11170-이촌동,59,1,1282,한가람아파트,0.65,1.0,16.375,-0.0495,0.064,0.8278
Z11170-이촌동,59,2,1284,북한강성원아파트,0.65,0.7547,5.375,0.0,0.1014,0.8157
Z11170-이촌동,59,3,1281,이촌강촌아파트,0.55,0.717,7.625,0.0016,0.0653,0.7729
Z11200-행당동,59,1,1367,신금호파크자이아파트,0.8277,0.0333,18.1667,0.0323,0.1992,0.9237
Z11200-행당동,59,2,1309,센트라스,0.6763,0.1167,25.25,-0.0105,0.0272,0.9055
Z11200-행당동,59,3,1383,서울숲푸르지오,0.6682,0.0667,10.7083,0.049,0.0936,0.8279
Z11200-성수동2가,59,1,1432,성수우방2차,0.6,1.0,3.6667,-0.0377,0.0053,0.9277
Z11200-성수동2가,59,2,1421,성수1차대우아파트,0.5,1.0,2.0417,0.0377,0.1317,0.8519
Z11200-성수동2가,59,3,1423,성수금호타운2차아파트,0.375,1.0,1.875,,0.0443,0.9186
Z11260-면목동,59,1,1533,군자일성파크,0.7683,0.0667,6.5417,0.0721,0.0581,0.8912
Z11260-면목동,59,2,1434,송정건영,0.7524,0.1,5.1667,0.1031,0.0242,0.8764
Z11260-면목동,59,3,1675,면목 라온 프라이빗 아파트,0.6825,0.5333,4.4583,-0.0247,0.3239,0.8405
Z11215-자양동,59,1,1478,광장청구,0.8142,0.0167,10.4167,0.0164,0.0861,0.957
Z11215-자양동,59,2,1455,구의현대프라임,0.8134,0.0833,19.1667,0.0,0.0743,0.952
Z11215-자양동,59,3,4229,잠실올림픽공원아이파크,0.7261,0.7833,6.5417,0.0,0.1184,0.8963
Z11230-답십리동,59,1,1587,래미안위브,0.7748,0.2167,21.9167,0.0009,0.071,0.921
Z11230-답십리동,59,2,1563,래미안크레시티,0.7613,0.7833,22.4167,-0.0258,0.1082,0.9113
Z11230-답십리동,59,3,1579,힐스테이트청계,0.7226,0.6167,11.25,-0.0387,0.093,0.9329
Z11350-공릉동,59,1,2171,태릉해링턴플레이스,0.7835,0.9333,15.7917,0.0215,-0.0637,0.9561
Z11350-공릉동,59,2,2221,하계학여울청구,0.7579,0.0,9.75,0.0,0.0221,0.9531
Z11350-공릉동,59,3,2195,공릉동신,0.7446,0.0,5.9583,0.0693,0.0107,0.935
Z11290-정릉동,59,1,1933,꿈의숲아이파크아파트,0.8606,0.7167,18.5417,,0.232,0.8931
Z11290-정릉동,59,2,1963,SK북한산시티아파트,0.7465,0.0,46.4583,0.0037,0.0276,0.9541
Z11290-정릉동,59,3,1922,꿈의숲푸르지오,0.7391,0.0,16.6667,0.0045,0.0978,0.9619
Z11305-번동,59,1,2001,래미안수유,0.7333,1.0,5.0,0.0551,0.1359,0.7306
Z11305-번동,59,2,1993,해모로,0.6,0.814,3.4583,0.0756,0.007,0.9349
Z11305-번동,59,3,1988,번동솔그린,0.4667,0.4419,4.25,-0.0551,-0.0105,0.9566
Z11350-상계동,59,1,2304,상계은빛1단지,0.7784,0.0,13.8333,0.0403,0.0387,0.9551
Z11350-상계동,59,2,2238,노원 센트럴푸르지오,0.7436,0.9167,13.125,-0.0186,0.321,0.8736
Z11350-상계동,59,3,2303,상계은빛2단지,0.7265,0.0,12.875,0.0053,0.002,0.9625
Z11410-홍제동,59,1,2362,DMC롯데캐슬더퍼스트,0.8028,0.0833,13.5,0.0416,0.0473,0.9113
Z11410-홍제동,59,2,2423,녹번역e편한세상캐슬,0.7755,0.0833,39.9583,-0.0488,0.3245,0.9114
Z11410-홍제동,59,3,2425,백련산 에스케이뷰 아이파크,0.758,0.0167,19.75,0.0616,-0.1149,0.9448
Z11380-불광동,59,1,2390,불광롯데캐슬,0.7959,0.9833,8.2917,0.0485,0.1964,0.8446
Z11380-불광동,59,2,2454,신사씨티,0.6472,0.0,5.875,0.037,0.049,0.8897
Z11380-불광동,59,3,2388,북한산힐스테이트3차아파트,0.6441,0.45,17.0417,-0.0526,0.002,0.8991
Z11440-상암동,59,1,2723,망원휴먼빌아파트,0.66,0.3167,4.2917,0.2266,-0.0419,0.784
Z11440-상암동,59,2,6824,DMC 중흥S-클래스 더센트럴 아파트,0.6467,0.1,27.875,-0.0611,0.0447,0.8541
Z11440-상암동,59,3,2746,상암월드컵파크2단지,0.6422,0.85,17.4167,-0.1137,0.0324,0.7865
Z11380-진관동,59,1,2480,은평뉴타운 한화꿈에그린,0.8,1.0,5.2083,0.0299,0.1364,0.9183
Z11380-진관동,59,2,2474,은평뉴타운엘크루,0.4,1.0,4.6667,-0.0481,-0.045,0.9578
Z11380-진관동,59,3,2518,은평뉴타운기자촌11단지,0.3,1.0,2.8333,0.0,-0.1052,0.827
Z11560-당산동4가,59,1,2663,토정한강삼성,0.675,0.8136,7.0833,0.0548,-0.0034,0.8742
Z11560-당산동4가,59,2,3415,당산현대5차,0.6,0.1356,12.4167,-0.0428,0.1652,0.9172
Z11560-당산동4가,59,3,2692,래미안 웰스트림,0.575,0.8983,4.2917,0.0483,0.1591,0.7348
Z11470-신정동,59,1,2767,신트리1단지,0.7667,0.1207,10.6667,0.0282,0.0718,0.9144
Z11470-신정동,59,2,3445,e편한세상 문래 에듀플라츠,0.75,0.6724,7.2917,,0.1118,0.8123
Z11470-신정동,59,3,2764,목동힐스테이트,0.6778,0.8793,8.625,0.0025,0.7526,0.6272
Z11470-목동,59,1,3006,강서힐스테이트아파트,0.7644,0.3,16.0833,-0.0313,0.2288,0.8904
Z11470-목동,59,2,3002,우장산아이파크이편한세상,0.7491,0.2667,17.0833,-0.0235,0.1017,0.8872
Z11470-목동,59,3,3072,우장산힐스테이트,0.7111,0.5333,16.7917,0.0141,-0.0438,0.8558
Z11470-신월동,59,1,2908,신월시영아파트,0.7333,0.9661,19.625,0.0,0.0892,0.7759
Z11470-신월동,59,2,2882,목동 센트럴 아이파크위브 아파트,0.6667,1.0,37.9167,-0.1041,0.1312,0.6627
Z11470-신월동,59,3,2890,신월2차보람쉬움,0.625,0.2203,2.7083,,-0.0425,0.8147
Z11500-마곡동,59,1,3042,마곡13단지 힐스테이트마스터 아파트,0.7833,0.9464,12.0,-0.0426,0.1299,0.9365
Z11500-마곡동,59,2,3047,마곡힐스테이트,0.625,0.5536,2.7083,,0.341,0.7262
Z11500-마곡동,59,3,3060,마곡엠밸리15단지,0.5,0.4286,1.9583,0.1628,0.0828,0.7329
Z11500-방화동,59,1,3090,마곡 한진해모로,0.7143,0.1667,4.6667,,0.0451,0.8848
Z11500-방화동,59,2,3087,마곡삼성,0.6,0.5208,2.75,0.1487,-0.0044,0.847
Z11500-방화동,59,3,3106,마곡중앙하이츠아파트,0.5371,0.0833,18.0,-0.0081,-0.0166,0.8738
Z11530-구로동,59,1,6051,광명푸르지오센트베르아파트,0.8906,0.5833,36.875,,0.115,0.8904
Z11530-구로동,59,2,6052,광명아크포레자이위브아파트,0.8208,0.2,38.9583,0.0114,0.3577,0.8413
Z11530-구로동,59,3,3232,개봉한마을,0.8008,0.0833,29.0,0.0023,0.0723,0.9215
Z11530-항동,59,1,3297,항동하버라인3단지,0.6429,0.6667,9.5417,0.0,0.3179,0.8442
Z11530-항동,59,2,3275,온수힐스테이트,0.6286,0.4333,8.6667,0.0789,0.091,0.846
Z11530-항동,59,3,3294,항동하버라인2단지,0.5952,0.7833,5.2083,0.0681,0.0362,0.8973
Z41210-소하동,59,1,6075,철산래미안자이,0.7251,0.2333,15.4167,0.0168,0.1735,0.8365
Z41210-소하동,59,2,3316,금천롯데캐슬골드파크1차아파트,0.7012,0.6667,5.9583,0.0248,0.1782,0.8466
Z41210-소하동,59,3,6107,소하휴먼시아5단지,0.6973,0.0,9.25,0.0312,0.2337,0.8519
Z11560-신길동,59,1,3489,신길센트럴아이파크,0.7244,0.05,8.0833,-0.032,0.1861,0.9307
Z11560-신길동,59,2,3364,아크로타워스퀘어,0.7063,0.8667,9.9167,0.0415,0.1131,0.6914
Z11560-신길동,59,3,3491,래미안에스티움,0.7011,0.3167,17.5417,-0.0372,0.2756,0.8007
Z11620-봉천동,59,1,3611,사당롯데캐슬골든포레,0.7977,0.2167,19.75,0.0818,0.0092,0.9476
Z11620-봉천동,59,2,3632,사당우성2단지,0.7083,0.5167,6.0,0.0,0.1301,0.8268
Z11620-봉천동,59,3,3629,사당신동아4단지,0.7061,0.0333,10.0417,-0.0056,0.2703,0.8419
Z11620-신림동,59,1,3727,힐스테이트뉴포레,0.725,0.7193,21.75,,0.4645,0.4164
Z11620-신림동,59,2,3739,신림현대,0.675,0.4737,7.0,,0.0683,0.8859
Z11620-신림동,59,3,3737,삼성산주공3단지,0.6457,0.0351,7.9167,-0.0075,0.0471,0.9262
Z11650-서초동,59,1,3778,방배아트자이,0.7167,0.2167,4.0,0.0705,0.3092,0.7673
Z11650-서초동,59,2,3911,서초그랑자이,0.7083,0.6833,4.5,,0.5022,0.7184
Z11650-서초동,59,3,3922,서초푸르지오써밋,0.6633,0.7667,2.4583,0.0491,0.4566,0.5278
Z11650-잠원동,59,1,3888,래미안퍼스티지,0.6967,0.9655,5.5,0.0549,0.064,0.8517
Z11650-잠원동,59,2,3873,래미안원베일리,0.6875,0.6897,5.9583,,0.4877,0.7195
Z11650-잠원동,59,3,3886,반포리체,0.6833,0.069,7.5417,0.0,0.0532,0.9434
Z11680-역삼동,59,1,4207,잠실엘스아파트,0.8189,0.0,21.9167,0.0291,0.2151,0.9004
Z11680-역삼동,59,2,4204,잠실레이크팰리스,0.7336,0.0,9.4583,0.0027,0.0991,0.9491
Z11680-역삼동,59,3,4082,대치아이파크,0.6923,0.7333,2.4167,0.0616,0.1355,0.8606
Z11680-수서동,59,1,4168,강남데시앙포레,0.8,1.0,5.125,0.0081,0.0654,0.9088
Z11680-수서동,59,2,4258,잠실한솔,0.4,1.0,2.5,-0.0613,0.0475,0.7844
Z11680-수서동,59,3,4163,수서삼성,0.3,1.0,1.4583,0.0,-0.085,0.934
Z11710-가락동,59,1,4278,가락래미안파크팰리스,0.7462,0.7833,6.4167,0.0622,0.1115,0.8671
Z11710-가락동,59,2,4277,가락쌍용1차,0.7416,0.15,32.0833,-0.0562,0.0635,0.9577
Z11710-가락동,59,3,4273,가락금호,0.7222,0.1,13.7083,0.0002,-0.0279,0.968
Z11740-길동,59,1,4396,고덕 그라시움 아파트,0.837,0.9833,48.6667,0.0572,0.1787,0.8907
Z11740-길동,59,2,4397,래미안힐스테이트 고덕,0.7859,0.85,23.625,0.015,0.1973,0.9013
Z11740-길동,59,3,4409,고덕 아르테온 아파트,0.7681,0.8333,29.4167,0.0233,0.1922,0.837
Z11740-천호동,59,1,4498,천호삼성아파트,0.7429,0.6182,5.9167,0.106,0.0351,0.8919
Z11740-천호동,59,2,4487,래미안강동팰리스,0.6667,0.9455,11.2917,-0.0074,0.5337,0.7393
Z11740-천호동,59,3,4503,천호동아하이빌,0.6238,0.1455,5.25,0.0858,-0.1268,0.9206
Z11740-강일동,59,1,8151,미사강변골든센트로,0.8709,0.6,25.0,0.0406,0.0708,0.9502
Z11740-강일동,59,2,8148,미사강변 루나리움,0.6691,0.15,10.4167,0.0302,0.012,0.9609
Z11740-강일동,59,3,8149,미사강변 트래지안,0.6055,0.0,28.25,-0.021,0.0535,0.9802
Z41111-정자동,59,1,4792,화서주공4단지,0.7676,0.8,28.5417,0.0215,0.1919,0.8676
Z41111-정자동,59,2,4593,화서역푸르지오더에듀포레,0.7346,0.3167,25.4583,0.023,0.2432,0.8035
Z41111-정자동,59,3,4544,수원SK스카이뷰,0.7307,1.0,26.0,0.0636,0.1487,0.7402
Z41113-세류동,59,1,4633,세류한주,0.6,1.0,2.1667,0.1517,-0.1377,0.7939
Z41113-세류동,59,2,4631,세류삼익,0.5,1.0,1.8333,0.0,0.0939,0.8754
Z41113-세류동,59,3,4624,수원역센트럴타운아파트,0.4,1.0,11.625,-0.0729,0.2043,0.5905
Z41113-금곡동,59,1,4704,호매실스위첸,0.7924,0.7667,39.8333,0.0397,0.3476,0.8002
Z41113-금곡동,59,2,4701,호매실GS,0.74,0.0,22.5417,0.0,0.1272,0.9304
Z41113-금곡동,59,3,4694,호매실 스타힐스,0.6829,0.1167,25.6667,-0.0074,0.3448,0.7982
Z41113-권선동,59,1,4874,광교호반베르디움,0.7588,1.0,41.875,0.0397,0.3372,0.5444
Z41113-권선동,59,2,4933,영통센트럴파크뷰,0.7528,0.0,39.25,0.0049,0.0976,0.9443
Z41113-권선동,59,3,4708,수원하늘채더퍼스트2단지,0.7149,0.0167,19.6667,0.1815,0.347,0.291
Z41113-당수동,59,1,4755,서수원레이크푸르지오2단지,0.8,1.0,4.5,0.0202,-0.011,0.9564
Z41113-당수동,59,2,4756,서수원레이크푸르지오1단지,0.4667,0.7872,2.2917,-0.0202,-0.0132,0.9468
Z41113-당수동,59,3,4763,당수한라비발디2단지,0.4,0.5745,4.75,0.0583,-0.0185,0.9198
Z41117-망포동,59,1,4952,영통아이파크캐슬1단지,0.8308,0.9833,22.9167,0.065,0.2497,0.8681
Z41117-망포동,59,2,9546,이편한세상 반월나노시티역,0.6218,0.0,14.1667,-0.0114,0.0873,0.9478
Z41117-망포동,59,3,4967,센트럴하이츠,0.5987,0.0667,4.875,0.0532,0.0347,0.8993
Z41131-신흥동,59,1,5048,e편한세상금빛그랑메종1단지아파트,0.7857,0.0667,19.5417,,0.0448,0.9867
Z41131-신흥동,59,2,5088,신흥역하늘채랜더스원 1단지아파트,0.7857,0.6167,9.8333,,0.1174,0.9477
Z41131-신흥동,59,3,4985,산성역 포레스티아 아파트,0.7077,0.9333,20.5,0.0027,0.3871,0.814
Z41135-야탑동,59,1,5225,봇들마을3단지아파트,0.9179,0.9667,19.6667,0.04,0.0701,0.9646
Z41135-야탑동,59,2,5228,봇들마을4단지,0.7476,0.8333,7.1667,-0.0292,0.1229,0.8869
Z41135-야탑동,59,3,5172,이매촌청구,0.6905,0.2333,4.5417,0.094,0.0236,0.8727
Z41135-정자동,59,1,5270,까치마을4단지롯데선경,0.68,0.1356,9.0833,0.0079,0.0072,0.9685
Z41135-정자동,59,2,5252,금곡청솔마을한라,0.68,1.0,11.5,-0.0049,0.1439,0.946
Z41135-정자동,59,3,5269,까치마을2단지주공아파트,0.56,0.9831,13.4167,-0.0179,-0.0711,0.959
Z41150-호원동,59,1,5389,호원신도6차,0.6863,0.0,5.1667,0.0318,0.0422,0.9532
