no,gu,biz_type,project,jibun,stage_now,slug,cafe_id,bsns_pk,안전진단,안전진단_approx,정비구역지정,정비구역지정_approx,추진위,추진위_approx,조합설립,조합설립_approx,사업시행인가,사업시행인가_approx,관리처분,관리처분_approx,착공,착공_approx,준공,준공_approx
432,성북구,소규모재건축,정릉스카이연립 소규모재건축정비사업,정릉동 670-24,조합설립인가,jeongneungsky,290900001087z09,11290-900001087,,,,,,,,20230209,,,,,,,,
431,성북구,재개발(주택정비형),정릉2구역(가칭) 주택정비형 재개발사업,정릉동 710-81,정비계획 수립,jeongneug2,290900001514V20,11290-900001514,,,,,,,,,,,,,,,,
430,성북구,재개발(주택정비형),정릉골구역 주택재개발정비사업조합,정릉동 757,관리처분인가,VKEmLr86,290900000106y14,11290-900000106,,,,,,20140624,,20170602,,20211229,,20240122,,,,
429,성북구,재개발(주택정비형),정릉제3구역주택재개발정비사업 조합설립추진위원회,정릉동 894,추진위원회승인,uaVh26mK,,,,,,,,,,,,,,,,,,
428,성북구,소규모재건축,이화연립소규모재건축정비사업,정릉동 895,조합설립인가,ihwaapt,290900000894W81,11290-900000894,,,,,,,,20210721,,,,,,,,
427,성북구,재개발(주택정비형),종암8구역 주택정비형 재개발사업,종암동 3-10,추진위원회승인,jongam8,290900001209C21,11290-900001209,,,,,,,,,,,,,,,,
426,성북구,가로주택정비,종암동 3-745일대 가로주택정비사업조합,종암동 3-745,조합설립인가,jong3745,290900001179R45,11290-900001179,,,,,,,,20220511,,,,,,,,
425,성북구,가로주택정비,종암동 개운산마을 가로주택정비사업조합,종암동 81-188,착공,jongam81,290900000803k17,11290-900000803,,,,,,,,20210415,,20231025,,,20251014,,,
424,성북구,재개발(주택정비형),종암제6구역주택재개발정비사업조합,종암동 95-2,조합해산,dfvX7I3G,,,,,,,,,,,,,,,,,,
423,성북구,가로주택정비,종암동 112번지 일대 가로주택정비사업,종암동 112-1,조합설립인가,jongam-112,290900000898S34,11290-900000898,,,,,,,,20220110,,,,,,,,
422,성북구,가로주택정비,종암동 125-1번지 일대 LH참여형 가로주택정비사업 조합,종암동 125-1,조합설립인가,sumdoli1251,290900001405i75,11290-900001405,,,,,,,,20221108,,,,,,,,
421,성북구,재개발(주택정비형),종암9구역 주택정비형 재개발사업,종암동 125-35,추진위원회승인,jongam9,290900001258N06,11290-900001258,,,,,,20251128,,,,,,,,,,
420,성북구,가로주택정비,하월곡2구역 가로주택정비사업조합,하월곡동 40-107,조합설립인가,wolgok2won,290900000957Y40,11290-900000957,,,,,,,,20220720,,,,,,,,
419,성북구,재개발(주택정비형),하월곡1구역 주택정비형 재개발사업,하월곡동 70-1,추진위원회승인,hawolgok1,290900001296Q13,11290-900001296,,,,,,20251117,,,,,,,,,,
418,성북구,소규모재건축,동신아파트소규모재건축정비사업,하월곡동 70-4,분양,DongSin,290900000897C26,11290-900000897,,,,,,,,20211230,,20250417,,,,,,
417,성북구,재개발(도시정비형),신월곡1구역 도시환경정비사업조합,하월곡동 88-142,관리처분인가,Gcn7LOan,290100017001Z78,11290-100017001,,,,,,20060406,,20090831,,20200820,,20221129,,,,
416,송파구,가로주택정비,가락현대6차아파트 가로주택정비사업,가락동 55,조합설립인가,grhd6ch,710900000988a92,11710-900000988,,,,,,,,20221205,,,,,,,,
415,송파구,재건축,가락우성1차아파트 재건축정비사업 조합,가락동 96-1,조합설립인가,woosung01,710900001123W53,11710-900001123,,,,,,20241224,,20260312,,,,,,,,
414,송파구,재건축,가락미륭아파트 재건축정비사업조합,가락동 138,관리처분인가,garakmirung,710900000740E38,11710-900000740,,,,,,20200807,,20210414,,20240627,,20251201,,,,
413,송파구,리모델링,가락쌍용1차아파트 리모델링주택조합,가락동 140,안전진단(1차),grss1rm,710900000959v52,11710-900000959,,,,,,,,,,,,,,,,
412,송파구,소규모재건축,가락현대5차아파트 소규모재건축정비사업조합,가락동 161-3,준공인가,grh5apt,710900000753G83,11710-900000753,,,,,,,,20200428,,20220118,,,20230120,,20260508,
411,송파구,재건축,삼환가락아파트 재건축정비사업 조합,가락동 176,관리처분인가,samhwan,710900000690B01,11710-900000690,,,,,,20180523,,20190429,,20240228,,20260203,,,,
410,송파구,재건축,가락극동아파트 재건축사업 조합,가락동 192,사업시행인가,garakgd,710900000691T50,11710-900000691,,,,,,20180703,,20200626,,20260716,,,,,,
409,송파구,재건축,가락프라자아파트 주택재건축정비사업조합,가락동 199,관리처분인가,gpapt199,710900000663k58,11710-900000663,,,,,,20171201,,20190328,,20240111,,20250314,,,,
408,송파구,재건축,가락시영아파트 주택재건축정비사업 조합,가락동 479,조합해산,hCmUm22k,710100002010L63,11710-100002010,,,,,,,,20030612,,20080401,,20150127,20151101,,20181228,
407,송파구,지역주택,(가칭)거여파크 지역주택조합 추진위원회,거여동 6,지구단위계획수립/건축심의/교통심의,rjduvkzmcnwlsdnl,710900000876l16,11710-900000876,,,,,,,,,,,,,,,,
406,송파구,지역주택,거여역2 지역주택조합,거여동 173-3,,rjdudur2wldur,710900000875F86,11710-900000875,,,,,,,,,,,,,,,,
405,송파구,재개발(주택정비형),거여2재정비촉진구역 1지구 주택재개발정비사업조합,거여동 181,조합해산,geoyeo21,710100002008h58,11710-100002008,,,,,,20050628,,20090206,,20130812,,20150427,20190201,,20211231,
404,송파구,재개발(주택정비형),거여2재정비촉진구역제2지구 주택재개발정비사업조합,거여동 234,조합해산,geoyeo2,710100002007E56,11710-100002007,,,,,,20081028,,20081231,,20120419,,20150626,20161230,,20200626,
403,송파구,리모델링,거여5단지아파트 리모델링주택조합,거여동 294,,geoyeo5,710900000941b12,11710-900000941,,,,,,,,,,,,,,,,
402,송파구,재개발(주택정비형),거여새마을구역(LH),거여동 549,사업시행인가,geoyeosae,710900001138U13,11710-900001138,,,,,,20230627,,20230627,,20260204,,,,,,
401,송파구,재개발(주택정비형),마천2재정비촉진구역 주택재개발정비사업,마천동 183-1,추진위원회승인,machun2,710900001175X61,11710-900001175,,,,,,20260417,,,,,,,,,,
400,송파구,재개발(주택정비형),마천1재정비촉진구역 주택재개발정비사업조합,마천동 194-1,조합설립인가,macheon-1,710900000742i64,11710-900000742,,,,,,20201126,,20220525,,,,,,,,
399,송파구,재개발(주택정비형),마천3재정비촉진구역 주택재개발정비사업조합,마천동 283,사업시행인가,macheon3,710900000144r63,11710-900000144,,,,,,20120321,,20200622,,20260331,,,,,,
398,송파구,재개발(주택정비형),마천4재정비촉진구역 주택재개발정비사업조합,마천동 323,관리처분인가,akcjs4,710900000539E42,11710-900000539,,,,,,20140417,,20150724,,20210402,,20240130,,,,
397,송파구,재개발(주택정비형),마천5재정비촉진구역 재개발정비사업조합,마천동 45,조합설립인가,machun5,710900001101J75,11710-900001101,,,,,,20250422,,20260108,,,,,,,,
396,송파구,재건축,가락1차현대아파트 재건축정비사업 조합,문정동 3,사업시행인가,hyundai,710900000689x43,11710-900000689,,,,,,20180706,,20190719,,20250124,,,,,,
395,송파구,리모델링,문정건영아파트 리모델링주택조합,문정동 72-3,도시계획심의,kylm2020,710900000939N20,11710-900000939,,,,,,,,,,,,,,,,
394,송파구,재건축,문정동 136번지일대 주택재건축정비사업조합,문정동 136,이전고시,moonsarang136,710900000431v56,11710-900000431,,,,,,20150630,,20160601,,20170706,,20190403,20211029,,20240830,
393,송파구,리모델링,문정시영아파트 리모델링 주택조합,문정동 145,,siyoung-apt,710900001440u32,11710-900001440,,,,,,,,,,,,,,,,
392,송파구,재건축,올림픽훼밀리타운 재건축정비사업 조합설립추진위원회,문정동 150,추진위원회승인,OlympicFamilyTown,710900001358O47,11710-900001358,20220726,,,,,20251224,,,,,,,,,,
391,송파구,재건축,올림픽선수기자촌아파트 재건축정비사업 조합설립추진위원회,방이동 89,추진위원회승인,olympicapt,710900001392O27,11710-900001392,,,,,,20251118,,,,,,,,,,
390,송파구,재건축,대림가락아파트 재건축정비사업조합,방이동 217,조합설립인가,daelim,710900000854k71,11710-900000854,,,,,,20220408,,20230209,,,,,,,,
389,송파구,재건축,한양3차아파트 재건축정비사업조합,방이동 225,관리처분인가,hanyang3,710900000730a33,11710-900000730,,,,,,20200130,,20210303,,20240514,,20260617,,,,
388,송파구,지역주택,(가칭)석촌역지역주택조합,석촌동 287,조합원 모집신고,tjrchsdur,710900000871W80,11710-900000871,,,,,,,,,,,,,,,,
387,송파구,지역주택,(가칭)송파역지역주택조합,송파동 100,,thdvkdur,710900000869z80,11710-900000869,,,,,,,,,,,,,,,,
386,송파구,재건축,송파동 100번지 일대 조합설립추진위원회,송파동 100,추진위원회승인,songpa100,,,,,,,,,,,,,,,,,,
385,송파구,재건축,한양1차아파트 재건축정비사업,송파동 119,추진위원회승인,hanyang01,710900001359E57,11710-900001359,,,,,,20260211,,,,,,,,,,
384,송파구,재건축,송파한양2차아파트 재건축정비사업 조합,송파동 151,조합설립인가,songpa2,710900000132y43,11710-900000132,,,,,,20100727,,20201102,,,,,,,,
383,송파구,재건축,송파미성아파트 재건축정비사업조합,송파동 161,조합설립인가,songpams,710900000815V40,11710-900000815,,,,,,20220127,,20230531,,,,,,,,
382,송파구,재건축,가락삼익맨숀아파트 재건축정비사업 조합,송파동 166,관리처분인가,grsamik,710900000676r36,11710-900000676,,,,,,20180504,,20190805,,20231113,,20251015,,,,
381,송파구,재건축,반도아파트 주택재건축정비사업 조합,송파동 167,조합해산,J5qnq21Z,,,,,,,,,,,,,,,,,,
380,송파구,재건축,"장미1,2,3차아파트 주택재건축정비사업 조합",신천동 7,조합설립인가,jmapt1,710900000615u63,11710-900000615,,,,,,20160628,,20200324,,,,,,,,
379,송파구,재건축,잠실미성·크로바아파트 주택재건축정비사업조합,신천동 17-6,준공인가,jsmsapt,710100002001P69,11710-100002001,,,,,,20090604,,20140715,,20170728,,20180705,20220128,,20251230,
378,송파구,재건축,잠실진주아파트 주택재건축정비사업조합,신천동 20-4,준공인가,jjapt16,710100002003J19,11710-100002003,,,,,,20031209,,,,20170927,,20181005,20211224,,20251230,
377,송파구,가로주택정비,오금동35-1번지일대 가로주택정비사업,오금동 35-1,조합설립인가,ogeum35-1,710900001199d03,11710-900001199,,,,,,,,20220720,,,,,,,,
376,송파구,지역주택,(가칭)오금역 지역주택조합,오금동 36-1,조합원 모집신고,dhrmadur,710900000870H32,11710-900000870,,,,,,,,,,,,,,,,
375,송파구,재건축,오금현대아파트 주택재건축정비사업구역,오금동 43,조합설립인가,ogeumhyundai,710900001266T42,11710-900001266,,,,,,20250319,,20260121,,,,,,,,
374,송파구,리모델링,오금아남아파트 리모델링주택조합,오금동 67-7,,newanam,710900000940b77,11710-900000940,,,,,,,,,,,,,,,,
373,송파구,가로주택정비,오금동143번지일원 가로주택정비사업,오금동 143-1,관리처분인가,ogd143,710900001200a29,11710-900001200,,,,,,,,20240314,,20250620,,,,,,
372,송파구,가로주택정비,오금동147번지일원 가로주택정비사업,오금동 147,관리처분인가,ogum147,710900001197T26,11710-900001197,,,,,,,,20240329,,,,,,,,
371,송파구,재건축,가락우창아파트 재건축정비사업,오금동 164,추진위원회승인,woochang,710900001370t54,11710-900001370,,,,,,20260205,,,,,,,,,,
370,송파구,재건축,가락상아1차아파트 재건축사업 조합,오금동 166,관리처분인가,sanga1cha,710900000692g70,11710-900000692,,,,,,20190128,,20200619,,20220520,,20250107,,,,
369,송파구,재건축,잠실5단지아파트 주택재건축정비사업조합,잠실동 27,사업시행인가,jamsil5apt,710100002002Y42,11710-100002002,,,,,,20031229,,20131219,,20260701,,,,,,
368,송파구,재건축,잠실우성아파트 재건축정비사업조합,잠실동 101-1,조합설립인가,Q1qk5nF6,710100002006X76,11710-100002006,,,,,,20061004,,20210611,,,,,,,,
367,송파구,재건축,잠실우성4차 주택재건축정비사업조합,잠실동 320,관리처분인가,Tw2w7Iwv,710900000108s28,11710-900000108,,,,,,20091207,,20180402,,20230831,,20251231,,,,
366,송파구,소규모재건축,유천연립 소규모재건축정비사업조합,풍납동 147-1,조합설립인가,youcheonjohap,710900001188V85,11710-900001188,,,,,,,,20191220,,,,,,,,
365,송파구,재건축,풍납미성아파트 재건축정비사업,풍납동 219,추진위원회승인,pungnapms,710900001371x44,11710-900001371,,,,,,20260108,,,,,,,,,,
364,송파구,리모델링,강변현대아파트 리모델링사업조합,풍납동 299-1,조합설립인가,riverhyundai,710900000938X44,11710-900000938,,,,,,,,,,,,,,,,
363,송파구,가로주택정비,풍납강변현대아파트 가로주택정비사업,풍납동 299-1,조합설립인가,riverhd,710900001329S63,11710-900001329,,,,,,,,,,,,,,,,
362,송파구,재건축,풍납극동아파트 재건축정비사업,풍납동 391,추진위원회승인,kd0391,710900001482s60,11710-900001482,,,,,,20260311,,,,,,,,,,
361,송파구,재건축,이화연립 주택재건축정비사업조합,풍납동 153,조합해산,Od1JsPE7,,,,,,,,,,,,,,,,,,
360,양천구,재개발(주택정비형),목2동 232번지 일대 주택정비형 재개발사업조합,목동 232,추진위원회승인,qweasd,470900001210Z86,11470-900001210,,,,,,20260130,,,,,,,,,,
359,양천구,재개발(도시정비형),목동 523번지 일대 도시정비형 재개발사업(역세권 활성화 사업),목동 523,조합설립인가,Mok-dong523,470900001203V41,11470-900001203,,,,,,,,,,,,,,,,
358,양천구,재건축,목제1주택재건축정비사업조합,목동 632-1,조합청산,moksam1,470100001005G32,11470-100001005,,,,,,20070418,,20120118,,,,,20160523,,20180630,
357,양천구,재건축,목원연립 주택재건축정비사업 조합,목동 803-2,이전고시,c67kzPaN,,,,,,,,,,,,,,,,,,
356,양천구,재건축,목동1단지 아파트 재건축 정비사업,목동 901,조합설립인가,mokdong1,470900001434s66,11470-900001434,,,,,,,,,,,,,,,,
355,양천구,재건축,목동2단지아파트 재건축정비사업,목동 902,조합설립인가,mokdong2,470900001403G53,11470-900001403,,,,,,,,,,,,,,,,
354,양천구,재건축,목동3단지아파트 재건축정비사업,목동 903,추진위원회승인,mokdong3,470900001353f30,11470-900001353,,,,,,20251204,,,,,,,,,,
353,양천구,재건축,목동4단지아파트 재건축정비사업,목동 904,조합설립인가,mokdong4,470900001348N93,11470-900001348,,,,,,20251114,,20260521,,,,,,,,
352,양천구,재건축,목동6단지아파트 재건축정비사업조합,목동 911,조합설립인가,mokdong6danji,470900001247W70,11470-900001247,,,,,,,,20250522,,,,,,,,
351,양천구,재건축,목동5단지아파트 재건축정비사업,목동 912,조합설립인가,mokdong5,470900001352q09,11470-900001352,,,,,,,,,,,,,,,,
350,양천구,재건축,목동7단지아파트 재건축정비사업조합,목동 925,조합설립인가,mokdong7,470900001360h33,11470-900001360,,,,,,20260112,,20260708,,,,,,,,
349,양천구,재건축,봉상연립 주택재건축정비사업 조합,신월동 8-1,이전고시,bongsang814,,,,,,,,,,,,,,,,,,
348,양천구,가로주택정비,신월 가로주택정비사업,신월동 47-3,사업시행인가,sinwolgaro,470900001393V44,11470-900001393,,,,,,,,,,,,,,,,
347,양천구,가로주택정비,가칭)현대빌라 일원 가로주택정비사업,신월동 49-7,추진위원회승인,savog1004,470900001408m44,11470-900001408,,,,,,,,,,,,,,,,
