complex_id,band,name,lawd_cd,price_now,pred_log5y,base_factor,bear_factor,bull_factor,market_scenario_log,tier,emd_lead_months,market_scenario_note,dist_center_km,model,status
628,59,e편한세상 계양 더프리미어아파트,28245,491800000,-0.0451,1.0963,0.975,1.2763,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.55,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
628,74,e편한세상 계양 더프리미어아파트,28245,569300000,-0.0989,1.0389,0.9239,1.2095,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.55,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
628,84,e편한세상 계양 더프리미어아파트,28245,632000000,-0.0433,1.0982,0.9767,1.2786,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.55,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
245,74,e편한세상송도아파트,28185,556000000,-0.0445,1.097,0.9756,1.2772,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",23.53,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
245,84,e편한세상송도아파트,28185,638900000,-0.0613,1.0787,0.9594,1.2559,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",23.53,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
944,59,가재울역트루엘에코시티아파트,28275,421500000,-0.0807,1.0544,0.9341,1.2405,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.94,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
944,84,가재울역트루엘에코시티아파트,28275,559600000,-0.0854,1.0495,0.9297,1.2346,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.94,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
945,59,"가좌두산위브트레지움1,2단지아파트",28275,385900000,-0.081,1.054,0.9337,1.24,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.63,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
945,84,"가좌두산위브트레지움1,2단지아파트",28275,514700000,-0.0869,1.0478,0.9282,1.2327,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.63,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
954,59,가좌한신휴플러스아파트,28275,341650000,-0.031,1.1081,0.9817,1.3037,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.44,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
954,84,가좌한신휴플러스아파트,28275,415250000,-0.0248,1.115,0.9877,1.3117,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.44,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1087,74,검단 금호어울림 센트럴,28290,693700000,-0.0849,1.05,0.9302,1.2353,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.06,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1087,84,검단 금호어울림 센트럴,28290,762900000,-0.0918,1.0428,0.9237,1.2267,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.06,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1052,84,검단 신안인스빌어반퍼스트,28290,517800000,-0.0379,1.1005,0.9749,1.2947,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.03,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1081,74,검단신도시 예미지 트리플에듀 아파트,28290,599150000,-0.0522,1.0848,0.961,1.2763,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.22,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1081,84,검단신도시 예미지 트리플에듀 아파트,28290,606700000,-0.0527,1.0843,0.9606,1.2756,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.22,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1055,74,검단신도시디에트르더펠리체아파트,28290,566100000,-0.0447,1.093,0.9683,1.2859,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.16,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1055,84,검단신도시디에트르더펠리체아파트,28290,595900000,-0.0475,1.0899,0.9655,1.2822,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.16,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1086,74,검단푸르지오더베뉴,28290,651400000,-0.0874,1.0473,0.9278,1.2321,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.48,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1086,84,검단푸르지오더베뉴,28290,720000000,-0.0912,1.0434,0.9243,1.2275,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.48,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1088,74,검단호반써밋1차,28290,652900000,-0.0897,1.045,0.9257,1.2293,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.59,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1088,84,검단호반써밋1차,28290,713300000,-0.0956,1.0388,0.9203,1.2221,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.59,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
718,59,계양효성해링턴플레이스,28245,461000000,-0.078,1.0609,0.9435,1.2351,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",7.91,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
718,74,계양효성해링턴플레이스,28245,545000000,-0.0523,1.0885,0.968,1.2672,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",7.91,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
718,84,계양효성해링턴플레이스,28245,597200000,-0.0912,1.0469,0.9311,1.2189,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",7.91,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
100,59,관교한신휴플러스,28177,286400000,-0.0043,1.1419,1.0156,1.3295,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",17.54,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
100,84,관교한신휴플러스,28177,358000000,-0.011,1.1344,1.0089,1.3207,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",17.54,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
319,59,구월롯데캐슬골드아파트,28200,449300000,-0.0923,1.0458,0.9301,1.2176,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",15.4,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
319,74,구월롯데캐슬골드아파트,28200,489700000,-0.08,1.0587,0.9416,1.2326,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",15.4,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
319,84,구월롯데캐슬골드아파트,28200,496000000,-0.0249,1.1187,0.9949,1.3025,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",15.4,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
508,59,금호이수마운트밸리,28237,432000000,-0.0869,1.0515,0.9351,1.2242,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.48,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
508,84,금호이수마운트밸리,28237,552300000,-0.0889,1.0493,0.9332,1.2216,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.48,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
396,59,더 포레스트 아파트,28200,344700000,-0.0702,1.0655,0.9439,1.2535,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.61,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
490,59,더샵부평센트럴시티,28237,465000000,-0.0838,1.0547,0.938,1.2279,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.87,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
490,84,더샵부평센트럴시티,28237,620000000,-0.0842,1.0543,0.9376,1.2274,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.87,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
238,74,더샵송도마리나베이,28185,603400000,-0.1135,1.0238,0.9105,1.1919,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",24.0,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
238,84,더샵송도마리나베이,28185,661200000,-0.0655,1.0742,0.9553,1.2506,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",24.0,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
694,59,도두리마을 대동아파트,28245,282200000,0.0412,1.1951,1.0629,1.3914,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",7.87,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
695,59,도두리마을 동남롯데아파트,28245,273800000,0.0121,1.1609,1.0324,1.3515,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",8.11,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
775,59,동부아파트,28125,163200000,-0.1218,1.012,0.8965,1.1905,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",8.0,-6.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.93,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
775,84,동부아파트,28125,231000000,-0.1212,1.0125,0.8969,1.1911,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",8.0,-6.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.93,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
496,59,동암 신동아 아파트,28237,264500000,-0.0315,1.1113,0.9883,1.2938,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.38,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
496,84,동암 신동아 아파트,28237,354000000,-0.0414,1.1004,0.9786,1.2811,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",14.38,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
781,59,동인천역파크푸르지오,28125,420000000,-0.2113,0.9253,0.8197,1.0886,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",19.29,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
781,84,동인천역파크푸르지오,28125,591500000,-0.2093,0.9272,0.8213,1.0907,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",19.29,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
203,59,동춘 무지개마을아파트,28185,326300000,-0.1148,1.0225,0.9094,1.1905,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.91,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
203,84,동춘 무지개마을아파트,28185,412100000,-0.1159,1.0214,0.9084,1.1892,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.91,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
206,84,동춘풍림2차아파트,28185,449900000,-0.1163,1.021,0.908,1.1886,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",18.82,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
474,59,래미안부평아파트,28237,529900000,-0.0813,1.0573,0.9403,1.231,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.03,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
474,84,래미안부평아파트,28237,621200000,-0.0175,1.127,1.0023,1.312,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.03,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
253,59,롯데캐슬캠퍼스타운아파트,28185,630000000,-0.0716,1.0677,0.9495,1.243,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",19.57,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
253,84,롯데캐슬캠퍼스타운아파트,28185,781900000,-0.0603,1.0797,0.9603,1.2571,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",19.57,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
906,84,루원 린스트라우스 더 린시티,28275,619900000,-0.0877,1.047,0.9275,1.2318,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",13.61,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
907,84,루원대성베르힐더센트로,28275,608000000,-0.0877,1.047,0.9275,1.2317,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",13.46,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
385,59,만수 주공4단지 아파트,28200,234000000,0.0861,1.2501,1.1117,1.4554,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",13.75,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
385,74,만수 주공4단지 아파트,28200,322100000,0.0611,1.2191,1.0842,1.4193,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",13.75,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
384,59,만수주공2단지아파트,28200,246750000,0.0965,1.263,1.1233,1.4705,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",13.91,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
384,74,만수주공2단지아파트,28200,328600000,0.0842,1.2477,1.1096,1.4526,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",13.91,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
384,84,만수주공2단지아파트,28200,292700000,0.0623,1.2206,1.0856,1.4211,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",7.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",13.91,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
732,59,병방 학마을 한진 아파트,28245,271700000,-0.0006,1.1463,1.0194,1.3345,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-3.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",7.41,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
603,74,부개 뉴서울 아파트,28237,264200000,0.0506,1.2023,1.0651,1.4145,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.09,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
603,84,부개 뉴서울 아파트,28237,275150000,0.0088,1.1571,1.029,1.3471,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.09,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
611,59,부개 주공1단지 아파트,28237,345600000,0.0211,1.1714,1.0417,1.3637,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",9.92,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
610,84,부개 주공6단지 아파트,28237,482900000,-0.0027,1.1438,1.0173,1.3317,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.32,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
600,59,부개역푸르지오,28237,525000000,-0.0196,1.1247,1.0002,1.3094,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.19,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
600,84,부개역푸르지오,28237,623000000,-0.0153,1.1294,1.0044,1.3149,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.19,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
607,59,부개주공3단지아파트,28237,291000000,0.0186,1.1684,1.0391,1.3603,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",6.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.14,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
482,59,부평 동아1단지 아파트,28237,368900000,0.0518,1.2079,1.0742,1.4063,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.12,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
482,74,부평 동아1단지 아파트,28237,522000000,0.0511,1.2071,1.0735,1.4053,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.12,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
482,84,부평 동아1단지 아파트,28237,601200000,0.0095,1.1578,1.0297,1.3479,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.12,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
483,59,부평 동아아파트2단지,28237,360300000,0.0468,1.2019,1.0689,1.3993,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.87,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
