complex_id,band,name,lawd_cd,price_now,pred_log5y,base_factor,bear_factor,bull_factor,market_scenario_log,tier,emd_lead_months,market_scenario_note,dist_center_km,model,status
4003,59,래미안블레스티지,11680,2788000000,0.0927,1.2582,1.119,1.4649,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.62,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4003,84,래미안블레스티지,11680,3420000000,0.1305,1.3068,1.1622,1.5214,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.62,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3561,59,래미안상도3차,11590,1586000000,0.0951,1.2613,1.1217,1.4684,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.8,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3561,84,래미안상도3차,11590,1685900000,0.1418,1.3216,1.1753,1.5386,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,-1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.8,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4379,59,래미안솔베뉴,11740,1791000000,0.0654,1.2245,1.089,1.4255,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.55,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4379,74,래미안솔베뉴,11740,2092000000,0.0474,1.2026,1.0695,1.4001,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.55,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4379,84,래미안솔베뉴,11740,2150000000,0.0358,1.1887,1.0571,1.3839,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.55,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1943,59,래미안아트리치,11290,1159400000,-0.0426,1.0991,0.9775,1.2796,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",3.69,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1943,84,래미안아트리치,11290,1298500000,-0.0531,1.0875,0.9672,1.2661,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",3.69,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
5577,59,래미안안양메가트리아,41171,894600000,0.029,1.1766,1.0423,1.3842,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",4.84,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
5577,84,래미안안양메가트리아,41171,1028000000,0.0115,1.1562,1.0242,1.3602,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",4.84,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
3491,59,래미안에스티움,11560,1666300000,0.002,1.1492,1.022,1.3379,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",2.53,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3491,84,래미안에스티움,11560,1940000000,0.0008,1.1478,1.0208,1.3364,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",2.53,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1394,59,래미안옥수리버젠,11200,2222000000,0.0071,1.155,1.0272,1.3447,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.33,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1394,84,래미안옥수리버젠,11200,2449000000,0.0165,1.166,1.037,1.3575,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.33,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3873,59,래미안원베일리,11650,4749000000,0.0448,1.1994,1.0667,1.3964,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.94,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3873,74,래미안원베일리,11650,5120000000,0.0979,1.2605,1.1167,1.483,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.94,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
3873,84,래미안원베일리,11650,5860000000,0.0833,1.2465,1.1085,1.4512,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.94,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1920,59,래미안월곡,11290,952200000,0.081,1.2437,1.1061,1.448,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.42,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1920,84,래미안월곡,11290,1075500000,0.0992,1.2666,1.1264,1.4746,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.42,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1587,59,래미안위브,11230,1565000000,-0.0194,1.1248,1.0004,1.3096,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.25,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1587,84,래미안위브,11230,1689600000,0.0021,1.1493,1.0221,1.338,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.25,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1563,59,래미안크레시티,11230,1553000000,0.0338,1.1864,1.0551,1.3812,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.3,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1563,84,래미안크레시티,11230,1720000000,0.0509,1.2068,1.0732,1.405,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.3,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1968,59,래미안트리베라1차,11305,919600000,0.0424,1.1966,1.0642,1.3931,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.81,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1968,84,래미안트리베라1차,11305,1013600000,0.0545,1.2111,1.0771,1.41,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.81,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1935,59,래미안퍼스트하이,11290,1129300000,0.0028,1.1501,1.0228,1.339,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",2.96,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1935,84,래미안퍼스트하이,11290,1318000000,0.001,1.1481,1.0211,1.3367,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",2.96,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3888,59,래미안퍼스티지,11650,4060000000,0.0497,1.2054,1.072,1.4033,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.72,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3888,84,래미안퍼스티지,11650,5199000000,0.1006,1.2683,1.1279,1.4765,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,-2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.72,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4139,84,래미안포레,11680,2021000000,0.0032,1.1505,1.0232,1.3395,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.84,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4397,59,래미안힐스테이트 고덕,11740,1845000000,0.0767,1.2384,1.1013,1.4417,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.59,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4397,74,래미안힐스테이트 고덕,11740,1899000000,0.0186,1.1684,1.0391,1.3603,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.59,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4397,84,래미안힐스테이트 고덕,11740,2009000000,0.0808,1.2434,1.1058,1.4476,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.59,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1871,59,롯데캐슬클라시아,11290,1474000000,0.084,1.2474,1.1093,1.4522,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.35,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1871,84,롯데캐슬클라시아,11290,1763000000,0.0776,1.2398,1.1026,1.4445,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.35,D-jm-m3|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
908,74,루원시티2차SK리더스뷰아파트,28275,592500000,-0.0815,1.0535,0.9333,1.2394,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",13.37,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
908,84,루원시티2차SK리더스뷰아파트,28275,591400000,-0.0778,1.0575,0.9368,1.2441,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",13.37,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
3042,59,마곡13단지 힐스테이트마스터 아파트,11500,1492000000,0.0286,1.1801,1.0495,1.3739,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.98,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3042,84,마곡13단지 힐스테이트마스터 아파트,11500,1697500000,0.058,1.2154,1.0809,1.415,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.98,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3071,84,마곡수명산파크1단지,11500,1308300000,0.0116,1.1603,1.0319,1.3508,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",1.39,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3056,84,마곡엠밸리14단지,11500,1728500000,0.0355,1.1884,1.0569,1.3835,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.85,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3060,59,마곡엠밸리15단지,11500,1488000000,0.0473,1.2028,1.0697,1.4014,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.96,D-jm-m3|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
3060,84,마곡엠밸리15단지,11500,1660000000,0.0609,1.2192,1.0843,1.4205,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.96,D-jm-m3|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
3052,84,마곡엠밸리6단지,11500,1724500000,0.0741,1.2351,1.0984,1.4379,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.23,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3053,84,마곡엠밸리7단지,11500,1967500000,0.0706,1.2311,1.0949,1.4344,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.15,D-jm-m3|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
3041,59,마곡엠밸리9단지,11500,1454000000,0.0785,1.2405,1.1033,1.4443,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.43,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
3041,84,마곡엠밸리9단지,11500,1745000000,0.0432,1.1975,1.065,1.3942,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.43,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
2617,59,마포더클래시,11440,2100000000,0.102,1.2657,1.1213,1.4891,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.61,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
2617,84,마포더클래시,11440,2448750000,0.0954,1.2575,1.1139,1.4793,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.61,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
2623,59,마포래미안푸르지오,11440,2115000000,0.0937,1.2553,1.112,1.4767,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.18,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
2623,84,마포래미안푸르지오,11440,2463000000,0.0888,1.2491,1.1066,1.4695,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",1.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.18,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
4963,59,망포늘푸른벽산,41117,426500000,-0.1008,1.0369,0.9222,1.2072,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.63,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4963,84,망포늘푸른벽산,41117,515000000,-0.1025,1.0351,0.9206,1.2051,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.63,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4767,59,매교역푸르지오SK뷰아파트,41115,798100000,0.0811,1.2437,1.1061,1.448,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.04,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4767,74,매교역푸르지오SK뷰아파트,41115,880200000,0.0943,1.2603,1.1208,1.4673,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.04,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4767,84,매교역푸르지오SK뷰아파트,41115,977600000,0.094,1.2599,1.1205,1.4668,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",12.04,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4864,59,매탄위브하늘채,41117,641200000,-0.0621,1.0779,0.9586,1.2549,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.16,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4864,74,매탄위브하늘채,41117,710000000,-0.0851,1.0533,0.9368,1.2263,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.16,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4864,84,매탄위브하늘채,41117,756000000,-0.0237,1.1201,0.9961,1.304,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.16,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4862,74,매탄임광,41117,426200000,-0.0142,1.1307,1.0056,1.3164,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.69,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4862,84,매탄임광,41117,476000000,-0.0152,1.1296,1.0046,1.3151,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",11.69,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4842,59,매탄현대힐스테이트,41117,583300000,-0.0638,1.076,0.957,1.2527,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.52,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4842,74,매탄현대힐스테이트,41117,601200000,-0.0267,1.1167,0.9931,1.3001,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.52,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4842,84,매탄현대힐스테이트,41117,636500000,-0.0307,1.1123,0.9892,1.2949,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",5.0,0.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",10.52,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
1686,59,면목한신,11260,574200000,0.1313,1.3034,1.1546,1.5333,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",3.72,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
1686,84,면목한신,11260,684000000,0.1206,1.2895,1.1423,1.517,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",3.72,D-min|lam=0.3|relative,SCENARIO_FALLBACK_v0.1
4382,59,명일삼익그린2차,11740,1642000000,0.1188,1.2916,1.1487,1.5037,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.49,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
4382,84,명일삼익그린2차,11740,2030000000,0.1162,1.2882,1.1456,1.4997,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",2.0,2.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",0.49,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
2882,59,목동 센트럴 아이파크위브 아파트,11470,1117700000,-0.091,1.0472,0.9313,1.2191,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",3.45,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
2882,84,목동 센트럴 아이파크위브 아파트,11470,1301500000,-0.0354,1.107,0.9845,1.2888,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",4.0,1.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",3.45,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
2764,59,목동힐스테이트,11470,1768000000,-0.0098,1.1357,1.0101,1.3222,"{""bear"": 0.1057, ""base"": 0.1368, ""bull"": 0.1988}",3.0,5.0,"전세가율×금리 조건부(지금 전세가율 0.53·금리 2.5, 유사 진입연도 ['201103', '201106', '201109', '201112', '201203', '201206'])",2.22,D|lam=0.3|relative,SCENARIO_WALKFORWARD_v0.1
