HOUSE_MANAGE_NO,PBLANC_NO,HOUSE_TY,MODEL_NO,RESIDE_SECD,RESIDE_SENM,SUBSCRPT_RANK_CODE,SUPLY_HSHLDCO,REQ_CNT,CMPET_RATE,HOUSE_NM,HSSPLY_ADRES,RCRIT_PBLANC_DE,SUBSCRPT_AREA_CODE_NM,TOT_SUPLY_HSHLDCO
2026000404,2026000404,060.9495A,01,01,해당지역,1,2,179,179.00,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.9495A,01,02,기타지역,1,2,84,262.00,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.9495A,01,01,해당지역,2,2,30,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.9495A,01,02,기타지역,2,2,10,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.6527B,02,01,해당지역,1,11,295,49.17,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.6527B,02,02,기타지역,1,11,152,88.20,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.6527B,02,01,해당지역,2,11,24,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.6527B,02,02,기타지역,2,11,19,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.9646C,03,01,해당지역,1,16,399,49.88,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.9646C,03,02,기타지역,1,16,220,76.38,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.9646C,03,01,해당지역,2,16,31,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,060.9646C,03,02,기타지역,2,16,27,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.9079A,04,01,해당지역,1,63,479,14.97,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.9079A,04,02,기타지역,1,63,223,21.61,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.9079A,04,01,해당지역,2,63,46,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.9079A,04,02,기타지역,2,63,22,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.4783B,05,01,해당지역,1,10,45,9.00,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.4783B,05,02,기타지역,1,10,27,13.40,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.4783B,05,01,해당지역,2,10,7,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.4783B,05,02,기타지역,2,10,4,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.9219C,06,01,해당지역,1,12,36,6.00,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.9219C,06,02,기타지역,1,12,22,8.67,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.9219C,06,01,해당지역,2,12,6,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000404,2026000404,084.9219C,06,02,기타지역,2,12,3,-,검암역 푸르지오 프라베뉴 (B-1BL) 공공분양주택,인천광역시 서해구 인천검암역세권 공공주택지구 내 B-1BL,2026-08-21,인천,441
2026000388,2026000388,059.9801 ,01,01,해당지역,1,88,370,4.20,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,059.9801 ,01,02,기타지역,1,88,70,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,059.9801 ,01,01,해당지역,2,88,34,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,059.9801 ,01,02,기타지역,2,88,9,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,075.9096 ,02,01,해당지역,1,95,89,(△6),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,075.9096 ,02,02,기타지역,1,95,25,4.17,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,075.9096 ,02,01,해당지역,2,95,20,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,075.9096 ,02,02,기타지역,2,95,1,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,084.9771A,03,01,해당지역,1,942,144,(△798),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,084.9771A,03,02,기타지역,1,942,20,(△778),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,084.9771A,03,01,해당지역,2,942,33,(△745),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,084.9771A,03,02,기타지역,2,942,9,(△736),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,084.8878B,04,01,해당지역,1,362,11,(△351),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,084.8878B,04,02,기타지역,1,362,1,(△350),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,084.8878B,04,01,해당지역,2,362,3,(△347),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,084.8878B,04,02,기타지역,2,362,0,(△347),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,095.3740 ,05,01,해당지역,1,80,3,(△77),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,095.3740 ,05,02,기타지역,1,80,2,(△75),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,095.3740 ,05,01,해당지역,2,80,3,(△72),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,095.3740 ,05,02,기타지역,2,80,3,(△69),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,101.9303A,06,01,해당지역,1,44,2,(△42),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,101.9303A,06,02,기타지역,1,44,1,(△41),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,101.9303A,06,01,해당지역,2,44,3,(△38),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,101.9303A,06,02,기타지역,2,44,0,(△38),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,101.9535B,07,01,해당지역,1,95,15,(△80),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,101.9535B,07,02,기타지역,1,95,3,(△77),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,101.9535B,07,01,해당지역,2,95,1,(△76),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,101.9535B,07,02,기타지역,2,95,0,(△76),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,110.0371 ,08,01,해당지역,1,48,2,(△46),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,110.0371 ,08,02,기타지역,1,48,2,(△44),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,110.0371 ,08,01,해당지역,2,48,0,(△44),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,110.0371 ,08,02,기타지역,2,48,1,(△43),시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,133.7832P,09,01,해당지역,1,1,3,3.00,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,133.7832P,09,02,기타지역,1,1,1,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,133.7832P,09,01,해당지역,2,1,1,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,133.7832P,09,02,기타지역,2,1,0,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,136.2904P,10,01,해당지역,1,1,4,4.00,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,136.2904P,10,02,기타지역,1,1,0,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,136.2904P,10,01,해당지역,2,1,0,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000388,2026000388,136.2904P,10,02,기타지역,2,1,1,-,시티오씨엘 9단지 오션파크뷰,인천광역시 미추홀구 학익동 인천 용현·학익 1블록 도시개발구역 공동3BL,2026-08-21,인천,1949
2026000383,2026000383,059.6771A,01,01,해당지역,1,63,736,11.68,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,059.6771A,01,02,기타지역,1,63,125,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,059.6771A,01,01,해당지역,2,63,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,059.6771A,01,02,기타지역,2,63,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,059.7292B,02,01,해당지역,1,8,64,8.00,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,059.7292B,02,02,기타지역,1,8,20,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,059.7292B,02,01,해당지역,2,8,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,059.7292B,02,02,기타지역,2,8,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,072.8120A,03,01,해당지역,1,30,649,21.63,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,072.8120A,03,02,기타지역,1,30,97,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,072.8120A,03,01,해당지역,2,30,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,072.8120A,03,02,기타지역,2,30,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,072.9569B,04,01,해당지역,1,34,376,11.06,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,072.9569B,04,02,기타지역,1,34,57,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,072.9569B,04,01,해당지역,2,34,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,072.9569B,04,02,기타지역,2,34,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,084.9944A,05,01,해당지역,1,21,1118,53.24,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,084.9944A,05,02,기타지역,1,21,193,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,084.9944A,05,01,해당지역,2,21,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,084.9944A,05,02,기타지역,2,21,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,084.9331B,06,01,해당지역,1,26,359,13.81,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,084.9331B,06,02,기타지역,1,26,55,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,084.9331B,06,01,해당지역,2,26,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000383,2026000383,084.9331B,06,02,기타지역,2,26,0,-,포레나힐스테이트 진주,경상남도 진주시 이현동 10-1번지 외 13필지,2026-08-14,경남,398
2026000382,2026000382,059.9400A,01,01,해당지역,1,145,64,(△81),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,059.9400A,01,02,기타지역,1,145,169,2.09,두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,059.9400A,01,01,해당지역,2,145,14,-,두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,059.9400A,01,02,기타지역,2,145,83,-,두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,059.9800B,02,01,해당지역,1,123,20,(△103),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,059.9800B,02,02,기타지역,1,123,45,(△58),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,059.9800B,02,01,해당지역,2,123,3,(△55),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,059.9800B,02,02,기타지역,2,123,12,(△43),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,074.9500A,03,01,해당지역,1,147,24,(△123),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,074.9500A,03,02,기타지역,1,147,29,(△94),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,074.9500A,03,01,해당지역,2,147,4,(△90),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,074.9500A,03,02,기타지역,2,147,11,(△79),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,074.9900B,04,01,해당지역,1,152,15,(△137),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,074.9900B,04,02,기타지역,1,152,20,(△117),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,074.9900B,04,01,해당지역,2,152,5,(△112),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,074.9900B,04,02,기타지역,2,152,6,(△106),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,084.9500A,05,01,해당지역,1,94,13,(△81),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,084.9500A,05,02,기타지역,1,94,28,(△53),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,084.9500A,05,01,해당지역,2,94,7,(△46),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,084.9500A,05,02,기타지역,2,94,12,(△34),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,084.9400B,06,01,해당지역,1,218,26,(△192),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,084.9400B,06,02,기타지역,1,218,43,(△149),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,084.9400B,06,01,해당지역,2,218,3,(△146),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000382,2026000382,084.9400B,06,02,기타지역,2,218,11,(△135),두산위브더제니스 부천,경기도 부천시 소사구 소사본동 88-39번지 일대,2026-08-12,경기,1158
2026000377,2026000377,049.9881 ,01,01,해당지역,1,25,16,(△9),의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,049.9881 ,01,02,기타지역,1,25,143,15.89,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,049.9881 ,01,01,해당지역,2,25,0,-,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,049.9881 ,01,02,기타지역,2,25,0,-,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,059.9920B,02,01,해당지역,1,6,9,1.50,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,059.9920B,02,02,기타지역,1,6,70,-,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,059.9920B,02,01,해당지역,2,6,0,-,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,059.9920B,02,02,기타지역,2,6,0,-,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,074.9930 ,03,01,해당지역,1,9,3,(△6),의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,074.9930 ,03,02,기타지역,1,9,40,6.67,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,074.9930 ,03,01,해당지역,2,9,3,-,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,074.9930 ,03,02,기타지역,2,9,70,-,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,084.9861B,04,01,해당지역,1,9,3,(△6),의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,084.9861B,04,02,기타지역,1,9,36,6.00,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,084.9861B,04,01,해당지역,2,9,1,-,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000377,2026000377,084.9861B,04,02,기타지역,2,9,27,-,의왕역 한신더휴,경기도 의왕시 삼동 244-1번지 일원,2026-08-13,경기,108
2026000376,2026000376,084.7506A,01,01,해당지역,1,160,57,(△103),달서자이 제니크,대구광역시 달서구 본리동 661-9번지 일원,2026-08-06,대구,360
2026000376,2026000376,084.7506A,01,02,기타지역,1,160,9,(△94),달서자이 제니크,대구광역시 달서구 본리동 661-9번지 일원,2026-08-06,대구,360
2026000376,2026000376,084.7506A,01,01,해당지역,2,160,25,(△69),달서자이 제니크,대구광역시 달서구 본리동 661-9번지 일원,2026-08-06,대구,360
2026000376,2026000376,084.7506A,01,02,기타지역,2,160,5,(△64),달서자이 제니크,대구광역시 달서구 본리동 661-9번지 일원,2026-08-06,대구,360
2026000376,2026000376,084.8664B,02,01,해당지역,1,180,23,(△157),달서자이 제니크,대구광역시 달서구 본리동 661-9번지 일원,2026-08-06,대구,360
2026000376,2026000376,084.8664B,02,02,기타지역,1,180,3,(△154),달서자이 제니크,대구광역시 달서구 본리동 661-9번지 일원,2026-08-06,대구,360
2026000376,2026000376,084.8664B,02,01,해당지역,2,180,14,(△140),달서자이 제니크,대구광역시 달서구 본리동 661-9번지 일원,2026-08-06,대구,360
2026000376,2026000376,084.8664B,02,02,기타지역,2,180,0,(△140),달서자이 제니크,대구광역시 달서구 본리동 661-9번지 일원,2026-08-06,대구,360
2026000374,2026000374,051.9981A,01,01,해당지역,1,1,171,171.00,더샵 신길센트럴시티(조합원 취소분),서울특별시 영등포구 신길동 413-8번지 일원,2026-08-07,서울,67
2026000374,2026000374,051.9981A,01,02,기타지역,1,1,0,-,더샵 신길센트럴시티(조합원 취소분),서울특별시 영등포구 신길동 413-8번지 일원,2026-08-07,서울,67
2026000374,2026000374,051.9981A,01,01,해당지역,2,1,0,-,더샵 신길센트럴시티(조합원 취소분),서울특별시 영등포구 신길동 413-8번지 일원,2026-08-07,서울,67
2026000374,2026000374,051.9981A,01,02,기타지역,2,1,0,-,더샵 신길센트럴시티(조합원 취소분),서울특별시 영등포구 신길동 413-8번지 일원,2026-08-07,서울,67
2026000374,2026000374,051.9931B,02,01,해당지역,1,5,1914,382.80,더샵 신길센트럴시티(조합원 취소분),서울특별시 영등포구 신길동 413-8번지 일원,2026-08-07,서울,67
2026000374,2026000374,051.9931B,02,02,기타지역,1,5,0,-,더샵 신길센트럴시티(조합원 취소분),서울특별시 영등포구 신길동 413-8번지 일원,2026-08-07,서울,67
2026000374,2026000374,051.9931B,02,01,해당지역,2,5,0,-,더샵 신길센트럴시티(조합원 취소분),서울특별시 영등포구 신길동 413-8번지 일원,2026-08-07,서울,67
2026000374,2026000374,051.9931B,02,02,기타지역,2,5,0,-,더샵 신길센트럴시티(조합원 취소분),서울특별시 영등포구 신길동 413-8번지 일원,2026-08-07,서울,67
