emd_key,lawd_cd,emd,life_zone,tier,price_level_log_m2,n_level,n_complex
41271|팔곡일동,41271,팔곡일동,P41271,,,0,1
41271|건건동,41271,건건동,Z41271-건건동,5,15.638522570696434,3,3
41271|사사동,41271,사사동,P41271,,,0,1
41271|장상동,41271,장상동,Z41271-장상동,,15.0287622141858,1,1
41273|고잔동,41273,고잔동,Z41273-고잔동,4,15.910717008382047,25,27
41273|와동,41273,와동,Z41273-와동,6,15.504991178071911,3,2
41273|신길동,41273,신길동,Z41273-신길동,6,15.468804757429318,10,13
41273|초지동,41273,초지동,Z41273-고잔동,5,15.686163491544033,6,13
41273|원곡동,41273,원곡동,Z41273-고잔동,5,15.676827710894239,17,6
41273|선부동,41273,선부동,Z41273-고잔동,5,15.759718578949057,21,21
41281|주교동,41281,주교동,Z41281-주교동,6,15.275017224894048,2,6
41281|신원동,41281,신원동,Z41281-원흥동,4,15.892766402584513,2,9
41281|원흥동,41281,원흥동,Z41281-원흥동,4,16.0095736208372,8,12
41281|도내동,41281,도내동,Z41281-원흥동,4,16.048137062351408,7,5
41281|성사동,41281,성사동,Z41281-성사동,5,15.864093277246145,2,12
41281|지축동,41281,지축동,Z11380-진관동,4,16.180716832218557,10,12
41281|오금동,41281,오금동,P41281,,,0,10
41281|삼송동,41281,삼송동,Z41281-원흥동,4,16.170532847787655,4,5
41281|동산동,41281,동산동,Z41281-동산동,,16.035296170686138,1,3
41281|고양동,41281,고양동,Z41281-고양동,7,14.987552969914674,8,14
41281|관산동,41281,관산동,Z41281-관산동,6,15.250365938688558,6,6
41281|토당동,41281,토당동,Z41281-행신동,5,15.66227665670454,7,12
41281|화정동,41281,화정동,Z41281-화정동,6,15.48538082149527,4,21
41281|행신동,41281,행신동,Z41281-행신동,5,15.694157388555832,13,48
41281|덕은동,41281,덕은동,Z41281-덕은동,3,16.332835643114336,8,9
41281|향동동,41281,향동동,Z11440-상암동,4,16.13665882599424,10,10
41285|식사동,41285,식사동,Z41285-식사동,4,15.893411359474449,4,10
41285|중산동,41285,중산동,Z41287-일산동,6,15.333285018097495,14,21
41285|정발산동,41285,정발산동,P41285,,,0,11
41285|장항동,41285,장항동,Z41285-백석동,3,16.484141858491988,4,11
41285|마두동,41285,마두동,P41285,,,0,16
41285|백석동,41285,백석동,Z41285-백석동,3,16.25763841468335,2,17
41285|풍동,41285,풍동,Z41287-일산동,6,15.493941341885327,3,17
41285|사리현동,41285,사리현동,Z41285-사리현동,7,15.02686870391769,2,3
41285|성석동,41285,성석동,Z41285-성석동,7,15.02016715927192,2,1
41287|일산동,41287,일산동,Z41287-일산동,6,15.25812279025859,24,48
41287|주엽동,41287,주엽동,Z41287-일산동,5,15.606557319922423,32,39
41287|탄현동,41287,탄현동,Z41480-동패동,5,15.59822019167241,5,21
41287|대화동,41287,대화동,Z41287-대화동,4,15.997717503461566,2,23
41287|덕이동,41287,덕이동,Z41480-동패동,7,15.216581611286365,6,13
41287|가좌동,41287,가좌동,Z41287-가좌동,,15.637870467641045,1,6
41290|갈현동,41290,갈현동,Z41290-갈현동,2,16.867220546771424,6,11
41290|중앙동,41290,중앙동,Z41290-중앙동,1,17.15205162743529,4,3
41290|원문동,41290,원문동,Z41290-중앙동,1,17.153338846699064,4,2
41290|별양동,41290,별양동,Z41290-중앙동,1,17.14863918167797,6,2
41290|부림동,41290,부림동,Z41290-중앙동,1,17.16566163360639,2,1
41310|갈매동,41310,갈매동,Z41310-갈매동,4,16.01760251922361,12,10
41310|인창동,41310,인창동,Z41360-다산동,4,15.943386757866344,28,33
41310|교문동,41310,교문동,Z41360-다산동,4,15.952581212480746,9,15
41310|수택동,41310,수택동,Z41360-다산동,4,16.006121979408775,27,20
41310|토평동,41310,토평동,Z41360-다산동,4,16.029339793916364,6,9
41360|호평동,41360,호평동,Z41360-호평동,6,15.491731821766162,22,26
41360|평내동,41360,평내동,Z41360-호평동,6,15.391662492764908,17,17
41360|금곡동,41360,금곡동,Z41360-금곡동,6,15.270797790571116,7,8
41360|별내동,41360,별내동,Z41360-별내동,4,15.909723416964423,15,39
41360|다산동,41360,다산동,Z41360-다산동,4,16.079572755713336,44,52
41360|와부읍,41360,와부읍,Z41360-와부읍,5,15.701412834295704,16,25
41360|진접읍,41360,진접읍,Z41360-진접읍,7,15.24578543112613,30,39
41360|화도읍,41360,화도읍,Z41360-화도읍,6,15.349576909819744,56,48
41360|진건읍,41360,진건읍,Z41360-진건읍,7,14.97707112094662,15,12
41360|오남읍,41360,오남읍,Z41360-오남읍,7,14.9991869485196,28,32
41360|퇴계원읍,41360,퇴계원읍,Z41360-퇴계원읍,6,15.480518321553186,15,13
41360|별내면,41360,별내면,Z41360-별내면,7,15.145144885518674,11,10
41370|오산동,41370,오산동,Z41370-수청동,6,15.493863082507861,2,6
41370|부산동,41370,부산동,Z41370-수청동,5,15.578856623354858,6,5
41370|원동,41370,원동,Z41370-원동,6,15.262106875083177,18,21
41370|궐동,41370,궐동,Z41370-원동,7,15.235141339351756,7,9
41370|청학동,41370,청학동,P41370,,,0,2
41370|금암동,41370,금암동,Z41595-병점동,6,15.320742538472857,6,10
41370|수청동,41370,수청동,Z41370-수청동,6,15.435066600563959,9,8
41370|은계동,41370,은계동,Z41370-은계동,7,15.146235067929354,3,3
41370|내삼미동,41370,내삼미동,Z41597-반송동,5,15.66602548958606,3,4
41370|외삼미동,41370,외삼미동,Z41597-반송동,5,15.773423203653216,2,1
41370|양산동,41370,양산동,Z41595-병점동,6,15.437958707134388,3,3
41370|세교동,41370,세교동,Z41595-병점동,6,15.551700176037519,3,3
41370|지곶동,41370,지곶동,Z41370-지곶동,6,15.295270647089842,3,1
41370|서동,41370,서동,Z41370-서동,5,15.672867309678143,5,4
41370|탑동,41370,탑동,Z41370-탑동,5,15.594444857892858,2,2
41370|누읍동,41370,누읍동,Z41370-원동,7,14.971618368050368,2,4
41370|가수동,41370,가수동,Z41370-가수동,6,15.53423909090481,5,5
41370|고현동,41370,고현동,Z41370-고현동,6,15.352993973780945,2,2
41370|청호동,41370,청호동,Z41370-원동,7,15.088476233777161,3,4
41370|갈곶동,41370,갈곶동,Z41370-원동,7,15.126093097348468,7,8
41390|대야동,41390,대야동,Z41390-은행동,6,15.498178205098387,20,19
41390|신천동,41390,신천동,Z41390-은행동,6,15.439719787718687,11,9
41390|포동,41390,포동,P41390,,,0,2
41390|미산동,41390,미산동,Z41390-미산동,7,15.02159753034497,2,3
41390|은행동,41390,은행동,Z41390-은행동,5,15.725553313015503,26,24
41390|매화동,41390,매화동,Z41390-하중동,7,15.17605242298175,3,4
41390|도창동,41390,도창동,P41390,,,0,1
41390|능곡동,41390,능곡동,Z41390-능곡동,5,15.82801341080867,6,18
41390|하중동,41390,하중동,Z41390-하중동,7,14.951340962208892,2,5
41390|하상동,41390,하상동,Z41390-하중동,7,15.140940873087512,4,3
41390|광석동,41390,광석동,Z41390-광석동,5,15.808116192036874,2,1
41390|산현동,41390,산현동,Z41390-조남동,5,15.705850855864776,3,4
41390|조남동,41390,조남동,Z41390-조남동,5,15.751571452302255,8,16
41390|논곡동,41390,논곡동,Z41390-논곡동,6,15.317702940044777,7,3
41390|목감동,41390,목감동,Z41390-목감동,,15.521486397441022,1,3
41390|거모동,41390,거모동,Z41390-거모동,7,14.988906150713545,12,10
41390|군자동,41390,군자동,Z41390-군자동,4,15.963944971131061,3,3
41390|장현동,41390,장현동,Z41390-능곡동,5,15.618506100459255,11,12
41390|장곡동,41390,장곡동,Z41390-능곡동,6,15.364164092235981,6,17
41390|월곶동,41390,월곶동,Z28200-논현동,6,15.341551556410387,10,12
41390|정왕동,41390,정왕동,Z41390-정왕동,6,15.385357841642083,16,61
41390|죽율동,41390,죽율동,Z41273-신길동,6,15.438364027667017,4,2
41390|배곧동,41390,배곧동,Z41390-배곧동,5,15.757159942158733,13,16
41410|당동,41410,당동,Z41410-당동,5,15.703661872867395,9,19
41410|당정동,41410,당정동,Z41410-당정동,,15.591269685845887,1,7
41410|부곡동,41410,부곡동,Z41410-당동,5,15.695594355697587,3,9
41410|산본동,41410,산본동,Z41410-산본동,4,15.99941935932472,13,37
41410|금정동,41410,금정동,Z41410-당동,5,15.674699198482712,8,14
41410|대야미동,41410,대야미동,Z41410-당동,6,15.379949248175066,4,5
41410|도마교동,41410,도마교동,Z41410-당동,5,15.830413578506539,7,6
41430|고천동,41430,고천동,P41430,,,0,2
41430|삼동,41430,삼동,Z41410-당동,5,15.606091615145564,6,14
41430|왕곡동,41430,왕곡동,Z41430-오전동,6,15.553281196074249,2,5
41430|오전동,41430,오전동,Z41430-오전동,5,15.662883176615136,16,22
41430|학의동,41430,학의동,Z41430-학의동,4,16.087033640471766,8,8
41430|내손동,41430,내손동,Z41173-호계동,4,15.956788697881391,8,14
41430|청계동,41430,청계동,Z41430-학의동,4,16.09123741067145,4,5
41430|포일동,41430,포일동,Z41173-호계동,4,16.16210926964569,16,13
41430|초평동,41430,초평동,P41430,,,0,1
41450|창우동,41450,창우동,Z41450-덕풍동,4,15.979523367383823,4,4
41450|신장동,41450,신장동,Z41450-덕풍동,4,15.98063847914743,12,16
41450|덕풍동,41450,덕풍동,Z41450-덕풍동,4,15.93984537949391,26,29
41450|망월동,41450,망월동,Z11740-강일동,3,16.360456121784114,24,18
41450|풍산동,41450,풍산동,Z11740-강일동,3,16.331669751256378,11,13
41450|선동,41450,선동,Z11740-강일동,3,16.321863510853284,7,8
41450|감일동,41450,감일동,Z41450-감일동,3,16.40076123901038,2,6
41450|감이동,41450,감이동,Z11710-가락동,3,16.47615613820089,14,13
41450|학암동,41450,학암동,Z11710-장지동,2,16.605473352393687,2,12
41461|김량장동,41461,김량장동,Z41461-김량장동,4,15.99807797750052,5,11
41461|역북동,41461,역북동,Z41461-김량장동,5,15.757640662189669,16,11
41461|삼가동,41461,삼가동,Z41461-삼가동,6,15.27771823341569,5,8
41461|남동,41461,남동,Z41461-남동,,15.032787327916573,1,1
41461|유방동,41461,유방동,Z41461-포곡읍,7,14.971751959469021,7,5
41461|고림동,41461,고림동,Z41461-고림동,5,15.695020107474186,16,14
41461|마평동,41461,마평동,Z41461-마평동,7,14.912790448079827,6,5
41461|포곡읍,41461,포곡읍,Z41461-포곡읍,7,15.133384449582094,6,7
41461|모현읍,41461,모현읍,Z41461-모현읍,5,15.705850855864776,7,6
41461|이동읍,41461,이동읍,Z41461-이동읍,7,15.053086142746638,12,7
41461|남사읍,41461,남사읍,Z41461-남사읍,6,15.461512189673158,10,6
41461|양지읍,41461,양지읍,Z41461-양지읍,6,15.259262335777944,2,3
41463|신갈동,41463,신갈동,Z41463-신갈동,4,15.876023675782939,20,22
41463|구갈동,41463,구갈동,Z41463-신갈동,4,16.03833661707013,14,21
41463|상갈동,41463,상갈동,Z41463-상갈동,,15.836047396224794,1,5
41463|하갈동,41463,하갈동,Z41463-하갈동,,15.322889377349602,1,1
41463|보라동,41463,보라동,Z41463-보라동,6,15.46329249799498,6,11
41463|지곡동,41463,지곡동,P41463,,,0,1
41463|공세동,41463,공세동,Z41463-보라동,7,15.124636564566973,6,8
41463|고매동,41463,고매동,Z41463-보라동,7,14.981711781987496,6,5
41463|농서동,41463,농서동,P41463,,,0,1
41463|서천동,41463,서천동,Z41117-망포동,4,15.966790882432512,6,10
41463|영덕동,41463,영덕동,Z41463-영덕동,5,15.780706327274624,17,23
41463|언남동,41463,언남동,Z41463-신갈동,5,15.856183509819818,8,11
41463|마북동,41463,마북동,Z41465-죽전동,4,15.884480799776815,17,23
41463|청덕동,41463,청덕동,Z41463-중동,6,15.436782928045377,7,10
41463|동백동,41463,동백동,Z41463-중동,5,15.573984049558863,13,20
41463|중동,41463,중동,Z41463-중동,5,15.67587694728999,8,22
41463|상하동,41463,상하동,Z41463-상하동,6,15.288801495472486,4,11
41463|보정동,41463,보정동,Z41465-죽전동,4,15.940050650931626,9,20
41465|풍덕천동,41465,풍덕천동,Z41465-죽전동,3,16.194284789315866,19,36
41465|죽전동,41465,죽전동,Z41465-죽전동,4,15.987954101826487,34,55
41465|동천동,41465,동천동,Z41465-죽전동,3,16.230212949079025,21,25
41465|신봉동,41465,신봉동,Z41465-성복동,4,16.06836710678246,14,22
41465|성복동,41465,성복동,Z41465-성복동,4,16.06930548678889,11,24
41465|상현동,41465,상현동,Z41465-죽전동,4,16.11928541909391,31,46
41480|금촌동,41480,금촌동,Z41480-금촌동,7,14.864487730997388,3,30
41480|아동동,41480,아동동,P41480,,,0,8
41480|야동동,41480,야동동,P41480,,,0,1
41480|검산동,41480,검산동,P41480,,,0,2
41480|야당동,41480,야당동,Z41480-동패동,6,15.352743512550543,2,9
41480|다율동,41480,다율동,Z41480-다율동,5,15.587229276308882,3,14
41480|동패동,41480,동패동,Z41480-동패동,6,15.39754949621026,5,32
41480|당하동,41480,당하동,P41480,,,0,1
41480|문발동,41480,문발동,P41480,,,0,4
41480|목동동,41480,목동동,Z41480-동패동,6,15.466912669497408,19,19
41480|신촌동,41480,신촌동,P41480,,,0,1
41480|와동동,41480,와동동,Z41480-동패동,6,15.473067167195133,12,17
41480|금릉동,41480,금릉동,P41480,,,0,2
41480|문산읍,41480,문산읍,Z41480-문산읍,8,14.740204848996619,22,29
41480|파주읍,41480,파주읍,Z41480-파주읍,,14.602343222601542,1,3
41480|법원읍,41480,법원읍,Z41480-법원읍,8,14.48180731326132,2,3
41480|조리읍,41480,조리읍,Z41480-조리읍,6,15.270945310416277,2,12
41480|탄현면,41480,탄현면,P41480,,,0,2
41480|광탄면,41480,광탄면,Z41480-광탄면,,14.652551918184288,1,1
41500|창전동,41500,창전동,Z41500-창전동,8,14.510344080763538,2,4
41500|관고동,41500,관고동,Z41500-증포동,7,14.86645980379885,6,4
41500|중리동,41500,중리동,Z41500-중리동,,15.164665372134708,1,1
41500|증일동,41500,증일동,Z41500-증일동,,15.172357717757864,1,4
41500|안흥동,41500,안흥동,Z41500-증포동,8,14.848272309576487,4,5
41500|갈산동,41500,갈산동,Z41500-증포동,7,14.890025295053324,9,9
41500|증포동,41500,증포동,Z41500-증포동,7,15.171586435734456,14,18
41500|송정동,41500,송정동,Z41500-증포동,7,14.945375390136489,13,9
41500|사음동,41500,사음동,Z41500-사음동,7,14.878949415265726,2,1
41500|고담동,41500,고담동,Z41500-고담동,,14.605049584199286,1,1
41500|장호원읍,41500,장호원읍,Z41500-장호원읍,8,14.534085852798823,10,7
41500|부발읍,41500,부발읍,Z41500-부발읍,8,14.779312722219132,10,20
41500|신둔면,41500,신둔면,Z41500-증포동,7,14.979160583441502,6,4
41500|백사면,41500,백사면,Z41500-백사면,8,14.621639952352144,4,2
41500|호법면,41500,호법면,P41500,,,0,1
41500|마장면,41500,마장면,Z41500-마장면,6,15.348360241115202,3,6
41500|대월면,41500,대월면,Z41500-부발읍,7,14.883910731822578,10,6
41550|봉산동,41550,봉산동,Z41550-당왕동,8,14.375389820142953,2,1
41550|숭인동,41550,숭인동,Z41550-당왕동,8,14.52208075885636,3,1
41550|낙원동,41550,낙원동,P41550,,,0,1
41550|금산동,41550,금산동,Z41550-당왕동,8,14.519765024049562,4,3
41550|석정동,41550,석정동,Z41550-석정동,6,15.36436607742002,3,4
41550|아양동,41550,아양동,P41550,,,0,8
41550|금석동,41550,금석동,P41550,,,0,1
41550|옥산동,41550,옥산동,Z41550-옥산동,,15.331422412387552,1,3
41550|당왕동,41550,당왕동,Z41550-당왕동,8,14.71741255238633,11,7
41550|가사동,41550,가사동,Z41550-가사동,7,15.213785181901628,2,1
41550|신소현동,41550,신소현동,Z41550-당왕동,8,14.79404206839073,2,2
41550|중리동,41550,중리동,Z41550-중리동,,14.428118876040207,1,2
41550|공도읍,41550,공도읍,Z41550-공도읍,7,15.067196426567763,30,35
41550|보개면,41550,보개면,P41550,,,0,1
41550|금광면,41550,금광면,P41550,,,0,1
41550|미양면,41550,미양면,Z41550-미양면,8,14.396480269273965,2,2
41550|대덕면,41550,대덕면,Z41550-당왕동,8,14.747804458863317,6,3
41550|원곡면,41550,원곡면,Z41550-원곡면,7,14.986893339212141,2,1
41550|일죽면,41550,일죽면,P41550,,,0,1
41550|죽산면,41550,죽산면,P41550,,,0,1
41570|북변동,41570,북변동,Z41570-풍무동,6,15.2662812189151,8,12
41570|걸포동,41570,걸포동,Z41570-걸포동,4,15.876933594141432,11,7
41570|운양동,41570,운양동,Z41570-장기동,5,15.674263107253207,8,22
41570|장기동,41570,장기동,Z41570-장기동,5,15.578078221091525,7,30
41570|감정동,41570,감정동,Z41570-풍무동,7,15.22096541682324,7,12
41570|사우동,41570,사우동,Z41570-풍무동,6,15.28021657110333,13,10
41570|풍무동,41570,풍무동,Z41570-풍무동,6,15.330805154029026,20,20
41570|마산동,41570,마산동,Z41570-구래동,6,15.44789740338392,11,12
41570|구래동,41570,구래동,Z41570-구래동,6,15.546428367936084,15,19
41570|통진읍,41570,통진읍,Z41570-통진읍,6,15.379173688635234,8,15
41570|고촌읍,41570,고촌읍,Z41570-고촌읍,5,15.766086675187978,17,21
41570|양촌읍,41570,양촌읍,Z41570-구래동,6,15.36521164383123,10,18
41591|새솔동,41591,새솔동,Z41271-사동,5,15.621552466477972,5,12
41591|우정읍,41591,우정읍,Z41591-우정읍,6,15.332684493660393,3,5
41591|향남읍,41591,향남읍,Z41591-향남읍,6,15.270797790571116,11,37
41591|남양읍,41591,남양읍,Z41591-남양읍,6,15.441755588714756,29,29
41591|송산면,41591,송산면,P41591,,,0,2
41591|팔탄면,41591,팔탄면,P41591,,,0,1
41591|장안면,41591,장안면,Z41591-장안면,,14.70430814925823,1,1
41593|기안동,41593,기안동,Z41593-봉담읍,7,14.905653425814412,6,7
41593|봉담읍,41593,봉담읍,Z41593-봉담읍,7,15.236866096189868,48,49
41593|매송면,41593,매송면,P41593,,,0,1
41593|비봉면,41593,비봉면,Z41593-비봉면,6,15.464688799047888,5,8
41593|정남면,41593,정남면,Z41593-정남면,8,14.793615822619758,2,2
41595|진안동,41595,진안동,Z41595-병점동,6,15.317821168449893,4,7
41595|병점동,41595,병점동,Z41595-병점동,6,15.455086986684499,22,28
41595|능동,41595,능동,Z41597-반송동,5,15.720394802375143,4,4
41595|기산동,41595,기산동,Z41595-기산동,6,15.536777580080717,4,5
41595|반월동,41595,반월동,Z41117-망포동,5,15.838318758013653,19,14
41595|반정동,41595,반정동,Z41595-반정동,4,16.069840716132234,6,2
41595|송산동,41595,송산동,Z41595-안녕동,7,14.9730844047028,5,4
41595|안녕동,41595,안녕동,Z41595-안녕동,7,15.117225647063147,7,8
41597|능동,41597,능동,Z41597-반송동,5,15.778227825335968,9,17
41597|반송동,41597,반송동,Z41597-반송동,4,15.907704831194764,14,31
41597|석우동,41597,석우동,P41597,,,0,4
41597|청계동,41597,청계동,Z41597-영천동,3,16.207463824432192,22,19
41597|영천동,41597,영천동,Z41597-영천동,4,15.90837511997625,17,23
41597|신동,41597,신동,Z41597-신동,,15.820192024435,1,11
41597|목동,41597,목동,Z41597-여울동,4,15.888597492367577,11,10
41597|산척동,41597,산척동,Z41597-여울동,4,15.962900804962725,6,16
41597|장지동,41597,장지동,Z41597-여울동,4,15.961712757967033,16,20
41597|송동,41597,송동,Z41597-여울동,4,16.13218511583362,3,3
41597|여울동,41597,여울동,Z41597-여울동,3,16.40723008684983,14,25
41610|경안동,41610,경안동,Z41610-탄벌동,7,15.088476233777161,3,4
41610|쌍령동,41610,쌍령동,Z41610-초월읍,6,15.313138605880749,8,7
41610|송정동,41610,송정동,Z41610-송정동,5,15.711555168498778,2,8
41610|회덕동,41610,회덕동,Z41610-탄벌동,7,15.239765681323387,5,2
41610|탄벌동,41610,탄벌동,Z41610-탄벌동,6,15.39043096551566,11,11
41610|목현동,41610,목현동,Z41610-목현동,,14.910146698252744,1,1
41610|삼동,41610,삼동,Z41610-삼동,4,15.963944971131061,3,2
41610|태전동,41610,태전동,Z41610-태전동,5,15.618614168575524,15,20
41610|장지동,41610,장지동,Z41610-장지동,6,15.50658170949784,2,3
41610|역동,41610,역동,Z41610-태전동,4,15.940358165829302,9,6
41610|고산동,41610,고산동,Z41610-고산동,4,15.921385356712266,7,5
41610|신현동,41610,신현동,Z41610-신현동,5,15.766509776527059,13,11
41610|능평동,41610,능평동,Z41610-능평동,,15.270797790571116,1,5
41610|문형동,41610,문형동,Z41610-문형동,8,14.822773068044155,3,3
41610|추자동,41610,추자동,Z41610-추자동,6,15.377143035053724,2,1
41610|매산동,41610,매산동,Z41610-매산동,,14.8184157626752,1,1
41610|양벌동,41610,양벌동,Z41610-양벌동,7,15.228974824436092,9,9
41610|초월읍,41610,초월읍,Z41610-초월읍,6,15.536707391451378,15,18
41610|곤지암읍,41610,곤지암읍,Z41610-곤지암읍,7,15.125290206899878,5,6
41610|도척면,41610,도척면,Z41610-도척면,,14.626440774180603,1,1
41630|산북동,41630,산북동,Z41630-산북동,,14.547334576698086,1,1
41630|광사동,41630,광사동,Z41630-삼숭동,7,15.107284665562815,4,7
41630|만송동,41630,만송동,Z41630-만송동,,15.304407397563532,1,6
41630|삼숭동,41630,삼숭동,Z41630-삼숭동,8,14.832259472602672,22,12
41630|고읍동,41630,고읍동,Z41630-삼숭동,7,15.150952685801236,6,7
41630|덕정동,41630,덕정동,Z41630-덕정동,7,15.16493810225937,8,9
41630|옥정동,41630,옥정동,Z41630-옥정동,6,15.45467750535095,24,40
41630|고암동,41630,고암동,P41630,,,0,7
41630|덕계동,41630,덕계동,Z41630-덕계동,7,14.9374577503981,18,23
41630|회정동,41630,회정동,Z41630-회정동,7,15.111268219588036,6,4
41630|백석읍,41630,백석읍,Z41630-백석읍,8,14.632074591898858,13,18
41630|광적면,41630,광적면,Z41630-광적면,8,14.714706856479129,7,4
41630|장흥면,41630,장흥면,Z41630-장흥면,7,15.215085194174314,2,6
41650|신읍동,41650,신읍동,Z41650-신읍동,8,14.453087887369408,15,12
41650|어룡동,41650,어룡동,Z41650-어룡동,7,15.209606677731694,4,2
41650|선단동,41650,선단동,Z41650-선단동,,14.631717831281447,1,1
41650|소흘읍,41650,소흘읍,Z41650-소흘읍,8,14.63355229783966,16,16
41650|군내면,41650,군내면,Z41650-군내면,7,15.186428639377917,8,5
41650|신북면,41650,신북면,Z41650-신북면,8,13.745306299291025,3,5
41650|일동면,41650,일동면,Z41650-일동면,8,14.783229982558282,2,1
41670|홍문동,41670,홍문동,Z41670-홍문동,8,14.585397874437447,6,4
41670|하동,41670,하동,P41670,,,0,1
41670|교동,41670,교동,Z41670-교동,6,15.45775285714973,12,9
41670|월송동,41670,월송동,Z41670-홍문동,8,14.639581567741661,3,3
41670|점봉동,41670,점봉동,Z41670-점봉동,8,14.343963382051005,2,3
41670|멱곡동,41670,멱곡동,Z41670-멱곡동,8,14.657847073334768,2,1
41670|연양동,41670,연양동,Z41670-연양동,,14.605049584199286,1,1
41670|천송동,41670,천송동,Z41670-천송동,6,15.436503079670487,3,3
41670|오학동,41670,오학동,Z41670-오학동,7,14.955886039683943,4,4
41670|현암동,41670,현암동,Z41670-오학동,7,15.00509462483811,3,4
41670|가남읍,41670,가남읍,Z41670-가남읍,8,14.230946133438714,2,4
41800|연천읍,41800,연천읍,P41800,,,0,3
41800|전곡읍,41800,전곡읍,P41800,,,0,9
41800|청산면,41800,청산면,P41800,,,0,1
41820|가평읍,41820,가평읍,P41820,,,0,12
41820|설악면,41820,설악면,P41820,,,0,2
41820|청평면,41820,청평면,P41820,,,0,6
41830|양평읍,41830,양평읍,P41830,,,0,20
41830|강상면,41830,강상면,P41830,,,0,4
41830|양서면,41830,양서면,P41830,,,0,1
41830|용문면,41830,용문면,P41830,,,0,2
