kosis_code,sido,sigungu,lawd_cd,level,year,persons,total_salary_mw,salary_per_person_mw
A0326,경기,이천시,41500,시군구,2023,100352,4550948.0,45.35
A0327,경기,파주시,41480,시군구,2016,159558,5035335.0,31.558
A0327,경기,파주시,41480,시군구,2017,168677,5557633.0,32.948
A0327,경기,파주시,41480,시군구,2018,174611,6002584.0,34.377
A0327,경기,파주시,41480,시군구,2019,181026,6226763.0,34.397
A0327,경기,파주시,41480,시군구,2020,189476,6575881.0,34.706
A0327,경기,파주시,41480,시군구,2021,200829,7332436.0,36.511
A0327,경기,파주시,41480,시군구,2022,207676,8139835.0,39.195
A0327,경기,파주시,41480,시군구,2023,215868,8430039.0,39.052
A0328,경기,평택시,41220,시군구,2016,178075,5774764.0,32.429
A0328,경기,평택시,41220,시군구,2017,185301,6323962.0,34.128
A0328,경기,평택시,41220,시군구,2018,197363,6985459.0,35.394
A0328,경기,평택시,41220,시군구,2019,211275,7632884.0,36.128
A0328,경기,평택시,41220,시군구,2020,230630,8378796.0,36.33
A0328,경기,평택시,41220,시군구,2021,246037,9443483.0,38.382
A0328,경기,평택시,41220,시군구,2022,257706,10534745.0,40.879
A0328,경기,평택시,41220,시군구,2023,264662,11171624.0,42.211
A0329,경기,포천시,41650,시군구,2016,56192,1330969.0,23.686
A0329,경기,포천시,41650,시군구,2017,56438,1428228.0,25.306
A0329,경기,포천시,41650,시군구,2018,57584,1530308.0,26.575
A0329,경기,포천시,41650,시군구,2019,59251,1648956.0,27.83
A0329,경기,포천시,41650,시군구,2020,61391,1742359.0,28.381
A0329,경기,포천시,41650,시군구,2021,61269,1817543.0,29.665
A0329,경기,포천시,41650,시군구,2022,61224,1880288.0,30.712
A0329,경기,포천시,41650,시군구,2023,61353,1955636.0,31.875
A0330,경기,하남시,41450,시군구,2016,82814,2846178.0,34.368
A0330,경기,하남시,41450,시군구,2017,91559,3327979.0,36.348
A0330,경기,하남시,41450,시군구,2018,104683,3932121.0,37.562
A0330,경기,하남시,41450,시군구,2019,117128,4504521.0,38.458
A0330,경기,하남시,41450,시군구,2020,129803,5285588.0,40.72
A0330,경기,하남시,41450,시군구,2021,136873,5970802.0,43.623
A0330,경기,하남시,41450,시군구,2022,141670,6551902.0,46.248
A0330,경기,하남시,41450,시군구,2023,143491,6823809.0,47.556
A0331,경기,화성시,41591,시(구 합산),2016,288474,11305947.0,39.192
A0331,경기,화성시,41591,시(구 합산),2017,319260,13368629.0,41.874
A0331,경기,화성시,41591,시(구 합산),2018,354374,15387681.0,43.422
A0331,경기,화성시,41591,시(구 합산),2019,381154,16446290.0,43.149
A0331,경기,화성시,41591,시(구 합산),2020,400793,18169219.0,45.333
A0331,경기,화성시,41591,시(구 합산),2021,418991,20509502.0,48.95
A0331,경기,화성시,41591,시(구 합산),2022,447154,22676769.0,50.714
A0331,경기,화성시,41591,시(구 합산),2023,470583,23573444.0,50.094
A0331,경기,화성시,41593,시(구 합산),2016,288474,11305947.0,39.192
A0331,경기,화성시,41593,시(구 합산),2017,319260,13368629.0,41.874
A0331,경기,화성시,41593,시(구 합산),2018,354374,15387681.0,43.422
A0331,경기,화성시,41593,시(구 합산),2019,381154,16446290.0,43.149
A0331,경기,화성시,41593,시(구 합산),2020,400793,18169219.0,45.333
A0331,경기,화성시,41593,시(구 합산),2021,418991,20509502.0,48.95
A0331,경기,화성시,41593,시(구 합산),2022,447154,22676769.0,50.714
A0331,경기,화성시,41593,시(구 합산),2023,470583,23573444.0,50.094
A0331,경기,화성시,41595,시(구 합산),2016,288474,11305947.0,39.192
A0331,경기,화성시,41595,시(구 합산),2017,319260,13368629.0,41.874
A0331,경기,화성시,41595,시(구 합산),2018,354374,15387681.0,43.422
A0331,경기,화성시,41595,시(구 합산),2019,381154,16446290.0,43.149
A0331,경기,화성시,41595,시(구 합산),2020,400793,18169219.0,45.333
A0331,경기,화성시,41595,시(구 합산),2021,418991,20509502.0,48.95
A0331,경기,화성시,41595,시(구 합산),2022,447154,22676769.0,50.714
A0331,경기,화성시,41595,시(구 합산),2023,470583,23573444.0,50.094
A0331,경기,화성시,41597,시(구 합산),2016,288474,11305947.0,39.192
A0331,경기,화성시,41597,시(구 합산),2017,319260,13368629.0,41.874
A0331,경기,화성시,41597,시(구 합산),2018,354374,15387681.0,43.422
A0331,경기,화성시,41597,시(구 합산),2019,381154,16446290.0,43.149
A0331,경기,화성시,41597,시(구 합산),2020,400793,18169219.0,45.333
A0331,경기,화성시,41597,시(구 합산),2021,418991,20509502.0,48.95
A0331,경기,화성시,41597,시(구 합산),2022,447154,22676769.0,50.714
A0331,경기,화성시,41597,시(구 합산),2023,470583,23573444.0,50.094
A0331,경기,화성시,41590,시(구 합산),2016,288474,11305947.0,39.192
A0331,경기,화성시,41590,시(구 합산),2017,319260,13368629.0,41.874
A0331,경기,화성시,41590,시(구 합산),2018,354374,15387681.0,43.422
A0331,경기,화성시,41590,시(구 합산),2019,381154,16446290.0,43.149
A0331,경기,화성시,41590,시(구 합산),2020,400793,18169219.0,45.333
A0331,경기,화성시,41590,시(구 합산),2021,418991,20509502.0,48.95
A0331,경기,화성시,41590,시(구 합산),2022,447154,22676769.0,50.714
A0331,경기,화성시,41590,시(구 합산),2023,470583,23573444.0,50.094
A0203,인천,미추홀구,28177,시군구,2016,143705,3713003.0,25.838
A0203,인천,미추홀구,28177,시군구,2017,144741,3915098.0,27.049
A0203,인천,미추홀구,28177,시군구,2018,147167,4145262.0,28.167
A0203,인천,미추홀구,28177,시군구,2019,148371,4297516.0,28.965
A0203,인천,미추홀구,28177,시군구,2020,152848,4507073.0,29.487
A0203,인천,미추홀구,28177,시군구,2021,157508,4862081.0,30.869
A0203,인천,미추홀구,28177,시군구,2022,161412,5266320.0,32.627
A0203,인천,미추홀구,28177,시군구,2023,164961,5605792.0,33.983
