follower_id,follower_band,leader_id,leader_band,kind,months,current_ratio,hist_p10,hist_p25,hist_median,hist_p75,hist_p90,regime_now,regime_normal,normal_used,normal_basis,observed_gap,structural_gap,recoverable_gap,structural_flags,episodes,successes,transmission_p,transmission_status,catchup_median,leader_move,follower_start,mispricing,mispricing_status,size_premium,follower_name,leader_name
2238,59,1587,59,UPPER_GRADE,61,0.5778541387297331,0.5854809764030745,0.654967667013991,0.6938559322033898,0.770298076923077,0.797032967032967,상승초기,0.6600397614314115,0.6600397614314115,현 국면(상승초기) 과거 중앙값,0.12451616933416938,0.01245161693341694,0.11206455240075244,세대수(대단지) 격차,1,1,1.0,PROXY,1.7532,PARTIAL,P25↑|Median↑|거래량↑,0.0784451866805267,PROXY(구조 플래그),,노원 센트럴푸르지오,래미안위브
2238,84,2003,84,GRADE,63,1.98733228097869,1.7481578947368421,1.9254807692307692,1.9857142857142858,2.044526315789474,2.115254237288136,상승초기,1.9669811320754718,1.9669811320754718,현 국면(상승초기) 과거 중앙값,-0.010346387451995826,0.0,0.0,,1,0,0.0,PROXY,0.2336,NONE,P25↑|Median↑|거래량↑|Gap 축소,0.0,PROXY,,노원 센트럴푸르지오,수유극동아파트
2261,84,2324,84,LOCAL,175,0.7497172217943782,0.643247198007472,0.7009267001114827,0.7571081309917242,0.8072916666666667,0.873086266109828,상승초기,0.7644424934152765,0.7644424934152765,현 국면(상승초기) 과거 중앙값,0.019262759131966446,0.003852551826393288,0.015410207305573157,연식·상품성 격차|세대수(대단지) 격차,2,2,1.0,PROXY,2.0,CONFIRMED,,0.007705103652786579,PROXY(구조 플래그),,노원우성,중계한화꿈에그린
2261,84,2003,84,GRADE,182,1.2075471698113207,1.0732804232804234,1.1320638238026086,1.1778131929046562,1.2661166007905138,1.3761721138953973,상승초기,1.1636363636363636,1.1636363636363636,현 국면(상승초기) 과거 중앙값,-0.037735849056603786,0.0,0.0,세대수(대단지) 격차,2,2,1.0,PROXY,1.6120999999999999,NONE,,0.0,PROXY(구조 플래그),,노원우성,수유극동아파트
2261,84,2329,74,BUYER_CHOICE,173,0.8342796619190564,0.9051501725252142,0.9517441860465117,1.001564945226917,1.0662280701754385,1.0977789858915878,상승초기,1.0,1.0,현 국면(상승초기) 과거 중앙값,0.16572033808094355,0.016572033808094355,0.1491483042728492,세대수(대단지) 격차,3,3,1.0,VERIFIED,2.0,CONFIRMED,,0.0745741521364246,PROXY(구조 플래그),1.3717511019036246,노원우성,중계건영2차
2173,84,1739,84,LOCAL,91,0.7617647058823529,0.773109243697479,0.7998214285714286,0.8421691364333163,0.8681825657894737,0.9004826502927317,상승초기,0.8054298642533937,0.8054298642533937,현 국면(상승초기) 과거 중앙값,0.0542134831460675,0.00542134831460675,0.04879213483146075,세대수(대단지) 격차,2,2,1.0,PROXY,1.31965,PARTIAL,P25↑|Median↑|거래량↑,0.03415449438202252,PROXY(구조 플래그),,노원프레미어스엠코,e편한세상화랑대아파트
2173,84,7119,84,GRADE,83,1.0601778385772913,0.9923859533967838,1.0256390977443608,1.0499854756717502,1.097724599354529,1.1337694980409552,상승초기,1.06875,1.06875,현 국면(상승초기) 과거 중앙값,0.008020735834113477,0.0016041471668226948,0.0064165886672907825,학군(학원가 밀도 격차)|세대수(대단지) 격차,2,1,0.5,PROXY,1.16765,CONFIRMED,P25↑|Median↑|거래량↑|Gap 축소,0.0032082943336453913,PROXY(구조 플래그),,노원프레미어스엠코,갈매역 아이파크
2275,84,2324,84,LOCAL,212,0.8784306826178747,0.7445541666666666,0.7889166666666667,0.8445751633986929,0.8825865300714216,0.9636392914653784,상승초기,0.85,0.85,현 국면(상승초기) 과거 중앙값,-0.033447861903382045,0.0,0.0,,4,3,0.75,VERIFIED,1.99545,CONFIRMED,P25↑|Median↑|Gap 축소,0.0,VERIFIED,,노원현대아파트,중계한화꿈에그린
2275,84,2003,84,GRADE,227,1.4091817942646672,1.21875,1.2724252272246883,1.34092737244474,1.4,1.5159783037475345,상승초기,1.3255434782608695,1.3255434782608695,현 국면(상승초기) 과거 중앙값,-0.06309737656703064,0.0,0.0,,5,4,0.8,VERIFIED,2.0,NONE,P25↑|Median↑|Gap 축소,0.0,VERIFIED,,노원현대아파트,수유극동아파트
2275,84,2238,59,BUYER_CHOICE,62,0.8268693596905887,0.8268156424581006,0.8475609756097561,0.8896551724137931,0.931740614334471,1.0246913580246915,상승초기,0.8549618320610687,0.8549618320610687,현 국면(상승초기) 과거 중앙값,0.03285815964761495,0.03285815964761495,0.0,연식·상품성 격차|세대수(대단지) 격차,1,0,0.0,PROXY,-0.34,CONFIRMED,P25↑|Median↑,0.0,PROXY(구조 플래그),1.7361383187122053,노원현대아파트,노원 센트럴푸르지오
2373,59,3006,59,GRADE,122,0.504201871657754,0.5231854838709677,0.5367395256415677,0.5569168743585984,0.5784568179259093,0.5937543859649123,상승확산,0.5571468808128612,0.5571468808128612,현 국면(상승확산) 과거 중앙값,0.0950288173162919,0.01900576346325837,0.07602305385303353,연식·상품성 격차|세대수(대단지) 격차,3,3,1.0,VERIFIED,2.0,PARTIAL,P25↑|Median↑,0.05321613769712347,PROXY(구조 플래그),,녹번JR아파트,강서힐스테이트아파트
2373,59,2526,59,UPPER_GRADE,163,0.46299999999999997,0.5123161764705882,0.5450757575757575,0.5701754385964912,0.592911877394636,0.6060098127418158,상승확산,0.559662572103171,0.559662572103171,현 국면(상승확산) 과거 중앙값,0.1727158057754697,0.0,0.1727158057754697,,4,3,0.75,VERIFIED,2.0,PARTIAL,P25↑|Median↑,0.09067579803212159,VERIFIED,,녹번JR아파트,돈의문센트레빌
2373,59,2388,59,BUYER_CHOICE,174,0.7895385493472793,0.6978642756516528,0.7063923395445135,0.737421218487395,0.7677966101694915,0.7831349374001753,상승확산,0.7415254237288136,0.7415254237288136,현 국면(상승확산) 과거 중앙값,-0.06474912940547375,0.0,0.0,세대수(대단지) 격차|최근 철도 개통(과거 비율 신뢰도 하향),5,3,0.6,VERIFIED,2.0,PARTIAL,P25↑|Median↑,0.0,PROXY(구조 플래그),,녹번JR아파트,북한산힐스테이트3차아파트
2373,84,2594,84,LOCAL,104,0.531257479245931,0.5802500906125408,0.5997641509433962,0.6353046594982079,0.64737955346651,0.665,상승확산,0.6223744292237443,0.6223744292237443,현 국면(상승확산) 과거 중앙값,0.14640214266427812,0.014640214266427809,0.1317619283978503,세대수(대단지) 격차,2,2,1.0,PROXY,1.8777,PARTIAL,거래량↑,0.09223334987849521,PROXY(구조 플래그),,녹번JR아파트,DMC래미안e편한세상
