ym,sido,sigungu,lawd_cd,level,unsold
200803,서울,중랑구,11260,시군구,
200803,서울,성북구,11290,시군구,
200803,서울,강북구,11305,시군구,
200803,서울,도봉구,11320,시군구,
200803,서울,노원구,11350,시군구,
200803,서울,은평구,11380,시군구,
200803,서울,서대문구,11410,시군구,
200803,서울,마포구,11440,시군구,
200803,서울,양천구,11470,시군구,220
200803,서울,강서구,11500,시군구,
200803,서울,구로구,11530,시군구,
200803,서울,금천구,11545,시군구,
200803,서울,영등포구,11560,시군구,
200803,서울,동작구,11590,시군구,326
200803,서울,관악구,11620,시군구,
200803,서울,서초구,11650,시군구,
200803,서울,강남구,11680,시군구,19
200803,서울,송파구,11710,시군구,
200803,서울,강동구,11740,시군구,55
200803,부산,계,,시도,13289
200803,대구,계,,시도,15557
200803,인천,계,,시도,1594
200803,인천,중구,28110,시군구,0
200803,인천,동구,28140,시군구,0
200803,인천,미추홀구,28177,시군구,460
200803,인천,연수구,28185,시군구,46
200803,인천,남동구,28200,시군구,0
200803,인천,부평구,28237,시군구,108
200803,인천,계양구,28245,시군구,210
200803,인천,서구,28260,시군구,770
200803,인천,강화군,28710,시군구,0
200803,인천,옹진군,28720,시군구,
200803,광주,계,,시도,8009
200803,대전,계,,시도,2890
200803,울산,계,,시도,8496
200803,경기,계,,시도,20685
200803,경기,수원시,41111,시(구 합산),3033
200803,경기,수원시,41113,시(구 합산),3033
200803,경기,수원시,41115,시(구 합산),3033
200803,경기,수원시,41117,시(구 합산),3033
200803,경기,성남시,41131,시(구 합산),0
200803,경기,성남시,41133,시(구 합산),0
200803,경기,성남시,41135,시(구 합산),0
200803,경기,의정부시,41150,시군구,45
200803,경기,안양시,41171,시(구 합산),0
200803,경기,안양시,41173,시(구 합산),0
200803,경기,부천시,41192,시(구 합산),224
200803,경기,부천시,41194,시(구 합산),224
200803,경기,부천시,41196,시(구 합산),224
200803,경기,부천시,41190,시(구 합산),224
200803,경기,광명시,41210,시군구,0
200803,경기,평택시,41220,시군구,502
200803,경기,동두천시,41250,시군구,0
200803,경기,안산시,41271,시(구 합산),0
200803,경기,안산시,41273,시(구 합산),0
200803,경기,고양시,41281,시(구 합산),6356
200803,경기,고양시,41285,시(구 합산),6356
200803,경기,고양시,41287,시(구 합산),6356
200803,경기,과천시,41290,시군구,0
200803,경기,구리시,41310,시군구,118
200803,경기,남양주시,41360,시군구,2677
200803,경기,오산시,41370,시군구,487
200803,경기,시흥시,41390,시군구,13
200803,경기,군포시,41410,시군구,182
200803,경기,의왕시,41430,시군구,0
200803,경기,하남시,41450,시군구,189
200803,경기,용인시,41461,시(구 합산),0
200803,경기,용인시,41463,시(구 합산),0
200803,경기,용인시,41465,시(구 합산),0
200803,경기,파주시,41480,시군구,1367
200803,경기,이천시,41500,시군구,1167
200803,경기,안성시,41550,시군구,1054
200803,경기,김포시,41570,시군구,1536
200803,경기,양주시,41630,시군구,720
200803,경기,여주시,41670,시군구,
200803,경기,화성시,41591,시(구 합산),106
200803,경기,화성시,41593,시(구 합산),106
200803,경기,화성시,41595,시(구 합산),106
200803,경기,화성시,41597,시(구 합산),106
200803,경기,화성시,41590,시(구 합산),106
200803,경기,광주시,41610,시군구,
200803,경기,연천군,41800,시군구,
200803,경기,포천시,41650,시군구,78
200803,경기,가평군,41820,시군구,23
200803,경기,양평군,41830,시군구,576
200803,강원,계,,시도,6239
200803,충북,계,,시도,5459
200803,충남,계,,시도,15633
200803,전북,계,,시도,4120
200803,전남,계,,시도,4116
200803,경북,계,,시도,10844
200803,경남,계,,시도,13872
200803,제주,계,,시도,155
200804,서울,계,,시도,764
200804,서울,종로구,11110,시군구,62
200804,서울,중구,11140,시군구,70
200804,서울,용산구,11170,시군구,
200804,서울,성동구,11200,시군구,
200804,서울,광진구,11215,시군구,24
200804,서울,동대문구,11230,시군구,
200804,서울,중랑구,11260,시군구,
200804,서울,성북구,11290,시군구,
200804,서울,강북구,11305,시군구,
200804,서울,도봉구,11320,시군구,
200804,서울,노원구,11350,시군구,
200804,서울,은평구,11380,시군구,
200804,서울,서대문구,11410,시군구,
200804,서울,마포구,11440,시군구,
200804,서울,양천구,11470,시군구,157
200804,서울,강서구,11500,시군구,63
200804,서울,구로구,11530,시군구,
200804,서울,금천구,11545,시군구,
200804,서울,영등포구,11560,시군구,
200804,서울,동작구,11590,시군구,319
200804,서울,관악구,11620,시군구,
200804,서울,서초구,11650,시군구,
200804,서울,강남구,11680,시군구,19
200804,서울,송파구,11710,시군구,
200804,서울,강동구,11740,시군구,50
200804,부산,계,,시도,13642
200804,대구,계,,시도,15873
200804,인천,계,,시도,1365
200804,인천,중구,28110,시군구,0
200804,인천,동구,28140,시군구,0
200804,인천,미추홀구,28177,시군구,387
200804,인천,연수구,28185,시군구,46
200804,인천,남동구,28200,시군구,0
200804,인천,부평구,28237,시군구,99
200804,인천,계양구,28245,시군구,168
200804,인천,서구,28260,시군구,665
200804,인천,강화군,28710,시군구,0
200804,인천,옹진군,28720,시군구,0
200804,광주,계,,시도,7279
200804,대전,계,,시도,2343
200804,울산,계,,시도,9105
200804,경기,계,,시도,18104
200804,경기,수원시,41111,시(구 합산),2963
200804,경기,수원시,41113,시(구 합산),2963
200804,경기,수원시,41115,시(구 합산),2963
200804,경기,수원시,41117,시(구 합산),2963
200804,경기,성남시,41131,시(구 합산),0
200804,경기,성남시,41133,시(구 합산),0
200804,경기,성남시,41135,시(구 합산),0
200804,경기,의정부시,41150,시군구,9
200804,경기,안양시,41171,시(구 합산),0
200804,경기,안양시,41173,시(구 합산),0
200804,경기,부천시,41192,시(구 합산),107
200804,경기,부천시,41194,시(구 합산),107
200804,경기,부천시,41196,시(구 합산),107
200804,경기,부천시,41190,시(구 합산),107
200804,경기,광명시,41210,시군구,0
200804,경기,평택시,41220,시군구,507
200804,경기,동두천시,41250,시군구,0
200804,경기,안산시,41271,시(구 합산),0
200804,경기,안산시,41273,시(구 합산),0
200804,경기,고양시,41281,시(구 합산),5676
200804,경기,고양시,41285,시(구 합산),5676
200804,경기,고양시,41287,시(구 합산),5676
200804,경기,과천시,41290,시군구,0
200804,경기,구리시,41310,시군구,41
200804,경기,남양주시,41360,시군구,2393
200804,경기,오산시,41370,시군구,397
200804,경기,시흥시,41390,시군구,7
200804,경기,군포시,41410,시군구,173
200804,경기,의왕시,41430,시군구,0
200804,경기,하남시,41450,시군구,179
200804,경기,용인시,41461,시(구 합산),0
200804,경기,용인시,41463,시(구 합산),0
200804,경기,용인시,41465,시(구 합산),0
200804,경기,파주시,41480,시군구,1169
200804,경기,이천시,41500,시군구,1178
200804,경기,안성시,41550,시군구,886
200804,경기,김포시,41570,시군구,1231
200804,경기,양주시,41630,시군구,475
200804,경기,여주시,41670,시군구,
200804,경기,화성시,41591,시(구 합산),105
200804,경기,화성시,41593,시(구 합산),105
200804,경기,화성시,41595,시(구 합산),105
200804,경기,화성시,41597,시(구 합산),105
200804,경기,화성시,41590,시(구 합산),105
200804,경기,광주시,41610,시군구,
200804,경기,연천군,41800,시군구,192
200804,경기,포천시,41650,시군구,78
200804,경기,가평군,41820,시군구,23
200804,경기,양평군,41830,시군구,315
200804,강원,계,,시도,6264
200804,충북,계,,시도,5688
200804,충남,계,,시도,16227
200804,전북,계,,시도,3756
200804,전남,계,,시도,3890
200804,경북,계,,시도,11858
200804,경남,계,,시도,13549
200804,제주,계,,시도,152
200805,서울,계,,시도,1016
200805,서울,종로구,11110,시군구,61
200805,서울,중구,11140,시군구,65
200805,서울,용산구,11170,시군구,
200805,서울,성동구,11200,시군구,
200805,서울,광진구,11215,시군구,22
200805,서울,동대문구,11230,시군구,
200805,서울,중랑구,11260,시군구,
200805,서울,성북구,11290,시군구,
200805,서울,강북구,11305,시군구,
200805,서울,도봉구,11320,시군구,
200805,서울,노원구,11350,시군구,
200805,서울,은평구,11380,시군구,
200805,서울,서대문구,11410,시군구,
200805,서울,마포구,11440,시군구,
200805,서울,양천구,11470,시군구,148
200805,서울,강서구,11500,시군구,63
200805,서울,구로구,11530,시군구,
200805,서울,금천구,11545,시군구,
200805,서울,영등포구,11560,시군구,
200805,서울,동작구,11590,시군구,599
200805,서울,관악구,11620,시군구,
200805,서울,서초구,11650,시군구,
200805,서울,강남구,11680,시군구,19
200805,서울,송파구,11710,시군구,
200805,서울,강동구,11740,시군구,39
200805,부산,계,,시도,12611
200805,대구,계,,시도,16590
200805,인천,계,,시도,1116
200805,인천,중구,28110,시군구,0
200805,인천,동구,28140,시군구,0
200805,인천,미추홀구,28177,시군구,363
200805,인천,연수구,28185,시군구,46
200805,인천,남동구,28200,시군구,0
200805,인천,부평구,28237,시군구,98
200805,인천,계양구,28245,시군구,76
200805,인천,서구,28260,시군구,533
200805,인천,강화군,28710,시군구,0
200805,인천,옹진군,28720,시군구,0
200805,광주,계,,시도,6952
200805,대전,계,,시도,2270
200805,울산,계,,시도,9575
200805,경기,계,,시도,17661
200805,경기,수원시,41111,시(구 합산),2681
200805,경기,수원시,41113,시(구 합산),2681
200805,경기,수원시,41115,시(구 합산),2681
200805,경기,수원시,41117,시(구 합산),2681
200805,경기,성남시,41131,시(구 합산),0
200805,경기,성남시,41133,시(구 합산),0
200805,경기,성남시,41135,시(구 합산),0
200805,경기,의정부시,41150,시군구,3
200805,경기,안양시,41171,시(구 합산),0
200805,경기,안양시,41173,시(구 합산),0
200805,경기,부천시,41192,시(구 합산),33
200805,경기,부천시,41194,시(구 합산),33
200805,경기,부천시,41196,시(구 합산),33
200805,경기,부천시,41190,시(구 합산),33
200805,경기,광명시,41210,시군구,0
200805,경기,평택시,41220,시군구,423
200805,경기,동두천시,41250,시군구,0
200805,경기,안산시,41271,시(구 합산),0
200805,경기,안산시,41273,시(구 합산),0
200805,경기,고양시,41281,시(구 합산),5530
200805,경기,고양시,41285,시(구 합산),5530
200805,경기,고양시,41287,시(구 합산),5530
200805,경기,과천시,41290,시군구,0
200805,경기,구리시,41310,시군구,39
200805,경기,남양주시,41360,시군구,2268
200805,경기,오산시,41370,시군구,358
200805,경기,시흥시,41390,시군구,7
200805,경기,군포시,41410,시군구,168
200805,경기,의왕시,41430,시군구,0
200805,경기,하남시,41450,시군구,179
200805,경기,용인시,41461,시(구 합산),0
200805,경기,용인시,41463,시(구 합산),0
200805,경기,용인시,41465,시(구 합산),0
200805,경기,파주시,41480,시군구,887
200805,경기,이천시,41500,시군구,1173
200805,경기,안성시,41550,시군구,1978
200805,경기,김포시,41570,시군구,1028
200805,경기,양주시,41630,시군구,378
200805,경기,여주시,41670,시군구,
200805,경기,화성시,41591,시(구 합산),90
200805,경기,화성시,41593,시(구 합산),90
200805,경기,화성시,41595,시(구 합산),90
200805,경기,화성시,41597,시(구 합산),90
200805,경기,화성시,41590,시(구 합산),90
200805,경기,광주시,41610,시군구,
200805,경기,연천군,41800,시군구,137
200805,경기,포천시,41650,시군구,78
200805,경기,가평군,41820,시군구,13
200805,경기,양평군,41830,시군구,210
200805,강원,계,,시도,6217
200805,충북,계,,시도,5436
200805,충남,계,,시도,16910
200805,전북,계,,시도,3281
200805,전남,계,,시도,3616
200805,경북,계,,시도,11124
200805,경남,계,,시도,13648
200805,제주,계,,시도,147
200806,서울,계,,시도,1090
200806,서울,종로구,11110,시군구,51
200806,서울,중구,11140,시군구,60
200806,서울,용산구,11170,시군구,0
200806,서울,성동구,11200,시군구,0
200806,서울,광진구,11215,시군구,22
200806,서울,동대문구,11230,시군구,0
200806,서울,중랑구,11260,시군구,0
200806,서울,성북구,11290,시군구,0
200806,서울,강북구,11305,시군구,0
200806,서울,도봉구,11320,시군구,0
200806,서울,노원구,11350,시군구,0
200806,서울,은평구,11380,시군구,0
200806,서울,서대문구,11410,시군구,0
200806,서울,마포구,11440,시군구,0
200806,서울,양천구,11470,시군구,148
200806,서울,강서구,11500,시군구,78
200806,서울,구로구,11530,시군구,0
200806,서울,금천구,11545,시군구,0
200806,서울,영등포구,11560,시군구,0
200806,서울,동작구,11590,시군구,596
200806,서울,관악구,11620,시군구,0
200806,서울,서초구,11650,시군구,83
200806,서울,강남구,11680,시군구,19
200806,서울,송파구,11710,시군구,0
200806,서울,강동구,11740,시군구,33
200806,부산,계,,시도,11542
200806,대구,계,,시도,20535
200806,인천,계,,시도,1099
200806,인천,중구,28110,시군구,0
200806,인천,동구,28140,시군구,0
200806,인천,미추홀구,28177,시군구,346
200806,인천,연수구,28185,시군구,46
200806,인천,남동구,28200,시군구,0
200806,인천,부평구,28237,시군구,98
200806,인천,계양구,28245,시군구,62
200806,인천,서구,28260,시군구,547
200806,인천,강화군,28710,시군구,0
200806,인천,옹진군,28720,시군구,0
200806,광주,계,,시도,7490
200806,대전,계,,시도,3076
200806,울산,계,,시도,9633
200806,경기,계,,시도,16733
200806,경기,수원시,41111,시(구 합산),2763
200806,경기,수원시,41113,시(구 합산),2763
200806,경기,수원시,41115,시(구 합산),2763
200806,경기,수원시,41117,시(구 합산),2763
200806,경기,성남시,41131,시(구 합산),0
200806,경기,성남시,41133,시(구 합산),0
200806,경기,성남시,41135,시(구 합산),0
200806,경기,의정부시,41150,시군구,2
200806,경기,안양시,41171,시(구 합산),0
200806,경기,안양시,41173,시(구 합산),0
200806,경기,부천시,41192,시(구 합산),13
200806,경기,부천시,41194,시(구 합산),13
200806,경기,부천시,41196,시(구 합산),13
200806,경기,부천시,41190,시(구 합산),13
200806,경기,광명시,41210,시군구,0
200806,경기,평택시,41220,시군구,443
200806,경기,동두천시,41250,시군구,0
200806,경기,안산시,41271,시(구 합산),0
200806,경기,안산시,41273,시(구 합산),0
200806,경기,고양시,41281,시(구 합산),5661
200806,경기,고양시,41285,시(구 합산),5661
200806,경기,고양시,41287,시(구 합산),5661
200806,경기,과천시,41290,시군구,0
200806,경기,구리시,41310,시군구,33
200806,경기,남양주시,41360,시군구,2241
200806,경기,오산시,41370,시군구,350
200806,경기,시흥시,41390,시군구,69
200806,경기,군포시,41410,시군구,159
200806,경기,의왕시,41430,시군구,0
200806,경기,하남시,41450,시군구,179
200806,경기,용인시,41461,시(구 합산),0
200806,경기,용인시,41463,시(구 합산),0
200806,경기,용인시,41465,시(구 합산),0
200806,경기,파주시,41480,시군구,623
200806,경기,이천시,41500,시군구,1171
200806,경기,안성시,41550,시군구,1410
200806,경기,김포시,41570,시군구,968
200806,경기,양주시,41630,시군구,191
200806,경기,여주시,41670,시군구,
200806,경기,화성시,41591,시(구 합산),85
200806,경기,화성시,41593,시(구 합산),85
200806,경기,화성시,41595,시(구 합산),85
200806,경기,화성시,41597,시(구 합산),85
200806,경기,화성시,41590,시(구 합산),85
200806,경기,광주시,41610,시군구,
200806,경기,연천군,41800,시군구,137
200806,경기,포천시,41650,시군구,78
200806,경기,가평군,41820,시군구,13
200806,경기,양평군,41830,시군구,144
200806,강원,계,,시도,11246
200806,충북,계,,시도,6074
200806,충남,계,,시도,16750
200806,전북,계,,시도,3163
200806,전남,계,,시도,7313
200806,경북,계,,시도,13813
200806,경남,계,,시도,17380
200806,제주,계,,시도,293
200807,서울,계,,시도,1437
200807,서울,종로구,11110,시군구,48
200807,서울,중구,11140,시군구,60
200807,서울,용산구,11170,시군구,
200807,서울,성동구,11200,시군구,
200807,서울,광진구,11215,시군구,22
200807,서울,동대문구,11230,시군구,15
200807,서울,중랑구,11260,시군구,
200807,서울,성북구,11290,시군구,
200807,서울,강북구,11305,시군구,
200807,서울,도봉구,11320,시군구,
200807,서울,노원구,11350,시군구,
200807,서울,은평구,11380,시군구,
200807,서울,서대문구,11410,시군구,
200807,서울,마포구,11440,시군구,230
200807,서울,양천구,11470,시군구,147
200807,서울,강서구,11500,시군구,78
200807,서울,구로구,11530,시군구,
200807,서울,금천구,11545,시군구,
200807,서울,영등포구,11560,시군구,110
200807,서울,동작구,11590,시군구,596
200807,서울,관악구,11620,시군구,
200807,서울,서초구,11650,시군구,81
200807,서울,강남구,11680,시군구,19
200807,서울,송파구,11710,시군구,
200807,서울,강동구,11740,시군구,31
200807,부산,계,,시도,13612
200807,대구,계,,시도,21378
200807,인천,계,,시도,1026
200807,인천,중구,28110,시군구,0
200807,인천,동구,28140,시군구,0
200807,인천,미추홀구,28177,시군구,336
200807,인천,연수구,28185,시군구,43
200807,인천,남동구,28200,시군구,0
200807,인천,부평구,28237,시군구,98
200807,인천,계양구,28245,시군구,49
200807,인천,서구,28260,시군구,500
200807,인천,강화군,28710,시군구,0
200807,인천,옹진군,28720,시군구,0
200807,광주,계,,시도,10774
200807,대전,계,,시도,3000
200807,울산,계,,시도,9718
200807,경기,계,,시도,20514
200807,경기,수원시,41111,시(구 합산),2690
200807,경기,수원시,41113,시(구 합산),2690
200807,경기,수원시,41115,시(구 합산),2690
200807,경기,수원시,41117,시(구 합산),2690
200807,경기,성남시,41131,시(구 합산),0
200807,경기,성남시,41133,시(구 합산),0
200807,경기,성남시,41135,시(구 합산),0
200807,경기,의정부시,41150,시군구,2
200807,경기,안양시,41171,시(구 합산),0
200807,경기,안양시,41173,시(구 합산),0
200807,경기,부천시,41192,시(구 합산),13
200807,경기,부천시,41194,시(구 합산),13
200807,경기,부천시,41196,시(구 합산),13
200807,경기,부천시,41190,시(구 합산),13
200807,경기,광명시,41210,시군구,0
200807,경기,평택시,41220,시군구,1548
200807,경기,동두천시,41250,시군구,0
200807,경기,안산시,41271,시(구 합산),0
200807,경기,안산시,41273,시(구 합산),0
200807,경기,고양시,41281,시(구 합산),5502
200807,경기,고양시,41285,시(구 합산),5502
200807,경기,고양시,41287,시(구 합산),5502
200807,경기,과천시,41290,시군구,0
200807,경기,구리시,41310,시군구,30
200807,경기,남양주시,41360,시군구,2227
200807,경기,오산시,41370,시군구,290
200807,경기,시흥시,41390,시군구,60
200807,경기,군포시,41410,시군구,156
200807,경기,의왕시,41430,시군구,0
200807,경기,하남시,41450,시군구,159
200807,경기,용인시,41461,시(구 합산),3365
200807,경기,용인시,41463,시(구 합산),3365
200807,경기,용인시,41465,시(구 합산),3365
200807,경기,파주시,41480,시군구,548
200807,경기,이천시,41500,시군구,1140
200807,경기,안성시,41550,시군구,1292
200807,경기,김포시,41570,시군구,968
200807,경기,양주시,41630,시군구,0
200807,경기,여주시,41670,시군구,0
200807,경기,화성시,41591,시(구 합산),85
200807,경기,화성시,41593,시(구 합산),85
200807,경기,화성시,41595,시(구 합산),85
200807,경기,화성시,41597,시(구 합산),85
200807,경기,화성시,41590,시(구 합산),85
200807,경기,광주시,41610,시군구,0
200807,경기,연천군,41800,시군구,91
200807,경기,포천시,41650,시군구,46
200807,경기,가평군,41820,시군구,13
200807,경기,양평군,41830,시군구,151
200807,강원,계,,시도,10769
200807,충북,계,,시도,6523
200807,충남,계,,시도,16646
200807,전북,계,,시도,4004
200807,전남,계,,시도,7853
200807,경북,계,,시도,15177
200807,경남,계,,시도,17832
200807,제주,계,,시도,332
200808,서울,계,,시도,1491
200808,서울,종로구,11110,시군구,48
200808,서울,중구,11140,시군구,60
200808,서울,용산구,11170,시군구,
200808,서울,성동구,11200,시군구,
200808,서울,광진구,11215,시군구,22
200808,서울,동대문구,11230,시군구,72
200808,서울,중랑구,11260,시군구,
200808,서울,성북구,11290,시군구,
200808,서울,강북구,11305,시군구,
200808,서울,도봉구,11320,시군구,
200808,서울,노원구,11350,시군구,
200808,서울,은평구,11380,시군구,
200808,서울,서대문구,11410,시군구,
200808,서울,마포구,11440,시군구,237
200808,서울,양천구,11470,시군구,147
200808,서울,강서구,11500,시군구,78
200808,서울,구로구,11530,시군구,
200808,서울,금천구,11545,시군구,
200808,서울,영등포구,11560,시군구,108
200808,서울,동작구,11590,시군구,596
200808,서울,관악구,11620,시군구,
200808,서울,서초구,11650,시군구,73
200808,서울,강남구,11680,시군구,19
200808,서울,송파구,11710,시군구,
200808,서울,강동구,11740,시군구,31
200808,부산,계,,시도,12971
200808,대구,계,,시도,21410
200808,인천,계,,시도,976
200808,인천,중구,28110,시군구,0
200808,인천,동구,28140,시군구,0
200808,인천,미추홀구,28177,시군구,334
200808,인천,연수구,28185,시군구,40
200808,인천,남동구,28200,시군구,0
200808,인천,부평구,28237,시군구,98
200808,인천,계양구,28245,시군구,49
200808,인천,서구,28260,시군구,455
200808,인천,강화군,28710,시군구,0
200808,인천,옹진군,28720,시군구,0
200808,광주,계,,시도,11043
200808,대전,계,,시도,2718
200808,울산,계,,시도,9728
200808,경기,계,,시도,19922
200808,경기,수원시,41111,시(구 합산),2681
200808,경기,수원시,41113,시(구 합산),2681
200808,경기,수원시,41115,시(구 합산),2681
200808,경기,수원시,41117,시(구 합산),2681
200808,경기,성남시,41131,시(구 합산),0
200808,경기,성남시,41133,시(구 합산),0
200808,경기,성남시,41135,시(구 합산),0
200808,경기,의정부시,41150,시군구,2
200808,경기,안양시,41171,시(구 합산),444
200808,경기,안양시,41173,시(구 합산),444
200808,경기,부천시,41192,시(구 합산),13
200808,경기,부천시,41194,시(구 합산),13
200808,경기,부천시,41196,시(구 합산),13
200808,경기,부천시,41190,시(구 합산),13
200808,경기,광명시,41210,시군구,0
200808,경기,평택시,41220,시군구,1476
200808,경기,동두천시,41250,시군구,0
200808,경기,안산시,41271,시(구 합산),0
200808,경기,안산시,41273,시(구 합산),0
200808,경기,고양시,41281,시(구 합산),5267
200808,경기,고양시,41285,시(구 합산),5267
200808,경기,고양시,41287,시(구 합산),5267
200808,경기,과천시,41290,시군구,0
200808,경기,구리시,41310,시군구,30
200808,경기,남양주시,41360,시군구,1465
200808,경기,오산시,41370,시군구,280
200808,경기,시흥시,41390,시군구,48
200808,경기,군포시,41410,시군구,148
200808,경기,의왕시,41430,시군구,0
200808,경기,하남시,41450,시군구,157
200808,경기,용인시,41461,시(구 합산),3649
200808,경기,용인시,41463,시(구 합산),3649
200808,경기,용인시,41465,시(구 합산),3649
200808,경기,파주시,41480,시군구,546
200808,경기,이천시,41500,시군구,1122
200808,경기,안성시,41550,시군구,1225
200808,경기,김포시,41570,시군구,907
200808,경기,양주시,41630,시군구,110
200808,경기,여주시,41670,시군구,
200808,경기,화성시,41591,시(구 합산),85
200808,경기,화성시,41593,시(구 합산),85
200808,경기,화성시,41595,시(구 합산),85
200808,경기,화성시,41597,시(구 합산),85
200808,경기,화성시,41590,시(구 합산),85
200808,경기,광주시,41610,시군구,
200808,경기,연천군,41800,시군구,74
200808,경기,포천시,41650,시군구,46
200808,경기,가평군,41820,시군구,5
200808,경기,양평군,41830,시군구,142
200808,강원,계,,시도,10377
200808,충북,계,,시도,6298
200808,충남,계,,시도,16069
200808,전북,계,,시도,3594
200808,전남,계,,시도,7697
200808,경북,계,,시도,15464
200808,경남,계,,시도,17214
200808,제주,계,,시도,319
200809,서울,계,,시도,1530
200809,서울,종로구,11110,시군구,46
200809,서울,중구,11140,시군구,57
200809,서울,용산구,11170,시군구,
200809,서울,성동구,11200,시군구,
200809,서울,광진구,11215,시군구,22
200809,서울,동대문구,11230,시군구,
200809,서울,중랑구,11260,시군구,
200809,서울,성북구,11290,시군구,47
200809,서울,강북구,11305,시군구,
200809,서울,도봉구,11320,시군구,
200809,서울,노원구,11350,시군구,
200809,서울,은평구,11380,시군구,
200809,서울,서대문구,11410,시군구,
200809,서울,마포구,11440,시군구,226
200809,서울,양천구,11470,시군구,180
200809,서울,강서구,11500,시군구,78
200809,서울,구로구,11530,시군구,
200809,서울,금천구,11545,시군구,
200809,서울,영등포구,11560,시군구,108
200809,서울,동작구,11590,시군구,596
200809,서울,관악구,11620,시군구,
200809,서울,서초구,11650,시군구,70
200809,서울,강남구,11680,시군구,19
200809,서울,송파구,11710,시군구,
200809,서울,강동구,11740,시군구,81
200809,부산,계,,시도,12619
200809,대구,계,,시도,21403
200809,인천,계,,시도,933
200809,인천,중구,28110,시군구,0
200809,인천,동구,28140,시군구,0
200809,인천,미추홀구,28177,시군구,333
200809,인천,연수구,28185,시군구,40
200809,인천,남동구,28200,시군구,0
200809,인천,부평구,28237,시군구,88
200809,인천,계양구,28245,시군구,49
200809,인천,서구,28260,시군구,423
200809,인천,강화군,28710,시군구,0
200809,인천,옹진군,28720,시군구,
200809,광주,계,,시도,10628
200809,대전,계,,시도,2619
200809,울산,계,,시도,9520
200809,경기,계,,시도,22455
200809,경기,수원시,41111,시(구 합산),2676
200809,경기,수원시,41113,시(구 합산),2676
200809,경기,수원시,41115,시(구 합산),2676
200809,경기,수원시,41117,시(구 합산),2676
200809,경기,성남시,41131,시(구 합산),0
200809,경기,성남시,41133,시(구 합산),0
200809,경기,성남시,41135,시(구 합산),0
200809,경기,의정부시,41150,시군구,2
200809,경기,안양시,41171,시(구 합산),444
200809,경기,안양시,41173,시(구 합산),444
200809,경기,부천시,41192,시(구 합산),13
200809,경기,부천시,41194,시(구 합산),13
200809,경기,부천시,41196,시(구 합산),13
200809,경기,부천시,41190,시(구 합산),13
200809,경기,광명시,41210,시군구,0
200809,경기,평택시,41220,시군구,2567
200809,경기,동두천시,41250,시군구,0
200809,경기,안산시,41271,시(구 합산),0
200809,경기,안산시,41273,시(구 합산),0
200809,경기,고양시,41281,시(구 합산),5286
200809,경기,고양시,41285,시(구 합산),5286
200809,경기,고양시,41287,시(구 합산),5286
200809,경기,과천시,41290,시군구,0
200809,경기,구리시,41310,시군구,30
200809,경기,남양주시,41360,시군구,1427
200809,경기,오산시,41370,시군구,257
200809,경기,시흥시,41390,시군구,42
200809,경기,군포시,41410,시군구,148
200809,경기,의왕시,41430,시군구,0
200809,경기,하남시,41450,시군구,157
200809,경기,용인시,41461,시(구 합산),4617
200809,경기,용인시,41463,시(구 합산),4617
200809,경기,용인시,41465,시(구 합산),4617
200809,경기,파주시,41480,시군구,417
200809,경기,이천시,41500,시군구,1104
200809,경기,안성시,41550,시군구,1133
200809,경기,김포시,41570,시군구,1176
200809,경기,양주시,41630,시군구,108
200809,경기,여주시,41670,시군구,
200809,경기,화성시,41591,시(구 합산),84
200809,경기,화성시,41593,시(구 합산),84
200809,경기,화성시,41595,시(구 합산),84
200809,경기,화성시,41597,시(구 합산),84
200809,경기,화성시,41590,시(구 합산),84
200809,경기,광주시,41610,시군구,532
200809,경기,연천군,41800,시군구,63
200809,경기,포천시,41650,시군구,46
200809,경기,가평군,41820,시군구,5
200809,경기,양평군,41830,시군구,121
200809,강원,계,,시도,10125
200809,충북,계,,시도,5732
200809,충남,계,,시도,16186
200809,전북,계,,시도,3541
200809,전남,계,,시도,7170
200809,경북,계,,시도,15483
200809,경남,계,,시도,17000
200809,제주,계,,시도,297
200810,서울,계,,시도,1981
200810,서울,종로구,11110,시군구,46
200810,서울,중구,11140,시군구,267
200810,서울,용산구,11170,시군구,
200810,서울,성동구,11200,시군구,40
200810,서울,광진구,11215,시군구,22
200810,서울,동대문구,11230,시군구,
200810,서울,중랑구,11260,시군구,
200810,서울,성북구,11290,시군구,45
200810,서울,강북구,11305,시군구,22
200810,서울,도봉구,11320,시군구,
200810,서울,노원구,11350,시군구,
200810,서울,은평구,11380,시군구,144
200810,서울,서대문구,11410,시군구,
200810,서울,마포구,11440,시군구,225
200810,서울,양천구,11470,시군구,180
200810,서울,강서구,11500,시군구,128
200810,서울,구로구,11530,시군구,
200810,서울,금천구,11545,시군구,
200810,서울,영등포구,11560,시군구,108
200810,서울,동작구,11590,시군구,596
200810,서울,관악구,11620,시군구,
200810,서울,서초구,11650,시군구,58
200810,서울,강남구,11680,시군구,19
200810,서울,송파구,11710,시군구,
200810,서울,강동구,11740,시군구,81
200810,부산,계,,시도,12407
200810,대구,계,,시도,21246
200810,인천,계,,시도,921
200810,인천,중구,28110,시군구,0
200810,인천,동구,28140,시군구,0
200810,인천,미추홀구,28177,시군구,333
200810,인천,연수구,28185,시군구,40
200810,인천,남동구,28200,시군구,0
200810,인천,부평구,28237,시군구,88
200810,인천,계양구,28245,시군구,49
