emd_cd10,sido_cd,sgg_cd,ym,workplaces,insured,notice_amount,file
1165011100,11,11650,2023-0,95,951,270691980, 내역_20230619
1121510900,11,11215,2023-0,187,3252,719234260, 내역_20230619
1117011900,11,11170,2023-0,96,1164,310007720, 내역_20230619
1144010300,11,11440,2023-0,90,1049,309180460, 내역_20230619
1111018000,11,11110,2023-0,11,68,19176800, 내역_20230619
4163011000,41,41630,2023-0,105,1806,514784180, 내역_20230619
1114017400,11,11140,2023-0,19,502,169833320, 내역_20230619
1129012500,11,11290,2023-0,135,4547,1096939560, 내역_20230619
1114013900,11,11140,2023-0,81,2360,497305140, 내역_20230619
4167025026,41,41670,2023-0,11,81,25316680, 내역_20230619
4148011900,41,41480,2023-0,55,571,152560480, 내역_20230619
1114017300,11,11140,2023-0,32,477,124191200, 내역_20230619
1114013500,11,11140,2023-0,59,653,184369660, 내역_20230619
1144011000,11,11440,2023-0,106,3727,913531260, 내역_20230619
4150034028,41,41500,2023-0,61,1403,450481060, 내역_20230619
1117010500,11,11170,2023-0,59,2308,654738540, 내역_20230619
4163031021,41,41630,2023-0,82,1227,304258000, 내역_20230619
1129013800,11,11290,2023-0,135,1727,469639060, 내역_20230619
1114013300,11,11140,2023-0,58,520,142967560, 내역_20230619
4146134024,41,41461,2023-0,52,861,271850180, 내역_20230619
4129010700,41,41290,2023-0,129,7435,1998882160, 내역_20230619
4146310400,41,41463,2023-0,80,9037,2584320160, 내역_20230619
1129010700,11,11290,2023-0,32,379,89112660, 내역_20230619
4146311800,41,41463,2023-0,347,8468,2989000420, 내역_20230619
4146133024,41,41461,2023-0,23,535,145430620, 내역_20230619
4155034023,41,41550,2023-0,27,836,311159400, 내역_20230619
4146311700,41,41463,2023-0,104,1990,589477220, 내역_20230619
4150025333,41,41500,2023-0,26,777,253716940, 내역_20230619
4136025925,41,41360,2023-0,159,1412,376954740, 내역_20230619
4161025027,41,41610,2023-0,119,1225,336408960, 내역_20230619
4131010400,41,41310,2023-0,274,2935,788199660, 내역_20230619
4117310100,41,41173,2023-0,421,4755,1285476160, 내역_20230619
1129011900,11,11290,2023-0,24,417,112650200, 내역_20230619
1159010500,11,11590,2023-0,79,2759,493311160, 내역_20230619
4165032023,41,41650,2023-0,80,1213,334871720, 내역_20230619
4163032027,41,41630,2023-0,81,1183,350567240, 내역_20230619
4122032023,41,41220,2023-0,250,5715,1834222880, 내역_20230619
4161025325,41,41610,2023-0,82,724,194493200, 내역_20230619
4159036027,41,41590,2023-0,102,2056,697493140, 내역_20230619
4161025021,41,41610,2023-0,103,1498,501752840, 내역_20230619
1120010400,11,11200,2023-0,116,1534,384344020, 내역_20230619
1120011300,11,11200,2023-0,96,1283,299234440, 내역_20230619
1120012200,11,11200,2023-0,242,21927,8946274680, 내역_20230619
1117012900,11,11170,2023-0,77,894,270039260, 내역_20230619
1117010800,11,11170,2023-0,62,4031,1006293960, 내역_20230619
1117010700,11,11170,2023-0,157,14617,3751819420, 내역_20230619
4161025925,41,41610,2023-0,46,397,116915520, 내역_20230619
1120010200,11,11200,2023-0,109,967,255538480, 내역_20230619
4131010300,41,41310,2023-0,456,4465,1127639120, 내역_20230619
1120010600,11,11200,2023-0,50,2840,562463980, 내역_20230619
1117012200,11,11170,2023-0,31,1713,683110240, 내역_20230619
1117012100,11,11170,2023-0,51,538,145466420, 내역_20230619
1117013600,11,11170,2023-0,31,340,81021680, 내역_20230619
1117012400,11,11170,2023-0,76,685,182346920, 내역_20230619
4157025623,41,41570,2023-0,136,1135,286961080, 내역_20230619
4159033023,41,41590,2023-0,74,692,209411040, 내역_20230619
1156011700,11,11560,2023-0,57,554,144593560, 내역_20230619
4150031021,41,41500,2023-0,27,634,192404340, 내역_20230619
1129010800,11,11290,2023-0,25,309,70084540, 내역_20230619
4159042026,41,41590,2023-0,4,639,249857280, 내역_20230619
4115010500,41,41150,2023-0,224,3633,933207720, 내역_20230619
4148035026,41,41480,2023-0,90,1232,337942060, 내역_20230619
2826011500,28,28260,2023-0,171,1846,542307200, 내역_20230619
4155039027,41,41550,2023-0,48,483,140254000, 내역_20230619
4113111200,41,41131,2023-0,203,2408,879433420, 내역_20230619
1165010400,11,11650,2023-0,7,49,14296300, 내역_20230619
2823710500,28,28237,2023-0,276,3290,819077580, 내역_20230619
4161033021,41,41610,2023-0,56,554,168105840, 내역_20230619
1156011200,11,11560,2023-0,138,2798,773589300, 내역_20230619
1117011300,11,11170,2023-0,149,1801,498820640, 내역_20230619
4148025029,41,41480,2023-0,36,353,101975940, 내역_20230619
4148011300,41,41480,2023-0,216,1957,541436600, 내역_20230619
4148011200,41,41480,2023-0,98,866,214367560, 내역_20230619
1111017000,11,11110,2023-0,30,368,97364540, 내역_20230619
1111010700,11,11110,2023-0,80,2773,783883060, 내역_20230619
1156010600,11,11560,2023-0,24,159,35893240, 내역_20230619
4159012600,41,41590,2023-0,305,6236,1945566920, 내역_20230619
4159032021,41,41590,2023-0,177,2249,683144080, 내역_20230619
4146133025,41,41461,2023-0,17,420,142411860, 내역_20230619
4148032022,41,41480,2023-0,130,1762,534000040, 내역_20230619
4148011100,41,41480,2023-0,184,1901,518184540, 내역_20230619
4117310400,41,41173,2023-0,1350,23838,8056674960, 내역_20230619
1114011600,11,11140,2023-0,7,2419,1038734820, 내역_20230619
4113310100,41,41133,2023-0,198,2295,604874740, 내역_20230619
2817710400,28,28177,2023-0,469,7614,2090070640, 내역_20230619
2826012000,28,28260,2023-0,276,2528,715023180, 내역_20230619
4148012000,41,41480,2023-0,246,3435,955487260, 내역_20230619
4128511100,41,41285,2023-0,310,3259,876587960, 내역_20230619
1156010500,11,11560,2023-0,77,1260,334168520, 내역_20230619
4119011700,41,41190,2023-0,247,7101,1707805920, 내역_20230619
4146125022,41,41461,2023-0,76,1862,606311500, 내역_20230619
4146131024,41,41461,2023-0,29,568,145839340, 내역_20230619
4157025022,41,41570,2023-0,103,986,278964600, 내역_20230619
4128113100,41,41281,2023-0,149,1412,432746720, 내역_20230619
1117013300,11,11170,2023-0,39,1255,367429200, 내역_20230619
4128510400,41,41285,2023-0,1421,14287,4110020480, 내역_20230619
4146311100,41,41463,2023-0,787,10534,3342593260, 내역_20230619
1156010700,11,11560,2023-0,49,970,295885600, 내역_20230619
4113510200,41,41135,2023-0,574,17608,6428596620, 내역_20230619
1156010900,11,11560,2023-0,162,5107,1460071120, 내역_20230619
2871025028,28,28710,2023-0,28,463,120959540, 내역_20230619
4117110200,41,41171,2023-0,205,7458,2276848820, 내역_20230619
1111015500,11,11110,2023-0,47,373,98796400, 내역_20230619
4127310900,41,41273,2023-0,196,2667,696953580, 내역_20230619
1144011700,11,11440,2023-0,14,196,61472200, 내역_20230619
4157034033,41,41570,2023-0,83,879,252060140, 내역_20230619
4148035023,41,41480,2023-0,64,731,211133460, 내역_20230619
2826011100,28,28260,2023-0,627,8797,2692844880, 내역_20230619
4122025624,41,41220,2023-0,168,7521,3065138120, 내역_20230619
4148010100,41,41480,2023-0,253,3293,875111780, 내역_20230619
4161037024,41,41610,2023-0,8,62,16778980, 내역_20230619
1129012400,11,11290,2023-0,26,272,71440340, 내역_20230619
4157025624,41,41570,2023-0,64,646,164245820, 내역_20230619
2824510300,28,28245,2023-0,322,5071,1466137700, 내역_20230619
4119010500,41,41190,2023-0,185,2044,587428920, 내역_20230619
4146311400,41,41463,2023-0,177,2276,694328280, 내역_20230619
4119010900,41,41190,2023-0,819,7450,1907031640, 내역_20230619
4139010500,41,41390,2023-0,115,957,249646640, 내역_20230619
1168011500,11,11680,2023-0,493,22501,6592027400, 내역_20230619
1114014000,11,11140,2023-0,5,48,11066400, 내역_20230619
4117310300,41,41173,2023-0,412,9566,3093749660, 내역_20230619
1111012200,11,11110,2023-0,182,21673,8916830220, 내역_20230619
1111015200,11,11110,2023-0,72,491,109595260, 내역_20230619
1114013400,11,11140,2023-0,32,194,48571040, 내역_20230619
1126010300,11,11260,2023-0,165,1628,404371180, 내역_20230619
1111017100,11,11110,2023-0,38,285,67700000, 내역_20230619
4148026226,41,41480,2023-0,69,708,167341460, 내역_20230619
1165010900,11,11650,2023-0,85,1621,440122700, 내역_20230619
4159013900,41,41590,2023-0,51,896,236638680, 내역_20230619
4161011900,41,41610,2023-0,14,119,33699400, 내역_20230619
1156011500,11,11560,2023-0,51,453,120760940, 내역_20230619
1111013000,11,11110,2023-0,42,461,106969460, 내역_20230619
1114015200,11,11140,2023-0,52,341,97839420, 내역_20230619
4113511100,41,41135,2023-0,233,2657,775729660, 내역_20230619
4128510900,41,41285,2023-0,85,788,204277620, 내역_20230619
1111017300,11,11110,2023-0,29,875,138907940, 내역_20230619
1156011900,11,11560,2023-0,88,697,193524840, 내역_20230619
2826011000,28,28260,2023-0,597,7425,2097558060, 내역_20230619
2824510400,28,28245,2023-0,290,4785,1394301780, 내역_20230619
4137010600,41,41370,2023-0,108,4996,1561145140, 내역_20230619
1111011000,11,11110,2023-0,18,168,41531540, 내역_20230619
1114015600,11,11140,2023-0,13,78,23216900, 내역_20230619
1129013500,11,11290,2023-0,127,1163,287255240, 내역_20230619
1111015300,11,11110,2023-0,35,566,137274180, 내역_20230619
4163033024,41,41630,2023-0,12,268,72805480, 내역_20230619
1156012000,11,11560,2023-0,45,301,83117720, 내역_20230619
4136025926,41,41360,2023-0,102,1078,287052180, 내역_20230619
2826011800,28,28260,2023-0,167,2213,596865800, 내역_20230619
4159026224,41,41590,2023-0,47,420,120332440, 내역_20230619
4143010100,41,41430,2023-0,222,4195,1375383540, 내역_20230619
4129010300,41,41290,2023-0,280,7835,2841289220, 내역_20230619
4143010500,41,41430,2023-0,225,3255,939732520, 내역_20230619
1117012700,11,11170,2023-0,31,9814,1875001080, 내역_20230619
4113511200,41,41135,2023-0,60,1596,394091100, 내역_20230619
4146136027,41,41461,2023-0,5,57,16322320, 내역_20230619
4113110800,41,41131,2023-0,482,6334,1856092920, 내역_20230619
4122032022,41,41220,2023-0,44,899,283873380, 내역_20230619
4150010100,41,41500,2023-0,75,1014,294596540, 내역_20230619
1114013600,11,11140,2023-0,59,804,254441000, 내역_20230619
1111014000,11,11110,2023-0,38,441,138128520, 내역_20230619
4165034023,41,41650,2023-0,68,1071,295167920, 내역_20230619
4111710300,41,41117,2023-0,719,13384,3991484400, 내역_20230619
4145011300,41,41450,2023-0,196,1786,479724880, 내역_20230619
4111313500,41,41113,2023-0,153,2003,518362260, 내역_20230619
4127110700,41,41271,2023-0,99,1077,292965060, 내역_20230619
4113110300,41,41131,2023-0,121,1854,521868220, 내역_20230619
4121010300,41,41210,2023-0,267,3163,775160220, 내역_20230619
4122011300,41,41220,2023-0,104,1127,288484560, 내역_20230619
1111015800,11,11110,2023-0,17,124,33356700, 내역_20230619
4159012700,41,41590,2023-0,353,6642,2050385220, 내역_20230619
2823710400,28,28237,2023-0,1063,29141,10662071440, 내역_20230619
4148025027,41,41480,2023-0,6,51,12711740, 내역_20230619
1126010400,11,11260,2023-0,177,1582,410755820, 내역_20230619
4146125928,41,41461,2023-0,19,166,45152580, 내역_20230619
4141010300,41,41410,2023-0,225,4751,1361633000, 내역_20230619
4159040021,41,41590,2023-0,83,1430,477837380, 내역_20230619
4145010600,41,41450,2023-0,232,3083,764694320, 내역_20230619
4182033023,41,41820,2023-0,9,213,52472060, 내역_20230619
4136025623,41,41360,2023-0,134,1410,356036280, 내역_20230619
1135010400,11,11350,2023-0,142,3079,829981860, 내역_20230619
1114013800,11,11140,2023-0,152,2895,783847580, 내역_20230619
1111016200,11,11110,2023-0,50,472,125085160, 내역_20230619
1121510700,11,11215,2023-0,189,2919,645835960, 내역_20230619
4146132028,41,41461,2023-0,48,591,181748320, 내역_20230619
4163033026,41,41630,2023-0,87,1133,310866920, 내역_20230619
4136025022,41,41360,2023-0,123,1874,543855800, 내역_20230619
4136025629,41,41360,2023-0,131,1394,358716400, 내역_20230619
1150011100,11,11500,2023-0,8,3788,1424046180, 내역_20230619
4146135021,41,41461,2023-0,26,1247,491229020, 내역_20230619
4150010900,41,41500,2023-0,53,486,128507120, 내역_20230619
1168011100,11,11680,2023-0,88,1400,395479720, 내역_20230619
4159012000,41,41590,2023-0,378,10709,3204459960, 내역_20230619
1120010500,11,11200,2023-0,501,7887,2447681020, 내역_20230619
4113510100,41,41135,2023-0,50,2648,1090914500, 내역_20230619
4167025025,41,41670,2023-0,15,396,109879620, 내역_20230619
1111017600,11,11110,2023-0,5,56,14884580, 내역_20230619
2817710300,28,28177,2023-0,302,3757,1098214860, 내역_20230619
4111312800,41,41113,2023-0,786,17442,5424216400, 내역_20230619
1120011800,11,11200,2023-0,90,1073,278770120, 내역_20230619
4128710400,41,41287,2023-0,447,7167,2127255880, 내역_20230619
4127111400,41,41271,2023-0,72,643,175905680, 내역_20230619
4155034022,41,41550,2023-0,47,2631,978314680, 내역_20230619
4159026228,41,41590,2023-0,266,4241,1421340740, 내역_20230619
4122025921,41,41220,2023-0,68,3103,1097994780, 내역_20230619
1129010100,11,11290,2023-0,83,1025,253925360, 내역_20230619
1111016100,11,11110,2023-0,16,98,24512860, 내역_20230619
1156010100,11,11560,2023-0,53,888,211710280, 내역_20230619
1111013200,11,11110,2023-0,47,1046,307525660, 내역_20230619
4161025026,41,41610,2023-0,140,1564,434005360, 내역_20230619
4128710600,41,41287,2023-0,166,1523,370896320, 내역_20230619
4111113300,41,41111,2023-0,96,2654,688348000, 내역_20230619
4146125027,41,41461,2023-0,60,3864,1064184760, 내역_20230619
4136011200,41,41360,2023-0,804,8408,2474317000, 내역_20230619
1111014800,11,11110,2023-0,45,16038,6881644660, 내역_20230619
4141010400,41,41410,2023-0,369,5011,1242489380, 내역_20230619
1141010500,11,11410,2023-0,11,296,91445100, 내역_20230619
4150035026,41,41500,2023-0,50,1378,474498660, 내역_20230619
1114016500,11,11140,2023-0,114,1155,296260040, 내역_20230619
1129012200,11,11290,2023-0,18,193,50170220, 내역_20230619
4159013100,41,41590,2023-0,1580,21605,6848861940, 내역_20230619
4157025324,41,41570,2023-0,279,2324,667708600, 내역_20230619
4119011800,41,41190,2023-0,57,405,106711880, 내역_20230619
4150033021,41,41500,2023-0,23,406,120076160, 내역_20230619
4165041023,41,41650,2023-0,26,434,127967520, 내역_20230619
4155034038,41,41550,2023-0,41,1076,323075220, 내역_20230619
4111513500,41,41115,2023-0,62,1027,322075100, 내역_20230619
2824510100,28,28245,2023-0,231,2679,712261780, 내역_20230619
1120011200,11,11200,2023-0,37,293,72529160, 내역_20230619
1111016500,11,11110,2023-0,48,526,147200580, 내역_20230619
4150011100,41,41500,2023-0,37,1216,477596220, 내역_20230619
2871037023,28,28710,2023-0,17,143,34337540, 내역_20230619
4139013100,41,41390,2023-0,175,1464,404592120, 내역_20230619
4155035032,41,41550,2023-0,32,742,232934620, 내역_20230619
2820010200,28,28200,2023-0,401,7210,2077979800, 내역_20230619
1144011400,11,11440,2023-0,81,2378,570564980, 내역_20230619
4161025024,41,41610,2023-0,261,3227,903833640, 내역_20230619
4163025022,41,41630,2023-0,58,571,161247060, 내역_20230619
4157036028,41,41570,2023-0,168,1677,468440960, 내역_20230619
4128510100,41,41285,2023-0,267,2631,683448580, 내역_20230619
1159010300,11,11590,2023-0,49,579,155300020, 내역_20230619
1129011500,11,11290,2023-0,63,707,178829080, 내역_20230619
1150011300,11,11500,2023-0,2,7651,2532692500, 내역_20230619
4161025921,41,41610,2023-0,88,920,262306120, 내역_20230619
4163031025,41,41630,2023-0,70,766,203649820, 내역_20230619
2811013800,28,28110,2023-0,45,1195,456057380, 내역_20230619
1114012000,11,11140,2023-0,13,456,98273540, 내역_20230619
4161011000,41,41610,2023-0,185,2219,579348720, 내역_20230619
4119510400,41,41195,2023-0,15,171,39090740, 내역_20230619
4136025923,41,41360,2023-0,141,1278,355469620, 내역_20230619
4122011400,41,41220,2023-0,86,864,254416220, 내역_20230619
4136034026,41,41360,2023-0,75,911,244488580, 내역_20230619
4161025330,41,41610,2023-0,104,1225,338644400, 내역_20230619
4148032021,41,41480,2023-0,53,799,234773200, 내역_20230619
4122011000,41,41220,2023-0,109,1646,489371440, 내역_20230619
4148032027,41,41480,2023-0,139,1579,451214780, 내역_20230619
4122011200,41,41220,2023-0,102,1315,314577860, 내역_20230619
4136025625,41,41360,2023-0,39,445,113470260, 내역_20230619
4122025925,41,41220,2023-0,32,400,127571240, 내역_20230619
4137010400,41,41370,2023-0,166,2185,519905620, 내역_20230619
4137010100,41,41370,2023-0,148,2135,477998000, 내역_20230619
1114014600,11,11140,2023-0,26,430,106741040, 내역_20230619
1129013400,11,11290,2023-0,101,1144,296895300, 내역_20230619
4122025041,41,41220,2023-0,62,7901,2913387820, 내역_20230619
1141010800,11,11410,2023-0,5,51,13893680, 내역_20230619
1141011000,11,11410,2023-0,77,1158,224280640, 내역_20230619
4146133026,41,41461,2023-0,17,300,89452080, 내역_20230619
4113511500,41,41135,2023-0,179,2344,711969680, 내역_20230619
4165025026,41,41650,2023-0,60,601,165036240, 내역_20230619
4161011300,41,41610,2023-0,143,1291,348425280, 내역_20230619
1153010300,11,11530,2023-0,43,760,183023500, 내역_20230619
1111010800,11,11110,2023-0,18,223,53575460, 내역_20230619
1141011200,11,11410,2023-0,106,2703,519513340, 내역_20230619
4148026222,41,41480,2023-0,62,594,162446460, 내역_20230619
4146125321,41,41461,2023-0,65,855,286668140, 내역_20230619
1111013900,11,11110,2023-0,15,100,28546920, 내역_20230619
1156012200,11,11560,2023-0,50,297,83627880, 내역_20230619
4128110300,41,41281,2023-0,77,769,197924580, 내역_20230619
4146135024,41,41461,2023-0,31,650,213484760, 내역_20230619
4146136028,41,41461,2023-0,37,539,144731660, 내역_20230619
1129012900,11,11290,2023-0,36,504,125265960, 내역_20230619
4146134021,41,41461,2023-0,24,257,79222280, 내역_20230619
4148035021,41,41480,2023-0,110,955,260895980, 내역_20230619
1129010200,11,11290,2023-0,35,444,105369320, 내역_20230619
4128111200,41,41281,2023-0,294,2583,686587600, 내역_20230619
4159041038,41,41590,2023-0,32,821,284432620, 내역_20230619
4115010300,41,41150,2023-0,51,471,130698340, 내역_20230619
4148025322,41,41480,2023-0,34,1116,333802620, 내역_20230619
4159025934,41,41590,2023-0,76,1115,346371760, 내역_20230619
4145012200,41,41450,2023-0,61,431,117339060, 내역_20230619
1129010300,11,11290,2023-0,73,1953,312356480, 내역_20230619
4128710700,41,41287,2023-0,122,929,227189780, 내역_20230619
4159026225,41,41590,2023-0,29,249,74511340, 내역_20230619
4161034022,41,41610,2023-0,12,68,13162040, 내역_20230619
4128510200,41,41285,2023-0,169,2862,726146640, 내역_20230619
4146131022,41,41461,2023-0,30,354,105480280, 내역_20230619
1114015300,11,11140,2023-0,13,112,29549900, 내역_20230619
4163011400,41,41630,2023-0,232,2940,976126000, 내역_20230619
1114015700,11,11140,2023-0,44,276,76926740, 내역_20230619
2823710100,28,28237,2023-0,547,7828,2073637180, 내역_20230619
4113310300,41,41133,2023-0,102,1525,377179500, 내역_20230619
1129012700,11,11290,2023-0,18,178,40173000, 내역_20230619
4159040023,41,41590,2023-0,38,724,248223220, 내역_20230619
4111710400,41,41117,2023-0,369,3484,990876940, 내역_20230619
4111710100,41,41117,2023-0,269,138436,65917967280, 내역_20230619
4165035024,41,41650,2023-0,14,220,62043460, 내역_20230619
1114016300,11,11140,2023-0,73,1018,286341480, 내역_20230619
2823710300,28,28237,2023-0,148,1681,438081580, 내역_20230619
4128111100,41,41281,2023-0,118,964,276120520, 내역_20230619
1114017000,11,11140,2023-0,19,23190,10205363920, 내역_20230619
4111710500,41,41117,2023-0,612,8108,2234643200, 내역_20230619
4165025028,41,41650,2023-0,29,268,72805580, 내역_20230619
4119010200,41,41190,2023-0,223,2718,660449780, 내역_20230619
4122031031,41,41220,2023-0,27,912,249487520, 내역_20230619
4145012400,41,41450,2023-0,106,1162,321643240, 내역_20230619
4113111000,41,41131,2023-0,18,243,76147580, 내역_20230619
4127111500,41,41271,2023-0,41,368,107013660, 내역_20230619
1111018200,11,11110,2023-0,24,206,53899300, 내역_20230619
1129013700,11,11290,2023-0,38,959,210180580, 내역_20230619
1153011200,11,11530,2023-0,157,1396,332898720, 내역_20230619
4163011700,41,41630,2023-0,78,741,202788200, 내역_20230619
4115010400,41,41150,2023-0,222,2473,630918980, 내역_20230619
2826011700,28,28260,2023-0,80,729,215625540, 내역_20230619
4161025329,41,41610,2023-0,139,1699,459969460, 내역_20230619
4122033021,41,41220,2023-0,24,302,83677560, 내역_20230619
4128511300,41,41285,2023-0,378,3047,792126700, 내역_20230619
4161025332,41,41610,2023-0,55,524,146824900, 내역_20230619
1111013300,11,11110,2023-0,46,464,85809500, 내역_20230619
4127310100,41,41273,2023-0,1037,13132,3366555320, 내역_20230619
4128112800,41,41281,2023-0,351,3827,1026543600, 내역_20230619
4128112500,41,41281,2023-0,48,463,127464300, 내역_20230619
2824511200,28,28245,2023-0,43,406,107094040, 내역_20230619
4136034021,41,41360,2023-0,43,573,152301060, 내역_20230619
1129011200,11,11290,2023-0,30,825,141950600, 내역_20230619
4113111700,41,41131,2023-0,52,803,214959260, 내역_20230619
4145012100,41,41450,2023-0,44,594,150449340, 내역_20230619
4122031027,41,41220,2023-0,122,2602,783545600, 내역_20230619
4136026221,41,41360,2023-0,185,1876,504627260, 내역_20230619
4161010700,41,41610,2023-0,77,762,225791200, 내역_20230619
1144010100,11,11440,2023-0,93,2396,634536140, 내역_20230619
4159041039,41,41590,2023-0,31,366,112199300, 내역_20230619
4119010700,41,41190,2023-0,98,1008,272891120, 내역_20230619
1111011100,11,11110,2023-0,33,1145,466424360, 내역_20230619
2817710200,28,28177,2023-0,271,4265,1004027960, 내역_20230619
1117012600,11,11170,2023-0,26,1567,400907800, 내역_20230619
1111010200,11,11110,2023-0,18,293,75511180, 내역_20230619
1111014900,11,11110,2023-0,38,543,144695160, 내역_20230619
4145011700,41,41450,2023-0,57,502,139281200, 내역_20230619
1129011100,11,11290,2023-0,20,144,27555840, 내역_20230619
4146311600,41,41463,2023-0,486,5066,1367232980, 내역_20230619
4165032025,41,41650,2023-0,31,299,86691320, 내역_20230619
2814010700,28,28140,2023-0,388,5225,1572697840, 내역_20230619
4167011500,41,41670,2023-0,43,309,78234140, 내역_20230619
4136025325,41,41360,2023-0,86,819,205138760, 내역_20230619
4161025926,41,41610,2023-0,25,284,76332780, 내역_20230619
2871032028,28,28710,2023-0,10,67,15770000, 내역_20230619
4119011500,41,41190,2023-0,240,1566,399776180, 내역_20230619
4122031026,41,41220,2023-0,52,4514,1639372380, 내역_20230619
4148011000,41,41480,2023-0,90,877,246231140, 내역_20230619
2818510400,28,28185,2023-0,116,1441,296433620, 내역_20230619
1168011200,11,11680,2023-0,153,2156,730103620, 내역_20230619
4146136023,41,41461,2023-0,26,324,96183800, 내역_20230619
1156012500,11,11560,2023-0,63,774,219233800, 내역_20230619
4146111000,41,41461,2023-0,7,58,19121040, 내역_20230619
4163011600,41,41630,2023-0,170,1820,481316380, 내역_20230619
4159033026,41,41590,2023-0,21,265,67836380, 내역_20230619
4136010400,41,41360,2023-0,141,1220,325403220, 내역_20230619
2871025026,28,28710,2023-0,12,571,179225180, 내역_20230619
4111514100,41,41115,2023-0,638,13603,3757041460, 내역_20230619
4136025621,41,41360,2023-0,80,771,221471780, 내역_20230619
4155032025,41,41550,2023-0,13,183,52429360, 내역_20230619
4159036022,41,41590,2023-0,154,1559,446632520, 내역_20230619
1129010900,11,11290,2023-0,19,628,171164900, 내역_20230619
4145010200,41,41450,2023-0,156,1382,338104160, 내역_20230619
4161025930,41,41610,2023-0,50,575,150320080, 내역_20230619
2826011300,28,28260,2023-0,185,1724,459957280, 내역_20230619
4146510200,41,41465,2023-0,316,6665,1832804940, 내역_20230619
4161025328,41,41610,2023-0,190,2082,602103240, 내역_20230619
4115010600,41,41150,2023-0,223,2592,607047440, 내역_20230619
4165034021,41,41650,2023-0,42,515,135792160, 내역_20230619
4128710500,41,41287,2023-0,311,2737,702037880, 내역_20230619
4119010800,41,41190,2023-0,776,8817,2223226760, 내역_20230619
1129012800,11,11290,2023-0,9,78,16529200, 내역_20230619
4146310900,41,41463,2023-0,242,26553,12293491800, 내역_20230619
4161010900,41,41610,2023-0,66,642,182324620, 내역_20230619
4165010400,41,41650,2023-0,82,965,214232760, 내역_20230619
1117010200,11,11170,2023-0,44,3027,763288000, 내역_20230619
4111313200,41,41113,2023-0,124,1111,267297580, 내역_20230619
4136025328,41,41360,2023-0,171,1806,452920640, 내역_20230619
4136034027,41,41360,2023-0,109,1123,305228660, 내역_20230619
4150031030,41,41500,2023-0,18,202,52086840, 내역_20230619
1114014200,11,11140,2023-0,48,873,228349640, 내역_20230619
4157035022,41,41570,2023-0,29,676,196986920, 내역_20230619
1111018500,11,11110,2023-0,24,690,106471460, 내역_20230619
4113310600,41,41133,2023-0,156,2858,851173440, 내역_20230619
4150010200,41,41500,2023-0,59,1089,354899640, 내역_20230619
4136025922,41,41360,2023-0,100,658,171710320, 내역_20230619
4136025628,41,41360,2023-0,86,1281,399306340, 내역_20230619
4157025025,41,41570,2023-0,174,2048,573963460, 내역_20230619
4161011100,41,41610,2023-0,104,1156,310165640, 내역_20230619
4139010200,41,41390,2023-0,276,2672,693142600, 내역_20230619
4146310700,41,41463,2023-0,123,14118,6219320260, 내역_20230619
4159025629,41,41590,2023-0,28,530,166221780, 내역_20230619
4161033023,41,41610,2023-0,90,774,221202960, 내역_20230619
1111010900,11,11110,2023-0,7,32,6175480, 내역_20230619
4167011900,41,41670,2023-0,23,150,33296900, 내역_20230619
1117013500,11,11170,2023-0,16,982,236984000, 내역_20230619
4159025926,41,41590,2023-0,137,2774,899514460, 내역_20230619
4161025922,41,41610,2023-0,96,1125,301859320, 내역_20230619
4157035023,41,41570,2023-0,154,1984,580242040, 내역_20230619
1144012600,11,11440,2023-0,18,165,37302680, 내역_20230619
4146135023,41,41461,2023-0,61,1204,385574920, 내역_20230619
4145011800,41,41450,2023-0,98,670,179029840, 내역_20230619
4119011400,41,41190,2023-0,212,2747,763038960, 내역_20230619
4150034023,41,41500,2023-0,31,693,212914840, 내역_20230619
4111710200,41,41117,2023-0,410,16754,5975502860, 내역_20230619
4113510800,41,41135,2023-0,119,1268,348709100, 내역_20230619
4155038021,41,41550,2023-0,55,839,254188260, 내역_20230619
4122031022,41,41220,2023-0,89,2390,799827160, 내역_20230619
1153010900,11,11530,2023-0,55,769,207189800, 내역_20230619
4136031023,41,41360,2023-0,49,507,123501240, 내역_20230619
4127111200,41,41271,2023-0,110,2350,735015660, 내역_20230619
4163033025,41,41630,2023-0,12,122,33335100, 내역_20230619
4113510600,41,41135,2023-0,166,1964,555669600, 내역_20230619
2826010700,28,28260,2023-0,176,3445,791630820, 내역_20230619
4159033024,41,41590,2023-0,191,3688,1192117820, 내역_20230619
4167037025,41,41670,2023-0,7,53,15262520, 내역_20230619
4161025321,41,41610,2023-0,100,1245,351403520, 내역_20230619
4155031039,41,41550,2023-0,11,129,40160840, 내역_20230619
4163025025,41,41630,2023-0,99,1691,466452440, 내역_20230619
1111011200,11,11110,2023-0,13,83,20842560, 내역_20230619
2823710800,28,28237,2023-0,105,2057,478620940, 내역_20230619
1141011300,11,11410,2023-0,25,425,119309140, 내역_20230619
4157025024,41,41570,2023-0,16,455,137568940, 내역_20230619
4136025630,41,41360,2023-0,168,1747,446945260, 내역_20230619
4136010500,41,41360,2023-0,57,635,163249720, 내역_20230619
4122025922,41,41220,2023-0,50,766,238113440, 내역_20230619
4139013400,41,41390,2023-0,94,745,217653920, 내역_20230619
4150036026,41,41500,2023-0,20,275,80677320, 내역_20230619
4155033023,41,41550,2023-0,20,354,104582120, 내역_20230619
4155036025,41,41550,2023-0,4,65,18986200, 내역_20230619
