complex_id,pnu,bldNm,platArea,archArea,totArea,vlRatEstmTotArea,vlRat,bcRat,hhldCnt,mainBldCnt,useAprDay,n_items
2144,1135010200100180000,그랑빌아파트,91736.57,19031.85,489825.87,329148.27,358.8,20.746197,3003,29,20021018,1
2145,1135010200100130000, ,0,50215.48,288122.92,526941.54,0,0,3930,36, ,2
2150,1135010200105560000,"월계1,2단지주공아파트",0,17084.88,235752.01,218066.48,0,0,4300,26, ,1
2151,1135010200105560000,"월계1,2단지주공아파트",0,17084.88,235752.01,218066.48,0,0,4300,26, ,1
2154,1135010200107740000,청백아파트,28928.4,5513.68,70925.08,59012.16,203.99,19.06,1147,10,19980714,1
2164,1135010200103210000,사슴아파트1단지,28889.14,5130.74,59050.63,51310.27,177.61,17.76,1372,9,19950612,1
2171,1135010300107580000,태릉해링턴플레이스,58702.9,10483.64,191972.77,125491.882,213.77,17.86,1308,16,20220118,1
2186,1135010300100810000,태강아파트,52158.4,11988.857,126562.99,118005.925,226.25,22.99,1676,24,19990723,1
2201,1135010300107080000,공릉아파트,39883.1,0.0,87483.83,0.0,0,0,1785,12,19941207,1
2202,1135010300107250000,풍림아파트,55531.1,9861.53,193102.22,139983.29,252.08,17.76,1426,13,20010917,1
2214,1135010400102740000,청솔아파트,37239.8,6343.9,82883.41,76798.81,206.23,17.04,1192,8,19891030,1
2215,1135010400102560000,중계9단지주공영구임대아파트,67233.7,10721.3,124059.0,107917.05,160.51,15.95,2694,15,19920928,1
2219,1135010400102700000,현대.우성아파트,0,10168.64,147781.069,136618.23,0,0,1320,14, ,1
2220,1135010400102730000,장미아파트,0,11933.2,137014.9,125293.3,0,0,1880,17,19891030,1
2221,1135010400103540000,학여울청구아파트,72187.8,13283.78,182217.99,155121.71,214.89,18.4,1476,21, ,1
2222,1135010400102710003,극동.건영.벽산아파트,0,11514.91,169241.42,156458.92,0,0,1980,13, ,1
2225,1135010400102840000,한신아파트/청구아파트,0,0.0,117357.67,0.0,0,0,1860,10, ,1
2235,1135010500106800000,포레나노원,36132.5,8475.8779,153921.4829,102886.4555,284.75,23.46,1062,14,20201125,1
2251,1135010500101730001,벽산아파트,0,0.0,144569.915,0.0,0,0,1654,9,19890513,1
2253,1135010500107490005,상계주공아파트,0,1842.14,9904.51,7356.18,0,0,98,3,19880513,1
2254,1135010500107200000,상계주공아파트,0,13006.76,190875.17,176896.94,0,0,2548,26,19880513,1
2255,1135010500106240000,상계주공아파트,170507.8,24351.7,340035.24,314074.97,184.2,14.28,4492,32, ,1
2256,1135010500106240000,상계주공아파트,170507.8,24351.7,340035.24,314074.97,184.2,14.28,4492,32, ,1
2257,1135010500106660000,상계주공아파트,0,16200.29,199152.17,186360.56,0,0,2654,27,19880907,1
2258,1135010500106700000,상계주공아파트,0,14823.67,219923.234,204382.694,0,0,2830,23,19881122,1
2260,1135010500107300002,상계주공아파트,0,1859.18,9987.17,7390.27,0,0,98,3,19880513,1
2279,1135010500106260000,상계주공아파트,0,11079.96,125274.94,115554.61,0,0,1635,19, ,1
2285,1135010500106480000,,,,,,,,,,,0
2286,1135010500106520000,상계주공아파트,0,7005.2,98917.526,91049.456,0,0,1248,11,19880907,1
2287,1135010500106390000,보람아파트,0,19233.77,294982.66,275956.39,0,0,3315,21,19880629,1
2290,1135010500106910000,상계주공아파트,0,2344.04,36641.38,34321.48,0,0,476,4,19880727,1
2291,1135010500107400000,상계주공아파트,0,11756.534,142043.44,133721.01,0,0,1931,21,19871121,1
2293,1135010500107650000,상계주공아파트,0,5192.88,54272.34,51152.82,0,0,816,10,19880513,1
2303,1135010500112560000,은빛아파트,34367.7,7859.9,108366.03,89473.58,260.34,22.87,1313,10,19981026,1
2304,1135010500112550000,은빛아파트,39257.5,8662.94,118054.07,97512.76,248.39,22.07,1391,12,19981116,1
2319,1135010600103590001,중계5단지주공아파트,0,11666.76,176522.1,164394.92,0,0,2328,18,19920429,1
2331,1135010600105110002, ,0,0.0,134588.12,0.0,0,0,1979,17, ,1
2337,1135010600103580000,중계3단지주공영구임대아파트,30169.9,5450.6,64137.2,56244.56,186.43,18.07,1455,7,19910914,1
2338,1135010600103690000,중계주공2단지아파트,0,7281.11,108213.12,100279.1,0,0,1800,10,19920626,1
2346,1135010600105050000,"경남,롯데,상아아파트",0,13166.17,184059.96,170096.96,0,0,1890,17,19890629,1
2347,1135010600105020001,중계그린아파트,0,4555.17,57220.54,51936.58,0,0,878,5,19900903,1
2348,1135010600105120000,중계무지개아파트,0,9757.51,113575.35,102701.63,0,0,1563,10,19911115,1
2349,1135010600105140003,목련아파트,0,0.0,125594.32,0.0,0,0,2669,12,19911130,1
2358,1138010100104190000,DMC SK VIEW IPARK Foret,54763.1,13164.41,237911.62,133550.67,243.87,24.04,1486,23,20250822,1
2359,1138010100104310011,,,,,,,,,,,0
2362,1138010100104170000,DMC 롯데캐슬 더 퍼스트,45390.8,10925.91,178408.54,116602.97,256.89,24.07,1192,17,20211209,1
2371,1138010200102810000,북한산 푸르지오,58517.9,13899.27,193700.39,130164.2,222.43,23.75,1230,23, ,1
2388,1138010300106410000,북한산현대힐스테이트3차아파트,54905.5,13095.97,189737.55,118887.69,216.53,23.76,1185,20,20100825,1
2395,1138010300102480000,미성아파트,0,10924.68,165344.93,137889.66,0,0,1342,11, ,1
2423,1138010700107690000,녹번역e편한세상캐슬,98439.1,21886.25,362565.31,237044.49,240.8,22.23,2569,35,20210527,1
2425,1138010700107670000,백련산에스케이뷰아이파크,46680.5,7252.0548,173574.6973,120851.8636,258.89,15.54,1305,12,20200521,1
2432,1138010700107590000,백련산 힐스테이트1차,58717.4,11696.94,169997.48,112592.18,191.75,19.92,1106,17, ,1
2467,1138011000102600000,,,,,,,,,,,0
2507,1138011400100220000,은평뉴타운 구파발,56863.1,13235.5,135179.59,100694.11,177.08,23.28,1057,17,20100709,1
2527,1141010600101450000,천연뜨란채,34115,7340.042,80191.558,78145.95,229.07,21.52,1008,17,20060323,1
2531,1141010900102000000,독립문극동아파트,42769.1,9568.596,170725.215,135319.526,316.4,22.37,1300,13, ,1
2534,1141011000110170000,힐스테이트 신촌,49743.5,12392.8157,184229.0431,118382.9063,237.99,24.91,1226,16,20230607,1
2535,1141011000110140000,,,,,,,,,,,0
2542,1141011100104740000,홍제역 해링턴플레이스,46200.4,10125.27,189877.66,109920.93,237.92,21.92,1116,19,20240327,1
2582,1141011800104550000,홍은동벽산아파트,64081,14062.57,203357.145,0.0,253.44,21.94,1431,40, ,2
2594,1141011900104810000,DMC 래미안 e편한세상,159088,31708.53,575494.03,365256.08,229.59,19.93,3293,58,20121005,1
2604,1141012000103890000,DMC에코자이,38405.7,8320.798,166558.986,96212.926,250.52,21.67,1047,14, ,1
2605,1141012000103880000,DMC센트럴아이파크,49481.5,8879.43,182139.52,111933.59,226.21,17.94,1061,14,20181231,1
2607,1141012000103850000,DMC파크뷰자이,201017.4,39613.003,712874.653,469076.108,233.35,19.71,4300,75,20151026,1
2611,1141012000103770000,DMC래미안클라시스,39397.6,8806.03,119430.73,114097.06,289.63,22.35,1114,16, ,1
2612,1141012000103760000,남가좌동현대아파트,35669.2,9178.77,123194.08,117300.17,328.86,25.73,1155,13, ,1
2617,1144010100108040000,마포더클래시,49402.1,9291.59,209770.23,123263.17,249.51,18.81,1419,20,20221129,1
2623,1144010100107770000,마포래미안푸르지오,146498.5,30656.4366,588070.0381,380606.0073,259.8,20.93,3885,54, ,1
2652,1144010400100820000,도화3지구우성아파트,0,12544.47,168646.765,144801.31,0,0,1222,16, ,1
2657,1144010400103570000,도화동현대아파트,48411.4,11243.24,140147.7,129162.52,266.8,21.76,1021,14, ,1
2667,1144010800108060000,마포그랑자이,48233,12669.08,182086.53,123511.71,256.07,26.27,1248,22, ,1
2672,1144010800106600000,대흥동태영아파트,50247.6,11756.09,252661.19,172898.6,344.09,22.12,1992,21,19991120,1
2674,1144010900105320000,마포프레스티지자이,63183.6,12588.8224,265936.921,159048.0615,251.72,19.92,1694,23,20210326,1
2684,1144011100104620000,마포 아이파크 포레,37941.8,6708.012,172446.226,110076.188,290.12,17.68,1015,9, ,1
2734,1144012500105950000,성산임대아파트,39883.2,8142.996,89133.835,84565.66,212.03,20.42,1807,10, ,1
2735,1144012500104460000,성산시영아파트,0,0.0,280687.501,0.0,0,0,0,37, ,2
2754,1144012700117520000,상암월드컵파크9단지,49885,10072.2,144316.1,98728.53,197.91,20.19,1036,17,20101014,1
2761,1147010100113260000,래미안 목동아델리체,60663.8,13572.54,244199.05,156239.08,257.55,22.37,1497,25,20210128,1
2764,1147010100113230000,목동힐스테이트,44011.6,10119.15,170225.73,111071.06,252.37,22.99,1081,17,20160519,1
2771,1147010100103130000,,,,,,,,,,,0
2785,1147010100103140000, ,0,8163.93,128398.85,116499.48,0,0,1352,14, ,1
2786,1147010100103270000, ,0,24432.16,280749.73,258844.11,0,0,2280,36, ,1
2787,1147010100103310000,,,,,,,,,,,0
2790,1147010100103370001,,,,,,,,,,,0
2791,1147010100103370002,목동2차우성아파트,17358.2,4392.05,63001.79,51370.92,295.95,25.3,1140,5, ,1
2792,1147010100103250000,목동신시가지아파트,0,11480.45,140912.14,128687.33,0,0,1595,21, ,1
2793,1147010100103260000, ,0,15789.1,161791.73,149828.62,0,0,1860,29, ,1
2794,1147010100102760000,양천아파트,212891.6,15131.636,261115.09,153156.37,82.84,7.11,2998,32, ,2
2797,1147010100103110000,목동신시가지아파트,0,20595.26,241842.4,222005.99,0,0,2160,36, ,1
2802,1147010100113160000,신정 이펜하우스 3단지,63100,15406.42,181742.84,119353.55,189.15,24.42,1339,23,20110629,1
2831,1147010200109290000,"목동청구아파트,목동한신아파트",64759.8,13645.57,186225.75,151506.1,233.95,21.07,1512,17, ,1
2832,1147010200109030000,목동신시가지아파트,0,24014.77,193732.32,178877.01,0,0,1588,32, ,1
2839,1147010200109250000,목동신시가지아파트,0,21750.75,241844.22,228964.05,0,0,2550,37, ,1
2844,1147010200109560000,목동 롯데캐슬 위너,43007.4,8417.01,173805.72,125015.71,290.68,19.57,1067,14,20050623,1
2849,1147010200109040000,목동신시가지아파트,0,13589.98,137771.25,126616.32,0,0,1382,19, ,1
2850,1147010200109120000,목동신시가지아파트,0,26043.89,229059.97,209298.37,0,0,1848,41, ,1
2853,1147010200109010000,목동신시가지아파트,0,27010.33,219757.75,201619.59,0,0,1882,38, ,1
2854,1147010200109020000,목동신시가지아파트,0,25931.68,208958.02,192809.51,0,0,1640,40, ,1
2855,1147010200109110000,목동신시가지아파트,0,10938.3,142543.9,131615.62,0,0,1368,18, ,1
2882,1147010300110760000,목동 센트럴 아이파크위브 2단지,33610.8,8933.32,134037.36,94481.22,281.1,26.58,962,12,20200528,1
2908,1147010300109870001,신월시영아파트,0,14763.79,161713.97,150928.85,0,0,2256,24, ,1
2963,1150010200107150000,등촌동아이파크,86045.8,16026.1956,313763.2287,230861.5559,268.3,18.63,1653,31,20031223,1
2970,1150010200106880000,등촌3단지주공아파트,31435.5,5065.38,82527.8,72402.32,0,0,1016,9,19951010,1
2971,1150010200106950000,등촌5단지주공아파트,32644.6,5140.44,76407.53,71589.32,219.3,15.75,1045,9,19951010,1
2972,1150010200106870000,"등촌1,2단지주공아파트",0,8425.44,104719.43000000001,96484.63,0,0,2174,20,19941104,2
2976,1150010200106900000,등촌4단지주공영구임대아파트,0,4936.22,65235.962,60528.02,192.69,0,1575,10, ,1
2978,1150010200107070000, ,0,5957.79,73986.49,67960.12,0,0,1590,14, ,2
2979,1150010200107040000, ,0,4431.2,63455.12,58820.92,0,0,1445,8, ,1
3002,1150010300111590000,우장산 아이파크 이편한세상,106164.2,19726.19,394027.24,280741.65,264.44,18.58,2517,44,20080108,1
3006,1150010300111650000,강서힐스테이트,131939.1,29580.73,539090.47,341726.09,259,22.42,2603,37,20150819,1
3008,1150010300111450000,우장산롯데캐슬,66508.5,11994.07,235741.47,170831.07,256.86,18.03,1164,22,20030909,1
3016,1150010300110910000,화곡푸르지오,150567,30653.8396,478162.8784,319858.4564,212.4359,21.46,2176,50,20021216,1
3023,1150010400114860000, ,0,6220.94,85756.65,79737.19,0,0,1998,12, ,1
3029,1150010400114610000,가양2단지성지아파트,0,15564.21,137534.89,102640.45,0,0,1624,11, ,1
3032,1150010400114750000,강변아파트,0,0.0,93746.12,0.0,0,0,1556,13, ,1
3033,1150010400114780000,가양4단지,42110.4,7603.18,88224.71,79423.01,188.61,18.06,0,13, ,1
3034,1150010400114810000, ,0,9578.61,0.0,96332.6,0,0,2411,18, ,1
3035,1150010400114820000,가양8단지,30406.9,6267.88,68880.8,63113.439999999995,203.72,18.67,0,12, ,2
3036,1150010400114850000, ,0,31865.92,217505.69,122491.67,0,0,1476,16, ,1
3038,1150010400114900000, ,0,4753.69,57699.86,74136.93,0,0,1005,8, ,1
3041,1150010500107300715,,,,,,,,,,,0
3042,1150010500107480000,마곡 13단지 힐스테이트 마스터,58829.3,14587.9861,191644.153,129230.3551,219.67,24.8,1194,24,20170410,1
3052,1150010500107430000,마곡엠밸리6단지,75036.4,19086.42,226637.65,151051.46,201.3,25.44,1466,20,20140612,1
3053,1150010500107430004,마곡엠밸리7단지,56329.7,16279.59,207921.77,134350.45,238.51,28.9,1004,14,20140612,1
3056,1150010500107500000,마곡엠밸리14단지,62516.5,16977.83,196539.25,128827.06,206.07,27.16,1270,14,20140529,1
3060,1150010500107510000,마곡엠밸리15단지,54721,14727.44,174422.02,112685.08,205.93,26.91,1171,14,20140529,1
3071,1150010600107420000,마곡수명산파크1단지,49086.9,9968.79,145070.164,109769.262,223.62,20.31,1421,18,20071101,1
3072,1150010600106570000,우장산힐스테이트,95662.2,19779.08,351625.82,255882.53,267.49,20.68,2198,42,20050504,1
3104,1150010900108390000,도시개발공사아파트,56485.9,10245.98,126891.485,115549.04,204.56262,18.139004,0,20, ,1
3110,1150010900108510000,도시개발아파트,22991.5,4046.261,47417.412,42949.408,186.81,17.6,1065,6,19940521,1
3115,1150010900108160000,도시개발공사아파트,25115.3,5070.36,46936.99,42586.21,169.56,20.19,0,6,19940817,1
3116,1150010900108140000,방화5단지아파트,44527.42,8410.51,83483.676,77256.76,173.5,18.89,1372,7,19940817,1
3140,1153010100106430000,신도림1차 동아아파트,31324.8,20656.352,177869.672,124202.01,395.69,65.94,1095,12, ,1
3141,1153010100106420000,신도림 대림아파트,74075.1,14274.01,325741.15,234395.67,316.43,19.27,2304,29, ,1
3166,1153010200112650000,구로두산아파트,25167.7,6176.39,92922.07,89105.66,354.05,24.54,1285,13, ,1
3169,1153010200112670000,신도림태영타운,43788.1,8958.45,140674.68,138647.32,316.63,20.46,1252,16, ,1
3182,1153010200102560001,삼성래미안아파트,40863.7,9049.259,190134.243,129976.866,318.07,22.14,1244,17,20040529,1
3193,1153010200106850222,구로주공아파트,0,9978.78,142969.56,133733.47,0,0,1400,13, ,1
3231,1153010700104970000,센트레빌 레우스 1단지,31988.8,6875.9832,156965.3528,116048.8987,362.78,21.49,1042,9,20200720,1
3232,1153010700104760000,한마을아파트,60424.8,12416.93,284455.16,202651.62,335.38,20.55,1983,29, ,1
3243,1153010700104810000,현대아파트,80922.7,14904.885,260139.283,259160.144,320.26,18.41,2414,35, ,1
3246,1153010700104780000,개봉동한진아파트,38824.3,10039.12,136485.58,134043.47,345.26,25.85,1371,16, ,1
3285,1153011100102780000,천왕 이펜하우스 3단지,49699.6,9633.09,148135.41,98168.73,197.52,19.38,1044,14,20111012,1
3287,1153011100102810000,천왕연지타운2단지,51172.2,10039.9,148465.43,98533.45,192.59,19.62,1018,17,20140128,1
3297,1153011200102420000,하버라인3단지,50056.4,10553.61,158323.3,106002.36,211.67,21.07,1170,12,20190225,1
3305,1154510100107700000,,,,,,,,,,,0
3313,1154510200111550000,금천 롯데캐슬 골드파크 3차,29932.1,17676.9745,246607.5249,149653.0082,499.97,59.06,1236,8,20181030,1
3316,1154510200111470000,금천 롯데캐슬 골드파크 1차,64312,11759.8243,270973.945,191299.4764,297.46,18.29,1743,14,20161209,1
3326,1154510200110950000,,,,,,,,,,,0
3327,1154510200110880001,주공아파트,35358,5291.3,64008.34,58887.17,166.54,14.96,1297,9, ,1
3336,1154510300110100000,벽산아파트,91574,16339.62,266394.41,226108.49,249.47,17.84,2336,22, ,1
3342,1154510300110130004,벽산아파트,22047.6,3815.12,79449.24,58632.63,265.94,17.3,1288,4,20040806,1
3343,1154510300110130000,벽산아파트,107560.8,20363.91,363995.29,290815.36,270.37,18.93,2810,28,20040806,1
3346,1154510300110270000,,,,,,,,,,,0
3358,1156010100106470001,,,,,,,,,,,0
3364,1156010800102050000,,,,,,,,,,,0
3389,1156011000100500000, ,0,59370.89,170198.64,175275.66,0,0,1812,25, ,1
3422,1156011500100420000,당산 삼성 래미안,68115.4,12336.32,291405.3,204150.27,299.71,18.11,1391,27,20031230,1
3434,1156012100100540000,문래자이,68661.3,10417.71,227868.73,171512.34,249.79,15.17,1302,19, ,1
3477,1156012900100760000,양평동한신아파트,40564.5,11879.11,145223.18,114667.73,282.68,29.28,1218,11, ,1
3486,1156013200149690000,힐스테이트 클래시안,51714.6,9004.63,209892.65,132053.24,255.35,17.41,1476,15,20201228,1
3487,1156013200149640000,신길센트럴자이아파트,35435.5,7898.79,144871.22,94603.06,266.97,22.29,1008,14,20210413,1
3488,1156013200149580000,보라매 SK VIEW,59073.6,11581.882,233798.957,156236.227,264.48,19.61,1546,20,20200129,1
3491,1156013200149500000,래미안 에스티움,70569.1,13438.18,278511.63,178419.45,252.83,19.04,1722,20,20170412,1
3504,1156013200108970001,삼환아파트,43278.9,6977.81,131665.89,106033.81,246.84,16.12,1174,12, ,1
3526,1156013300106080001,현대3차아파트,38598.4,10228.25,157864.43,125760.15,325.82,26.5,1187,9, ,1
3543,1159010100103260000,신동아리버파크아파트,15687.9,4446.12,54385.78,45380.88,289.27,28.34,925,3, ,1
3561,1159010200104310000,래미안상도3차아파트,84419.1,17299.92,278616.04,193533.35,229.25,20.49,1656,28,20051224,1
3567,1159010200105210000,상도 더샾아파트,61043.877,13020.939,197874.171,139848.736,229.1,21.33,1122,24,20070928,1
3573,1159010200105310000,힐스테이트 상도 센트럴파크,78478,16822.5409,251674.7099,174817.0458,222.75,21.43,1559,25,20120925,1
3588,1159010500103420000,,,,,,,,,,,0
3618,1159010700101690008,대림아파트,0,12237.26,141374.15,133064.61,0,0,1152,14, ,1
3632,1159010700101050000,"극동,사당우성,신동아 아파트",178093.1,33658.34,467098.95,443275.5,248.9,18.9,4397,44, ,1
3633,1159010700101050000,"극동,사당우성,신동아 아파트",178093.1,33658.34,467098.95,443275.5,248.9,18.9,4397,44, ,1
3648,1159010800105010000,대방동 대림아파트 아파트동,70957.4,14246.3,240444.76,193694.57,272.97,20.08,1628,16, ,1
3671,1159010900105650000,우성아파트,0,11165.08,174693.6,166384.799,0,0,1335,17, ,1
3688,1162010100117300001,e편한세상 서울대입구 2단지,24133.2,6291.66,89186.81,60017.18,248.69,26.07,565,10,20190625,1
3698,1162010100117170000,관악푸르지오,64321.1,11358.35,272722.89,189431.41,294.51,17.66,2104,23,20040826,1
3699,1162010100110000000, ,0,0.0,192591.79,0.0,0,0,1729,26, ,2
3700,1162010100117120001,관악드림타운,29889.4,6217.04,117994.92,87602.86,293.09,20.8,1843,7,20030906,1
3702,1162010100117060000, ,50661.5,10351.59,237079.205,174744.63499999998,340.49,18.9,1597,13, ,2
3706,1162010100117080000,두산아파트,75505.9,0.0,283621.2,0.0,324.4,22.01,2001,28,20001228,1
3707,1162010100117030000,성현동아아파트,44725,8564.32,185363.07,135261.03,302.43,19.15,1261,11, ,1
3710,1162010100117180000,벽산블루밍,65046.9,16358.23,274638.49,216682.94,333.12,25.15,2105,22,20050705,1
3715,1162010100117120000,관악드림타운,138186.8,23373.74,531139.83,369777.96,267.59,16.91,3544,46,20030906,1
3727,1162010200117460000,힐스테이트 뉴포레,24035.7,6075.8541,146677.998,97458.3387,405.47,25.28,1143,10,20220829,1
3735,1162010200117350000,관악산 휴먼시아,105721.5,16099.081,337509.458,253943.566,240.2,15.23,2265,32,20080313,1
3737,1162010200117140000,삼성산주공아파트,50978.2,9203.56,219708.81,152889.19,299.91,18.05,1482,10, ,1
3739,1162010200116940000,신림동현대아파트,65800,13758.99,172157.61,153795.85,233.73,20.91,1634,14, ,1
3760,1162010200117300000,신림푸르지오,59937.3,11183.34,254293.23,178596.61,297.97,18.65,1456,24,20050622,1
3814,1165010300107730000,서초힐스,53430,9109.61,148779.26,111628.65,208.93,17.05,1082,14,20121203,1
3815,1165010300107170000,서초네이처힐3단지,61684,13568.68,177072.25,121872.46,197.58,22,1251,18,20130118,1
3866,1165010600100700000,신반포아파트,0,14296.48,166886.99,150677.36,0,0,1212,13, ,1
3869,1165010600100730000,신반포아파트,0,27376.35,170480.03,311422.82,0,0,1572,18, ,1
3870,1165010700110660000,,,,,,,,,,,0
3873,1165010700100010000,래미안 원베일리,119799.8,23833.35,673552.93,359202.92,299.84,19.89,2990,23,20230830,1
3880,1165010700100020012,아크로리버파크,68841.5,13581.39,346883.14,206338.25,299.73,19.73,1612,15,20160830,1
3883,1165010700100200043,반포자이,194458.5,27076.668,813150.722,525079.107,270.02,13.92,3410,45,20090313,1
3884,1165010700100600004,반포미도아파트,0,10214.26,143230.74,134497.08,0,0,1260,10, ,1
3886,1165010700100300026,반포리체,47661.2,5650.979,180700.164,116148.512,243.7,11.86,1119,9,20101029,1
3888,1165010700100180001,래미안 퍼스티지,133060,16981.06,540103.11,359252.52,269.99,12.76,2444,28,20090714,1
3911,1165010800117570000,서초그랑자이,53923.1,8422.059,286427.324,161614.314,299.71,15.62,1446,9,20210629,1
3912,1165010800117550000,래미안 리더스원,51252.5,9439.63,267015.92,153383.71,299.27,18.42,1317,13,20200925,1
3958,1165010800116830002,,,,,,,,,,,0
3959,1165010800116850000,삼풍아파트,0,22013.16,336927.72,316876.2,0,0,2390,25, ,1
3961,1165010900103840000,서초포레스타2단지,39025,8617.02,135050.16,88127.17,225.82,22.08,1077,14,20150618,1
3962,1165010900104110000,서초더샵포레,81190,19784.09,232130.27,153243.74,188.75,24.37,1264,27,20140811,1
3996,1168010100107570000,역삼래미안,34111.4,6229.506,132463.769,94203.519,276.16,18.26,1050,13,20051026,1
3998,1168010300112840000,개포자이 프레지던스,142628.4,28942.2026,641451.945,356356.7545,249.8498,20.29,3375,38,20230228,1
4001,1168010300112820000,개포 래미안 포레스트,98561.6,20774.78,422380.59,246401.68,249.99,21.08,2296,36,20200928,1
4002,1168010300112810000,디에이치아너힐즈,57329.7,11130.7411,233596.9813,143307.0498,249.97,19.42,1320,24,20190829,1
4003,1168010300112800000,래미안블레스티지,86461.8,16155.045,362894.618,216147.117,249.99,18.68,1957,24, ,1
4007,1168010300100120000,"대치,대청 아파트",0,15403.97,224217.01,21833.55,0,0,4199,27, ,1
4012,1168010300100120000,"대치,대청 아파트",0,15403.97,224217.01,21833.55,0,0,4199,27, ,1
4015,1168010300101850000,개포주공아파트,0,12975.06,184280.09,166471.99,0,0,1960,20, ,1
4056,1168010500100160002,,,,,,,,,,,0
4075,1168010600110270000,래미안 대치 팰리스,78777.7,12158.28,349568.37,203759.12,258.65,15.43,1608,17,20150922,1
4078,1168010600105110000,미도맨션아파트,0,28511.75,372573.64,346355.29,0,0,2435,22, ,1
4088,1168010600103160000,은마아파트,0,48104.55,528772.0,488472.85,0,0,4424,31, ,1
4089,1168010600105060000,선경아파트,0,10877.08,152146.6,141025.0,0,0,1033,13, ,1
4118,1168011000104260000,현대아파트,0,7354.48,81881.62,75221.31,0,0,600,11, ,1
4121,1168011000104930000,영동한양아파트,0,3879.87,52388.79,38501.57,0,0,296,5, ,1
4122,1168011000103690001,현대아파트,0,14227.78,177290.37,163345.72,0,0,960,18, ,1
4133,1168011200103270001,,,,,,,,,,,0
4136,1168011200106190000,강남자곡 힐스테이트,70095.4,20386.13,179903.97,124103.98,177.05,29.08,1339,8,20150602,1
4138,1168011200106210000,강남 에버시움,34396.9,11097.438,85878.184,62402.742,181.42,32.26,1065,16,20131113,1
4139,1168011200106870000,래미안포레,63968.6,16844.86,145322.63,101875.74,159.26,26.33,1070,16,20140313,1
4140,1168011200106860000,강남한양수자인,91359.3,22236.2,201793.05,137363.51,150.36,24.34,1304,27,20140314,1
4141,1168011200106110000,래미안 강남힐즈,80305.2,14050.14,192070.36,128450.25,159.95,17.5,1020,21,20140630,1
4145,1168011400106880000,상록 스타힐스,51020.2,11925.088,184881.291,132613.461,259.92,23.37,1703,13, ,1
4146,1168011400107430000,디에이치 자이 개포,64598.4,18610.13,364700.14,219131.79,336.99,28.81,1996,21,20210730,1
4155,1168011400107110000,수서1단지아파트,79603,10969.04,157121.09,150889.89,189.55,13.78,2934,22, ,1
4164,1168011500107360000,신동아아파트,31862.7,5111.57,65535.25,64453.92,202.29,16.04,1163,9, ,1
4165,1168011500107460000,까치마을아파트,36700,7945.02,83490.86,76481.99,208.4,21.65,1403,8, ,1
4166,1168011500107070000,수서주공영구임대아파트,0,8886.19,114619.57,104597.1,0,0,2560,16, ,1
4167,1168011500107230000,수서6단지아파트,0,4958.82,6005.481,57880.05,197.6,18.42,1512,8, ,1
4190,1168011800105270000,도곡렉슬아파트,138750.3,20980.5366,557235.8697,380720.9448,274.39,15.12,3002,35,20060127,1
4198,1168011800109630000,역삼럭키아파트,0,9905.52,142131.12,131409.44,0,0,1094,11, ,1
4204,1171010100100440000,레이크팰리스,126628.8,17841.76,506900.68,346045.78,273.27,14.09,2678,35,20061228,1
4205,1171010100100350000,트리지움,157005.7,22624.79,624434.11,431370.19,274.75,14.41,3696,46,20070824,1
4206,1171010100100220000,리센츠,219217.9,33257.95,936257.86,603406.17,275.25,15.17,5562,65,20080731,1
4207,1171010100100190000,잠실엘스,231604.7,38028.15,969380.41,639213.43,275.99,16.41,5678,72,20080930,1
4209,1171010100100860000, ,0,0.0,227115.961,0.0,0,0,1356,18, ,1
4210,1171010100101010002, ,0,0.0,39043.42,0.0,0,0,330,7, ,2
4212,1171010100100270001,,,,,,,,,,,0
4214,1171010200100170006,,,,,,,,,,,0
4215,1171010200100200004,,,,,,,,,,,0
4220,1171010200100070000, ,0,0.0,350289.35,0.0,0,0,0,25, ,1
4221,1171010200100170000,파크리오,279928.3,39910.83,1179837.66,793974.21,283.63,14.26,6864,66,20080829,1
4263,1171010700109130000,헬리오시티,346570.4,67270.07,1563379.68,991121.07,285.98,19.41,9510,93,20181228,1
4277,1171010700101400000,가락쌍용아파트,55641.4,13093.1,248143.69,0.0,343,23.53,2065,18,19970320,1
4293,1171010800100010000,문정래미안아파트,89496.7,19107.51,381065.09,262142.72,292.91,21.35,1696,33,20040930,1
4294,1171010800101450000, ,0,0.0,93833.393,0.0,0,0,1316,11, ,1
4295,1171010800101500020,,,,,,,,,,,0
4300,1171010900109050000,위례포레샤인23단지,105589,17996.11,261708.32,177881.2,168.47,17.04,2200,27,20170928,1
4318,1171010900108790000,송파더센트레,44191,7647.16,130136.74,89949.68,203.55,17.3,1139,13,20131101,1
4319,1171010900109010000,위례24단지,82398,14518.13,229723.73,159892.28,194.05,17.62,1810,23,20131108,1
4325,1171011100100890014,,,,,,,,,,,0
4341,1171011200100440000,,,,,,,,,,,0
4350,1171011300106510000,포레나송파,61476.1,12183.77,195996.32,130871.46,212.88,19.82,1282,20,20210806,1
4355,1171011300106960000,e편한세상 송파 파크센트럴,43504.4,8963.44,180054.32,120147.33,276.17,20.6,1199,15,20210517,1
4362,1171011300102900000, ,23445.8,7271.75,79417.5,6465.2,275.57,30,1004,10, ,1
4379,1174010100103590000,래미안 솔베뉴,55763.4,10901.44,256091.95,167281.63,299.98,19.55,1900,13,20190624,1
