bnhhSe,cddcCode,cddcNm,changeDate,creatDate,edcSport,edcSportNm,fondDate,fondType,insttCode,insttNm,latitude,lnmadr,longitude,operSttus,rdnmadr,referenceDate,schoolId,schoolNm,schoolSe
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7021000,서울특별시동부교육지원청,1961-03-03,사립,B554398,한국교육시설안전원,37.5818726,서울특별시 동대문구 전농동 90-3,127.0569769,운영,서울특별시 동대문구 전농로20길 31,2026-03-20,B000011305,해성국제컨벤션고등학교,고등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9221000,경상남도합천교육지원청,1967-03-06,사립,B554398,한국교육시설안전원,35.66049728,경상남도 합천군 묘산면 산제리 10,128.1135315,운영,경상남도 합천군 묘산면 묘산로 157-70,2026-03-20,B000011240,묘산중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,2005-03-01,공립,B554398,한국교육시설안전원,37.64804303,경기도 남양주시 평내동 591,127.2382105,운영,경기도 남양주시 경춘로1286번길 23,2026-03-20,B000009610,평내중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7541000,경기도수원교육지원청,2005-03-01,공립,B554398,한국교육시설안전원,37.26262774,경기도 수원시 영통구 매탄동 1247,127.0447779,운영,경기도 수원시 영통구 매탄로126번길 11,2026-03-20,B000012443,매탄고등학교,고등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7692000,경기도광주하남교육지원청,2015-03-01,공립,B554398,한국교육시설안전원,37.5592925,경기도 하남시 망월동 1180,127.1988697,운영,경기도 하남시 미사강변한강로334번길 46,2026-03-20,B000023072,미사중앙초등학교,초등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8801000,경상북도구미교육지원청,2008-03-01,공립,B554398,한국교육시설안전원,36.11651264,경상북도 구미시 광평동 160,128.3568194,운영,경상북도 구미시 화신로10길 11-12,2026-03-20,B000010777,광평중학교,중학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8831000,경상북도상주교육지원청,1953-04-15,공립,B554398,한국교육시설안전원,36.48016569,경상북도 상주시 외서면 관동리 147,128.1721632,운영,경상북도 상주시 외서면 북상주로 591-14,2026-03-20,B000007194,백원초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7551000,경기도성남교육지원청,1994-03-03,공립,B554398,한국교육시설안전원,37.37142116,경기도 성남시 분당구 분당동 114,127.1466861,운영,경기도 성남시 분당구 장안로 70,2026-03-20,B000009216,장안중학교,중학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7051000,서울특별시북부교육지원청,1993-03-01,공립,B554398,한국교육시설안전원,37.67176621,서울특별시 노원구 상계동 632,127.0595044,운영,서울특별시 노원구 수락산로 182,2026-03-20,B000008204,상원중학교,중학교
본교,7430000,대전광역시교육청,2025-10-25,2013-11-29,7441000,대전광역시동부교육지원청,2007-03-02,공립,B554398,한국교육시설안전원,36.30045896,대전광역시 동구 대성동 134,127.4609857,운영,대전광역시 동구 동구청로 26,2026-03-20,B000008984,대전은어송중학교,중학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8821000,경상북도영천교육지원청,1933-04-25,공립,B554398,한국교육시설안전원,35.99525397,경상북도 영천시 청통면 신학리 577-1,128.8236067,운영,경상북도 영천시 청통면 청통초등길 43,2026-03-20,B000007169,청통초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,2004-03-01,공립,B554398,한국교육시설안전원,37.58015633,경기도 남양주시 와부읍 도곡리 1051-7,127.2273682,운영,경기도 남양주시 와부읍 석실로 45,2026-03-20,B000004601,도심초등학교,초등학교
본교,8000000,충청북도교육청,2025-10-25,2013-11-29,8092000,충청북도괴산증평교육지원청,1936-06-16,공립,B554398,한국교육시설안전원,36.81735263,충청북도 괴산군 사리면 사담리 516-1,127.6507401,운영,충청북도 괴산군 사리면 사리로 246,2026-03-20,B000005455,보광초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7021000,서울특별시동부교육지원청,1908-09-01,사립,B554398,한국교육시설안전원,37.58604864,서울특별시 동대문구 제기동 293,127.0410078,운영,서울특별시 동대문구 홍릉로15길 50,2026-03-20,B000008096,정화여자중학교,중학교
본교,8321000,전북특별자치도교육청,2025-10-25,2013-11-29,8402000,전북특별자치도진안교육지원청,2010-03-01,사립,B554398,한국교육시설안전원,35.77070891,전북특별자치도 진안군 진안읍 연장리 998,127.3774507,운영,전북특별자치도 진안군 진안읍 임진로 2765,2026-03-20,B000011643,한국한방고등학교,고등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7751000,경기도용인교육지원청,2000-01-08,공립,B554398,한국교육시설안전원,37.32052608,경기도 용인시 수지구 풍덕천동 1097,127.0927176,운영,경기도 용인시 수지구 풍덕천로 86,2026-03-20,B000003996,신월초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7091300,서울특별시강남서초교육지원청,1978-12-29,사립,B554398,한국교육시설안전원,37.48891973,서울특별시 서초구 방배동 1514,126.9845622,운영,서울특별시 서초구 동광로12길 84,2026-03-20,B000008354,서문여자중학교,중학교
본교,7310000,인천광역시교육청,2025-10-25,2013-11-29,7331000,인천광역시북부교육지원청,2001-03-01,공립,B554398,한국교육시설안전원,37.52161093,인천광역시 부평구 삼산동 391-2,126.7458927,운영,인천광역시 부평구 영성중로 54,2026-03-20,B000012272,삼산고등학교,고등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7551000,경기도성남교육지원청,1992-06-01,공립,B554398,한국교육시설안전원,37.3724032,경기도 성남시 분당구 수내동 57,127.122265,운영,경기도 성남시 분당구 내정로174번길 19,2026-03-20,B000003770,내정초등학교,초등학교
본교,8490000,전라남도교육청,2025-10-25,2013-11-29,8571000,전라남도곡성교육지원청,1929-11-16,공립,B554398,한국교육시설안전원,35.29669226,전라남도 곡성군 고달면 목동리 730,127.3420813,운영,전라남도 곡성군 고달면 곡고로 424,2026-03-20,B000006594,고달초등학교,초등학교
본교,8490000,전라남도교육청,2025-10-25,2013-11-29,8641000,전라남도해남교육지원청,1973-03-09,공립,B554398,한국교육시설안전원,34.59539971,전라남도 해남군 문내면 동외리 880-1,126.312378,운영,전라남도 해남군 문내면 우수영로 21-6,2026-03-20,B000010588,우수영중학교,중학교
본교,7430000,대전광역시교육청,2025-10-25,2013-11-29,7441000,대전광역시동부교육지원청,1986-03-05,사립,B554398,한국교육시설안전원,36.44731214,대전광역시 대덕구 석봉동 311-1,127.4234779,운영,대전광역시 대덕구 석봉로 15,2026-03-20,B000012389,대전이문고등학교,고등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7051000,서울특별시북부교육지원청,1945-11-01,공립,B554398,한국교육시설안전원,37.65660218,서울특별시 도봉구 쌍문동 72,127.0346025,운영,서울특별시 도봉구 도봉로129길 54,2026-03-20,B000002019,서울창경초등학교,초등학교
본교,7310000,인천광역시교육청,2025-10-25,2013-11-29,7321000,인천광역시남부교육지원청,1981-03-30,국립,B554398,한국교육시설안전원,37.46863564,인천광역시 중구 북성동1가 102-28,126.6016659,운영,인천광역시 중구 월미로 338,2026-03-20,B000011827,인천해사고등학교,고등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7551000,경기도성남교육지원청,1991-09-01,공립,B554398,한국교육시설안전원,37.45057746,경기도 성남시 수정구 신흥동 47-3,127.1434705,운영,경기도 성남시 수정구 공원로436번길 17,2026-03-20,B000003715,성남신흥초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7611000,경기도안산교육지원청,1983-03-02,공립,B554398,한국교육시설안전원,37.31261017,경기도 안산시 상록구 일동 601,126.8652987,운영,경기도 안산시 상록구 성호로 70,2026-03-20,B000003928,호동초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7731000,경기도양평교육지원청,1987-03-05,공립,B554398,한국교육시설안전원,37.54474082,경기도 양평군 양서면 용담리 212,127.3256681,운영,경기도 양평군 양서면 용담3길 15,2026-03-20,B000009555,양수중학교,중학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8801000,경상북도구미교육지원청,1919-06-11,공립,B554398,한국교육시설안전원,36.13017165,경상북도 구미시 원평동 210-5,128.333859,운영,경상북도 구미시 역전로2길 23,2026-03-20,B000007112,구미초등학교,초등학교
본교,8490000,전라남도교육청,2025-10-25,2013-11-29,8521000,전라남도순천교육지원청,1946-03-01,공립,B554398,한국교육시설안전원,34.94242419,전라남도 순천시 남정동 525,127.4896402,운영,전라남도 순천시 우석로 160,2026-03-20,B000006497,순천성남초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7091300,서울특별시강남서초교육지원청,1978-03-01,사립,B554398,한국교육시설안전원,37.5019828,서울특별시 서초구 반포동 753,126.994230,운영,서울특별시 서초구 신반포로 56-7,2026-03-20,B000008352,세화여자중학교,중학교
본교,8140000,충청남도교육청,2025-10-25,2013-11-29,8271000,충청남도예산교육지원청,1934-06-16,공립,B554398,한국교육시설안전원,36.65638487,충청남도 예산군 응봉면 증곡리 436,126.7704003,운영,충청남도 예산군 응봉면 예당로 1504,2026-03-20,B000005886,응봉초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7271000,대구광역시남부교육지원청,2001-03-01,공립,B554398,한국교육시설안전원,35.81045198,대구광역시 달서구 상인동 1562,128.5512978,운영,대구광역시 달서구 상인로 24,2026-03-20,B000013517,상인고등학교,고등학교
본교,8490000,전라남도교육청,2025-10-25,2013-11-29,8501000,전라남도목포교육지원청,1956-04-23,사립,B554398,한국교육시설안전원,34.80525243,전라남도 목포시 상동 55,126.416556,운영,전라남도 목포시 삼각로43번길 9,2026-03-20,B000013071,영흥고등학교,고등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7132000,서울특별시동작관악교육지원청,1959-04-09,사립,B554398,한국교육시설안전원,37.47654259,서울특별시 관악구 봉천동 1558-1,126.9454164,운영,서울특별시 관악구 청룡16길 25,2026-03-20,B000012051,영락고등학교,고등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9201000,경상남도함양교육지원청,1960-04-07,공립,B554398,한국교육시설안전원,35.52395122,경상남도 함양군 함양읍 교산리 956,127.7246365,운영,경상남도 함양군 함양읍 함양여중길 18-9,2026-03-20,B000011219,함양여자중학교,중학교
본교,7150000,부산광역시교육청,2025-10-25,2013-12-02,7201000,부산광역시북부교육지원청,2023-03-01,공립,B554398,한국교육시설안전원,35.0997879,부산광역시 강서구 명지동 3673,128.9139109,운영,부산광역시 강서구 명지국제8로 195,2026-03-20,B000024940,명문초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7281000,대구광역시달성교육지원청,2005-03-24,공립,B554398,한국교육시설안전원,35.73243383,대구광역시 달성군 논공읍 남리 318,128.4374066,운영,대구광역시 달성군 논공읍 논공로7길 43,2026-03-20,B000008752,북동중학교,중학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7281000,대구광역시달성교육지원청,1998-03-01,공립,B554398,한국교육시설안전원,35.72382525,대구광역시 달성군 논공읍 남리 717-5,128.4572009,운영,대구광역시 달성군 논공읍 논공로 256,2026-03-20,B000008751,논공중학교,중학교
본교,7480000,울산광역시교육청,2025-10-25,2013-11-29,7501000,울산광역시강남교육지원청,2007-03-01,공립,B554398,한국교육시설안전원,35.5331122,울산광역시 남구 달동 813,129.3178478,운영,울산광역시 남구 삼산로94번길 20,2026-03-20,B000003550,청솔초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7061000,서울특별시중부교육지원청,1957-05-25,사립,B554398,한국교육시설안전원,37.53420937,서울특별시 용산구 원효로4가 1-1,126.9545934,운영,서울특별시 용산구 원효로19길 49,2026-03-20,B000008255,성심여자중학교,중학교
본교,8140000,충청남도교육청,2025-10-25,2013-11-29,8222000,충청남도논산계룡교육지원청,1989-09-01,공립,B554398,한국교육시설안전원,36.30064433,충청남도 계룡시 신도안면 남선리 1318,127.2441239,운영,충청남도 계룡시 신도안면 신도안2길 66,2026-03-20,B000022928,용남중학교,중학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7261000,대구광역시서부교육지원청,1995-03-01,공립,B554398,한국교육시설안전원,35.92751351,대구광역시 북구 구암동 694-2,128.5571252,운영,대구광역시 북구 태암로 85,2026-03-20,B000008689,구암중학교,중학교
본교,9290000,제주특별자치도교육청,2025-10-25,2013-11-29,9296000,제주특별자치도제주시교육지원청,1945-09-01,공립,B554398,한국교육시설안전원,33.53447338,제주특별자치도 제주시 조천읍 신촌리 1828,126.6195153,운영,제주특별자치도 제주시 조천읍 신북로 51,2026-03-20,B000008015,신촌초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7761000,경기도안성교육지원청,1943-04-30,공립,B554398,한국교육시설안전원,37.00836663,경기도 안성시 봉남동 360,127.275693,운영,경기도 안성시 중앙2길 111,2026-03-20,B000009527,안성여자중학교,중학교
본교,7150000,부산광역시교육청,2025-10-25,2013-11-29,7191000,부산광역시동래교육지원청,1981-10-14,공립,B554398,한국교육시설안전원,35.22332989,부산광역시 금정구 부곡동 717-1,129.0953419,운영,부산광역시 금정구 가마실로 56,2026-03-20,B000008555,부곡여자중학교,중학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7261000,대구광역시서부교육지원청,1956-07-04,공립,B554398,한국교육시설안전원,35.8808955,대구광역시 북구 칠성동2가 395-1,128.5978756,운영,대구광역시 북구 칠성시장로23길 55,2026-03-20,B000002843,대구옥산초등학교,초등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8951000,경상북도예천교육지원청,1922-05-25,공립,B554398,한국교육시설안전원,36.69033237,경상북도 예천군 용문면 상금곡리 543-1,128.4086156,운영,경상북도 예천군 용문면 금당실길 51-20,2026-03-20,B000007390,용문초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7681000,경기도파주교육지원청,1955-04-01,공립,B554398,한국교육시설안전원,37.70804653,경기도 파주시 동패동 1079,126.7033102,운영,경기도 파주시 교하로681번길 33,2026-03-20,B000004682,심학초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7681000,경기도파주교육지원청,1963-11-08,공립,B554398,한국교육시설안전원,37.83104878,경기도 파주시 파주읍 연풍리 427,126.8348599,운영,경기도 파주시 파주읍 연풍초교길 25,2026-03-20,B000004704,연풍초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7681000,경기도파주교육지원청,2010-03-01,공립,B554398,한국교육시설안전원,37.73207826,경기도 파주시 와동동 1318,126.7560308,운영,경기도 파주시 금바위로 87,2026-03-20,B000004672,한가람초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7041000,서울특별시남부교육지원청,2020-03-01,공립,B554398,한국교육시설안전원,37.48285456,서울특별시 구로구 항동 22-5,126.820190,운영,서울특별시 구로구 연동로 239-2,2026-03-20,B000026185,항동중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,1996-09-01,공립,B554398,한국교육시설안전원,37.60726291,경기도 구리시 인창동 666-3,127.1422569,운영,경기도 구리시 건원대로76번길 40,2026-03-20,B000004626,구지초등학교,초등학교
본교,8490000,전라남도교육청,2025-10-25,2013-11-29,8531000,전라남도나주교육지원청,1967-03-04,공립,B554398,한국교육시설안전원,34.9985773,전라남도 나주시 영산동 82,126.7120248,운영,전라남도 나주시 영산포로 182-9,2026-03-20,B000011665,전남미용고등학교,고등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9071000,경상남도통영교육지원청,1946-09-02,공립,B554398,한국교육시설안전원,34.85139673,경상남도 통영시 북신동 106-2,128.4262242,운영,경상남도 통영시 중앙로 225,2026-03-20,B000007603,유영초등학교,초등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8941000,경상북도칠곡교육지원청,1946-05-23,사립,B554398,한국교육시설안전원,35.98647718,경상북도 칠곡군 왜관읍 왜관리 776-9,128.3958253,운영,경상북도 칠곡군 왜관읍 남부1길 22,2026-03-20,B000013272,순심여자고등학교,고등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,2001-09-01,공립,B554398,한국교육시설안전원,37.61427588,경기도 남양주시 다산동 4002-17,127.1616115,운영,경기도 남양주시 미금로 194,2026-03-20,B000004559,금교초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7711000,경기도포천교육지원청,1966-09-01,공립,B554398,한국교육시설안전원,37.92906522,경기도 포천시 화현면 지현리 279-6,127.2654578,운영,경기도 포천시 화현면 봉화로 926-9,2026-03-20,B000004771,지현초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7621000,경기도고양교육지원청,1952-09-23,공립,B554398,한국교육시설안전원,37.67157089,경기도 고양시 일산서구 대화동 1643,126.7323693,운영,경기도 고양시 일산서구 송포로 50,2026-03-20,B000004510,대화초등학교,초등학교
본교,7310000,인천광역시교육청,2025-10-25,2013-11-29,7341000,인천광역시동부교육지원청,1966-05-30,사립,B554398,한국교육시설안전원,37.46428211,인천광역시 남동구 만수동 5-213,126.7339171,운영,인천광역시 남동구 만수로73번길 20-23,2026-03-20,B000008845,숭덕여자중학교,중학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8771000,경상북도경주교육지원청,1975-03-01,공립,B554398,한국교육시설안전원,35.81078851,경상북도 경주시 감포읍 오류리 478-2,129.5061535,운영,경상북도 경주시 감포읍 감포로12길 20,2026-03-20,B000013185,한국국제통상마이스터고등학교,고등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7251000,대구광역시동부교육지원청,1993-03-01,공립,B554398,한국교육시설안전원,35.8211246,대구광역시 수성구 범물동 1279-2,128.644716,운영,대구광역시 수성구 지범로41길 23,2026-03-20,B000008659,범일중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7541000,경기도수원교육지원청,1999-03-01,공립,B554398,한국교육시설안전원,37.25360106,경기도 수원시 권선구 고색동 888-92,126.9813192,운영,경기도 수원시 권선구 매송고색로711번길 50,2026-03-20,B000009145,고색중학교,중학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8781000,경상북도김천교육지원청,1942-05-01,공립,B554398,한국교육시설안전원,36.13632669,경상북도 김천시 교동 581,128.102178,운영,경상북도 김천시 부거리길 310,2026-03-20,B000011715,김천생명과학고등학교,고등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,1939-07-03,공립,B554398,한국교육시설안전원,37.54641013,경기도 남양주시 조안면 조안리 47,127.3005896,운영,경기도 남양주시 조안면 북한강로229번길 20,2026-03-20,B000004610,조안초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7679000,경기도화성오산교육지원청,1979-03-05,사립,B554398,한국교육시설안전원,37.13902926,경기도 화성시 만세구 향남읍 장짐리 161,126.9066229429,운영,경기도 화성시 만세구 향남읍 장짐길 4,2026-03-20,B000012599,화성고등학교,고등학교
본교,9290000,제주특별자치도교육청,2025-10-25,2013-11-29,9296000,제주특별자치도제주시교육지원청,1946-12-12,공립,B554398,한국교육시설안전원,33.42609303,제주특별자치도 제주시 한림읍 대림리 1591,126.2700998,운영,제주특별자치도 제주시 한림읍 한림로 822,2026-03-20,B000008011,수원초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7681000,경기도파주교육지원청,1925-05-17,공립,B554398,한국교육시설안전원,37.90360997,경기도 파주시 파평면 두포리 260,126.8380523,운영,경기도 파주시 파평면 파평산로478번길 37,2026-03-20,B000004708,파평초등학교,초등학교
본교,7240000,대구광역시교육청,2025-10-25,2013-11-29,7251000,대구광역시동부교육지원청,1906-12-21,공립,B554398,한국교육시설안전원,35.86403787,대구광역시 중구 봉산동 57,128.5953715,운영,대구광역시 중구 명륜로23길 80,2026-03-20,B000002737,대구초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,2001-03-01,공립,B554398,한국교육시설안전원,37.58583837,경기도 구리시 교문동 823,127.1351764,운영,경기도 구리시 장자호수길 45,2026-03-20,B000009636,장자중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,2001-07-02,공립,B554398,한국교육시설안전원,37.58684043,경기도 구리시 교문동 824,127.1352789,운영,경기도 구리시 장자대로 40,2026-03-20,B000004614,장자초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7711000,경기도포천교육지원청,1971-03-09,공립,B554398,한국교육시설안전원,37.89142616,경기도 포천시 신읍동 345,127.1923465,운영,경기도 포천시 원모루로 40,2026-03-20,B000012743,포천고등학교,고등학교
본교,7310000,인천광역시교육청,2025-10-25,2013-11-29,7341000,인천광역시동부교육지원청,1999-03-01,공립,B554398,한국교육시설안전원,37.41056023,인천광역시 남동구 논현동 563-5,126.709953,운영,인천광역시 남동구 함박뫼로 429,2026-03-20,B000003098,인천논곡초등학교,초등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9022000,경상남도창원교육지원청,1940-05-04,공립,B554398,한국교육시설안전원,35.09744075,경상남도 창원시 진해구 용원동 1251,128.8182285,운영,경상남도 창원시 진해구 용원로78번길 11,2026-03-20,B000007519,용원초등학교,초등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8941000,경상북도칠곡교육지원청,1991-09-01,공립,B554398,한국교육시설안전원,36.06994201,경상북도 칠곡군 북삼읍 인평리 143,128.342881,운영,경상북도 칠곡군 북삼읍 북삼로 29,2026-03-20,B000010933,북삼중학교,중학교
본교,8490000,전라남도교육청,2025-10-25,2013-11-29,8581000,전라남도구례교육지원청,1930-10-16,공립,B554398,한국교육시설안전원,35.22136646,전라남도 구례군 마산면 마산리 498-3,127.4875833,운영,전라남도 구례군 마산면 화엄사로 136,2026-03-20,B000006608,청천초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7621000,경기도고양교육지원청,1946-09-01,공립,B554398,한국교육시설안전원,37.65789717,경기도 고양시 일산동구 마두동 718,126.7908831,운영,경기도 고양시 일산동구 일산로 230,2026-03-20,B000004486,백마초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7561000,경기도의정부교육지원청,2008-03-01,공립,B554398,한국교육시설안전원,37.73083839,경기도 의정부시 용현동 196,127.0823822,운영,경기도 의정부시 시민로 464-14,2026-03-20,B000009651,솔뫼중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7621000,경기도고양교육지원청,1995-03-01,공립,B554398,한국교육시설안전원,37.67794916,경기도 고양시 일산서구 대화동 2210,126.7496619,운영,경기도 고양시 일산서구 일산로 738,2026-03-20,B000004513,장성초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7602000,경기도동두천양주교육지원청,1971-03-01,공립,B554398,한국교육시설안전원,37.91494324,경기도 동두천시 생연동 160-14,127.0638418,운영,경기도 동두천시 중앙로 427,2026-03-20,B000004720,보산초등학교,초등학교
본교,7010000,서울특별시교육청,2025-10-25,2013-11-29,7091300,서울특별시강남서초교육지원청,1990-11-02,공립,B554398,한국교육시설안전원,37.47650298,서울특별시 서초구 방배동 산81-1,126.9900734,운영,서울특별시 서초구 효령로4길 58,2026-03-20,B000002266,서울방현초등학교,초등학교
본교,9010000,경상남도교육청,2025-10-25,2013-11-29,9111000,경상남도거제교육지원청,1954-09-01,사립,B554398,한국교육시설안전원,34.87068087,경상남도 거제시 장승포동 402,128.7236928,운영,경상남도 거제시 두모길 4,2026-03-20,B000013368,해성고등학교,고등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7541000,경기도수원교육지원청,1970-06-23,사립,B554398,한국교육시설안전원,37.27423255,경기도 수원시 팔달구 인계동 249-1,127.0245216,운영,경기도 수원시 팔달구 세지로 254,2026-03-20,B000011483,수원공업고등학교,고등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8961000,경상북도봉화교육지원청,1949-12-01,공립,B554398,한국교육시설안전원,36.91466157,경상북도 봉화군 법전면 법전리 39-3,128.8776519,운영,경상북도 봉화군 법전면 법전로 135,2026-03-20,B000007402,법전중앙초등학교,초등학교
본교,8750000,경상북도교육청,2025-10-25,2013-11-29,8961000,경상북도봉화교육지원청,1932-11-25,공립,B554398,한국교육시설안전원,36.88557445,경상북도 봉화군 봉성면 봉성리 526-1,128.8148779,운영,경상북도 봉화군 봉성면 봉명로 550,2026-03-20,B000007404,봉성초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,2005-03-01,공립,B554398,한국교육시설안전원,37.64550428,경기도 남양주시 평내동 600,127.2398805,운영,경기도 남양주시 평내로 122,2026-03-20,B000004564,남양주신촌초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,1998-09-01,공립,B554398,한국교육시설안전원,37.69908745,경기도 남양주시 오남읍 양지리 74,127.2064927,운영,경기도 남양주시 오남읍 진건오남로808번길 20-37,2026-03-20,B000004594,남양주양지초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,1975-03-01,공립,B554398,한국교육시설안전원,37.60948839,경기도 남양주시 와부읍 월문리 269-1,127.2616036,운영,경기도 남양주시 와부읍 수레로 519,2026-03-20,B000004600,남양주월문초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7652000,경기도구리남양주교육지원청,1972-03-01,공립,B554398,한국교육시설안전원,37.64059471,경기도 구리시 사노동 393-2,127.1393169,운영,경기도 구리시 동구릉로 485,2026-03-20,B000004617,내양초등학교,초등학교
본교,8490000,전라남도교육청,2025-10-25,2013-11-29,8561000,전라남도담양교육지원청,1945-11-01,공립,B554398,한국교육시설안전원,35.31815859,전라남도 담양군 담양읍 지침리 92,126.9865635,운영,전라남도 담양군 담양읍 지침5길 14,2026-03-20,B000006580,담양남초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7602000,경기도동두천양주교육지원청,1921-09-28,공립,B554398,한국교육시설안전원,37.89386597,경기도 양주시 남면 신산리 286-2,126.9757578,운영,경기도 양주시 남면 개나리18길 100,2026-03-20,B000004757,남면초등학교,초등학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7621000,경기도고양교육지원청,2010-09-01,공립,B554398,한국교육시설안전원,37.67683594,경기도 고양시 일산동구 식사동 1554,126.8155141,운영,경기도 고양시 일산동구 위시티3로 47,2026-03-20,B000009571,일산양일중학교,중학교
본교,8000000,충청북도교육청,2025-10-25,2013-11-29,8031000,충청북도제천교육지원청,1971-03-10,공립,B554398,한국교육시설안전원,37.18823072,충청북도 제천시 송학면 시곡리 1100-2,128.2651767,운영,충청북도 제천시 송학면 송학로5길 7,2026-03-20,B000009945,송학중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7541000,경기도수원교육지원청,2002-03-01,공립,B554398,한국교육시설안전원,37.30024941,경기도 수원시 장안구 천천동 510,126.981025,운영,경기도 수원시 장안구 정자로42번길 16,2026-03-20,B000009136,천천중학교,중학교
본교,7530000,경기도교육청,2025-10-25,2013-11-29,7621000,경기도고양교육지원청,1997-09-01,공립,B554398,한국교육시설안전원,37.62663419,경기도 고양시 덕양구 행신동 929,126.839920,운영,경기도 고양시 덕양구 성신로 104,2026-03-20,B000004536,성신초등학교,초등학교
